ReservaID,FechaEntrada,FechaSalida,Noches,TipoHabitacion,Plan,Mercado,Adultos,Ninos,TotalPersonas,TarifaNoche,ServiciosExtra,CostoServicios,Descuento,TotalReserva,Estado,CanalReserva,EsFinDeSemana,Mes,Trimestre,Temporada
RES017867,2023-11-05,2023-11-09,4,Superior,Alojamiento + Desayuno,Argentina,3,0,3,30625.0,Spa,1500,14064.79,109935.21,Check-out,Booking.com,False,2023-11,T4,Media
RES017868,2023-11-05,2023-11-08,3,Standard,Alojamiento + Desayuno,Argentina,2,0,2,23125.0,Desayuno,1500,0.0,70875.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES017869,2023-11-05,2023-11-08,3,Standard,Todo Incluido,Estados Unidos,1,0,1,38156.25,Ninguno,0,0.0,114468.75,Check-out,Booking.com,False,2023-11,T4,Media
RES017870,2023-11-05,2023-11-09,4,Superior,Media Pensión,Argentina,3,0,3,35525.0,Desayuno,1500,0.0,143600.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES017871,2023-11-05,2023-11-07,2,Superior,Solo Alojamiento,Brasil,1,0,1,28175.0,Ninguno,0,0.0,56350.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017872,2023-11-05,2023-11-08,3,Suite,Media Pensión,Estados Unidos,2,2,4,69781.25,Desayuno,1500,0.0,210843.75,Check-out,Despegar,False,2023-11,T4,Media
RES017873,2023-11-05,2023-11-07,2,Superior,Todo Incluido,Argentina,3,0,3,40425.0,Ninguno,0,4212.33,76637.67,Check-in,Expedia,False,2023-11,T4,Media
RES017874,2023-11-05,2023-11-08,3,Suite,Media Pensión,Argentina,3,0,3,55825.0,Ninguno,0,0.0,167475.0,Check-out,Directo,False,2023-11,T4,Media
RES017875,2023-11-05,2023-11-08,3,Standard,Alojamiento + Desayuno,Argentina,2,0,2,23125.0,Ninguno,0,0.0,69375.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017876,2023-11-05,2023-11-10,5,Superior,Alojamiento + Desayuno,Brasil,3,0,3,35218.75,Ninguno,0,0.0,176093.75,Check-out,Expedia,False,2023-11,T4,Media
RES017877,2023-11-05,2023-11-07,2,Familiar,Todo Incluido,Argentina,1,4,5,51975.0,Ninguno,0,0.0,103950.0,Check-in,Booking.com,False,2023-11,T4,Media
RES017878,2023-11-05,2023-11-07,2,Suite,Media Pensión,Estados Unidos,3,1,4,69781.25,"Desayuno, Estacionamiento",3000,0.0,142562.5,Check-out,Booking.com,False,2023-11,T4,Media
RES017879,2023-11-05,2023-11-06,1,Standard,Solo Alojamiento,Argentina,2,0,2,18500.0,Ninguno,0,1562.36,16937.64,Check-out,Booking.com,False,2023-11,T4,Media
RES017880,2023-11-05,2023-11-09,4,Superior,Solo Alojamiento,Argentina,2,0,2,24500.0,Spa,1500,0.0,99500.0,Check-out,Despegar,False,2023-11,T4,Media
RES017881,2023-11-05,2023-11-08,3,Suite,Todo Incluido,Argentina,2,0,2,63525.0,Ninguno,0,21470.56,169104.44,Check-out,Despegar,False,2023-11,T4,Media
RES017882,2023-11-05,2023-11-10,5,Familiar,Solo Alojamiento,Brasil,2,0,2,36225.0,Desayuno,1500,0.0,182625.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017883,2023-11-05,2023-11-08,3,Familiar,Alojamiento + Desayuno,Argentina,2,0,2,39375.0,Estacionamiento,1500,0.0,119625.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES017884,2023-11-06,2023-11-10,4,Superior,Alojamiento + Desayuno,Estados Unidos,3,0,3,38281.25,Desayuno,1500,0.0,154625.0,Check-out,Expedia,False,2023-11,T4,Media
RES017885,2023-11-06,2023-11-08,2,Standard,Solo Alojamiento,Otros Latinoamérica,1,0,1,20350.0,Ninguno,0,0.0,40700.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES017886,2023-11-06,2023-11-09,3,Familiar,Solo Alojamiento,Brasil,3,0,3,36225.0,Ninguno,0,0.0,108675.0,Cancelada,Expedia,False,2023-11,T4,Media
RES017887,2023-11-06,2023-11-09,3,Suite,Media Pensión,Argentina,3,1,4,55825.0,Desayuno,1500,0.0,168975.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017888,2023-11-06,2023-11-08,2,Standard,Media Pensión,Otros Latinoamérica,2,0,2,29507.5,Ninguno,0,0.0,59015.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES017889,2023-11-06,2023-11-13,7,Standard,Alojamiento + Desayuno,Argentina,1,0,1,23125.0,Estacionamiento,1500,0.0,163375.0,Check-in,Sitio Web,False,2023-11,T4,Media
RES017890,2023-11-06,2023-11-08,2,Familiar,Alojamiento + Desayuno,Brasil,2,2,4,45281.25,Ninguno,0,10041.35,80521.15,Check-out,Booking.com,False,2023-11,T4,Media
RES017891,2023-11-06,2023-11-09,3,Familiar,Todo Incluido,Otros Latinoamérica,2,2,4,57172.5,Ninguno,0,0.0,171517.5,Check-out,Expedia,False,2023-11,T4,Media
RES017892,2023-11-06,2023-11-13,7,Superior,Media Pensión,Argentina,2,0,2,35525.0,Ninguno,0,15180.01,233494.99,Check-out,Sitio Web,False,2023-11,T4,Media
RES017893,2023-11-06,2023-11-11,5,Superior,Alojamiento + Desayuno,Argentina,3,0,3,30625.0,Desayuno,1500,0.0,154625.0,Check-out,Expedia,False,2023-11,T4,Media
RES017894,2023-11-06,2023-11-09,3,Standard,Todo Incluido,Brasil,2,0,2,35103.75,Ninguno,0,0.0,105311.25,Check-out,Agencia,False,2023-11,T4,Media
RES017895,2023-11-06,2023-11-10,4,Standard,Solo Alojamiento,Estados Unidos,2,0,2,23125.0,Ninguno,0,0.0,92500.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES017896,2023-11-06,2023-11-08,2,Suite,Alojamiento + Desayuno,Brasil,3,0,3,55343.75,Desayuno,1500,0.0,112187.5,Check-out,Despegar,False,2023-11,T4,Media
RES017897,2023-11-06,2023-11-08,2,Suite,Media Pensión,Argentina,1,2,3,55825.0,Ninguno,0,0.0,111650.0,Check-out,Directo,False,2023-11,T4,Media
RES017898,2023-11-06,2023-11-09,3,Suite,Media Pensión,Estados Unidos,2,0,2,69781.25,Ninguno,0,17477.86,191865.89,Check-out,Sitio Web,False,2023-11,T4,Media
RES017899,2023-11-06,2023-11-09,3,Standard,Media Pensión,Brasil,2,0,2,30848.75,Ninguno,0,0.0,92546.25,No Show,Agencia,False,2023-11,T4,Media
RES017900,2023-11-06,2023-11-08,2,Familiar,Media Pensión,Argentina,1,4,5,45675.0,Desayuno,1500,0.0,92850.0,Check-in,Expedia,False,2023-11,T4,Media
RES017901,2023-11-06,2023-11-09,3,Suite,Solo Alojamiento,Brasil,4,0,4,44275.0,Ninguno,0,13300.05,119524.95,Check-out,Sitio Web,False,2023-11,T4,Media
RES017902,2023-11-06,2023-11-08,2,Familiar,Alojamiento + Desayuno,Estados Unidos,4,1,5,49218.75,Ninguno,0,0.0,98437.5,Check-in,Booking.com,False,2023-11,T4,Media
RES017903,2023-11-06,2023-11-11,5,Standard,Media Pensión,Argentina,2,0,2,26825.0,Estacionamiento,1500,0.0,135625.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017904,2023-11-06,2023-11-08,2,Superior,Todo Incluido,Brasil,3,0,3,46488.75,"Desayuno, Estacionamiento",3000,6424.18,89553.32,Check-out,Booking.com,False,2023-11,T4,Media
RES017905,2023-11-06,2023-11-09,3,Suite,Media Pensión,Brasil,2,2,4,64198.75,Ninguno,0,0.0,192596.25,Check-in,Sitio Web,False,2023-11,T4,Media
RES017906,2023-11-06,2023-11-08,2,Familiar,Media Pensión,Argentina,3,1,4,45675.0,Ninguno,0,0.0,91350.0,Check-out,Despegar,False,2023-11,T4,Media
RES017907,2023-11-06,2023-11-09,3,Suite,Todo Incluido,Europa,1,2,3,76230.0,"Desayuno, Estacionamiento, Cama Adicional",4500,0.0,233190.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017908,2023-11-06,2023-11-08,2,Superior,Alojamiento + Desayuno,Otros Latinoamérica,2,1,3,33687.5,Ninguno,0,0.0,67375.0,Cancelada,Despegar,False,2023-11,T4,Media
RES017909,2023-11-06,2023-11-11,5,Suite,Alojamiento + Desayuno,Argentina,4,0,4,48125.0,Ninguno,0,0.0,240625.0,Check-out,Agencia,False,2023-11,T4,Media
RES017910,2023-11-06,2023-11-08,2,Standard,Media Pensión,Argentina,2,0,2,26825.0,Desayuno,1500,0.0,55150.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017911,2023-11-06,2023-11-08,2,Standard,Alojamiento + Desayuno,Estados Unidos,2,0,2,28906.25,Ninguno,0,0.0,57812.5,Check-out,Sitio Web,False,2023-11,T4,Media
RES017912,2023-11-06,2023-11-08,2,Standard,Todo Incluido,Argentina,2,0,2,30525.0,Ninguno,0,4136.04,56913.96,No Show,Agencia,False,2023-11,T4,Media
RES017913,2023-11-06,2023-11-08,2,Familiar,Todo Incluido,Brasil,3,0,3,59771.25,Desayuno,1500,0.0,121042.5,Check-in,Booking.com,False,2023-11,T4,Media
RES017914,2023-11-06,2023-11-09,3,Standard,Solo Alojamiento,Argentina,2,0,2,18500.0,"Desayuno, Estacionamiento",3000,0.0,58500.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017915,2023-11-06,2023-11-09,3,Superior,Solo Alojamiento,Estados Unidos,3,0,3,30625.0,Spa,1500,0.0,93375.0,Check-out,Despegar,False,2023-11,T4,Media
RES017916,2023-11-06,2023-11-09,3,Suite,Media Pensión,Estados Unidos,4,0,4,69781.25,Estacionamiento,1500,0.0,210843.75,Check-out,Booking.com,False,2023-11,T4,Media
RES017917,2023-11-06,2023-11-09,3,Suite,Solo Alojamiento,Argentina,4,0,4,38500.0,Desayuno,1500,6140.64,110859.36,Check-out,Booking.com,False,2023-11,T4,Media
RES017918,2023-11-06,2023-11-09,3,Standard,Solo Alojamiento,Estados Unidos,1,0,1,23125.0,Ninguno,0,0.0,69375.0,No Show,Despegar,False,2023-11,T4,Media
RES017919,2023-11-06,2023-11-08,2,Suite,Solo Alojamiento,Brasil,2,1,3,44275.0,Ninguno,0,0.0,88550.0,Check-out,Expedia,False,2023-11,T4,Media
RES017920,2023-11-06,2023-11-09,3,Familiar,Media Pensión,Brasil,1,0,1,52526.25,Ninguno,0,0.0,157578.75,Check-out,Sitio Web,False,2023-11,T4,Media
RES017921,2023-11-06,2023-11-07,1,Suite,Media Pensión,Argentina,2,1,3,55825.0,Ninguno,0,5900.34,49924.66,Check-out,Despegar,False,2023-11,T4,Media
RES017922,2023-11-06,2023-11-12,6,Familiar,Todo Incluido,Estados Unidos,4,0,4,64968.75,Ninguno,0,0.0,389812.5,Check-out,Agencia,False,2023-11,T4,Media
RES017923,2023-11-06,2023-11-10,4,Familiar,Media Pensión,Estados Unidos,1,4,5,57093.75,Desayuno,1500,0.0,229875.0,Check-out,Directo,False,2023-11,T4,Media
RES017924,2023-11-06,2023-11-07,1,Suite,Solo Alojamiento,Europa,2,1,3,46200.0,Ninguno,0,0.0,46200.0,Check-out,Directo,False,2023-11,T4,Media
RES017925,2023-11-06,2023-11-09,3,Superior,Todo Incluido,Argentina,3,0,3,40425.0,Ninguno,0,0.0,121275.0,Check-out,Expedia,False,2023-11,T4,Media
RES017926,2023-11-06,2023-11-07,1,Suite,Solo Alojamiento,Europa,4,0,4,46200.0,Desayuno,1500,0.0,47700.0,Check-out,Directo,False,2023-11,T4,Media
RES017927,2023-11-06,2023-11-09,3,Familiar,Alojamiento + Desayuno,Argentina,2,1,3,39375.0,"Desayuno, Cama Adicional",3000,8304.23,112820.77,Check-out,Expedia,False,2023-11,T4,Media
RES017928,2023-11-06,2023-11-09,3,Familiar,Solo Alojamiento,Argentina,4,0,4,31500.0,Spa,1500,0.0,96000.0,Check-out,Despegar,False,2023-11,T4,Media
RES017929,2023-11-06,2023-11-10,4,Superior,Media Pensión,Argentina,1,1,2,35525.0,"Desayuno, Estacionamiento",3000,0.0,145100.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017930,2023-11-06,2023-11-09,3,Familiar,Media Pensión,Otros Latinoamérica,3,1,4,50242.5,Ninguno,0,0.0,150727.5,Check-out,Sitio Web,False,2023-11,T4,Media
RES017931,2023-11-06,2023-11-08,2,Familiar,Todo Incluido,Brasil,1,0,1,59771.25,Ninguno,0,0.0,119542.5,Check-in,Booking.com,False,2023-11,T4,Media
RES017932,2023-11-06,2023-11-10,4,Suite,Todo Incluido,Otros Latinoamérica,2,2,4,69877.5,"Desayuno, Estacionamiento, Cama Adicional",4500,0.0,284010.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES017933,2023-11-06,2023-11-10,4,Standard,Todo Incluido,Argentina,1,0,1,30525.0,Ninguno,0,0.0,122100.0,Check-in,Booking.com,False,2023-11,T4,Media
RES017934,2023-11-06,2023-11-11,5,Familiar,Alojamiento + Desayuno,Argentina,1,4,5,39375.0,Estacionamiento,1500,0.0,198375.0,Check-out,Expedia,False,2023-11,T4,Media
RES017935,2023-11-06,2023-11-09,3,Suite,Todo Incluido,Brasil,1,1,2,73053.75,Desayuno,1500,0.0,220661.25,Check-out,Sitio Web,False,2023-11,T4,Media
RES017936,2023-11-06,2023-11-09,3,Suite,Solo Alojamiento,Argentina,3,0,3,38500.0,Ninguno,0,9550.11,105949.89,Check-out,Agencia,False,2023-11,T4,Media
RES017937,2023-11-06,2023-11-10,4,Standard,Alojamiento + Desayuno,Estados Unidos,1,1,2,28906.25,Ninguno,0,0.0,115625.0,Check-out,Directo,False,2023-11,T4,Media
RES017938,2023-11-06,2023-11-09,3,Suite,Media Pensión,Argentina,4,0,4,55825.0,Estacionamiento,1500,0.0,168975.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017939,2023-11-06,2023-11-09,3,Standard,Todo Incluido,Argentina,2,0,2,30525.0,Ninguno,0,0.0,91575.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017940,2023-11-06,2023-11-09,3,Standard,Solo Alojamiento,Brasil,1,1,2,21275.0,Ninguno,0,0.0,63825.0,Check-in,Booking.com,False,2023-11,T4,Media
RES017941,2023-11-06,2023-11-11,5,Superior,Media Pensión,Brasil,2,1,3,40853.75,"Estacionamiento, Spa",3000,0.0,207268.75,Check-in,Booking.com,False,2023-11,T4,Media
RES017942,2023-11-07,2023-11-10,3,Superior,Alojamiento + Desayuno,Argentina,2,1,3,30625.0,Ninguno,0,10849.92,81025.08,Check-out,Sitio Web,False,2023-11,T4,Media
RES017943,2023-11-07,2023-11-10,3,Superior,Todo Incluido,Otros Latinoamérica,3,0,3,44467.5,Desayuno,1500,0.0,134902.5,Cancelada,Booking.com,False,2023-11,T4,Media
RES017944,2023-11-07,2023-11-11,4,Superior,Alojamiento + Desayuno,Argentina,3,0,3,30625.0,Desayuno,1500,0.0,124000.0,Check-out,Expedia,False,2023-11,T4,Media
RES017945,2023-11-07,2023-11-10,3,Suite,Todo Incluido,Estados Unidos,3,0,3,79406.25,Desayuno,1500,0.0,239718.75,Check-out,Despegar,False,2023-11,T4,Media
RES017946,2023-11-07,2023-11-10,3,Standard,Todo Incluido,Argentina,2,0,2,30525.0,Ninguno,0,8248.55,83326.45,Check-out,Agencia,False,2023-11,T4,Media
RES017947,2023-11-07,2023-11-09,2,Superior,Media Pensión,Argentina,2,0,2,35525.0,Spa,1500,5054.61,67495.39,Check-out,Sitio Web,False,2023-11,T4,Media
RES017948,2023-11-07,2023-11-09,2,Standard,Alojamiento + Desayuno,Otros Latinoamérica,2,0,2,25437.5,Desayuno,1500,0.0,52375.0,No Show,Booking.com,False,2023-11,T4,Media
RES017949,2023-11-07,2023-11-10,3,Superior,Alojamiento + Desayuno,Estados Unidos,1,1,2,38281.25,Cama Adicional,1500,0.0,116343.75,Check-out,Agencia,False,2023-11,T4,Media
RES017950,2023-11-07,2023-11-10,3,Superior,Media Pensión,Estados Unidos,3,0,3,44406.25,"Desayuno, Estacionamiento",3000,0.0,136218.75,Check-in,Booking.com,False,2023-11,T4,Media
RES017951,2023-11-07,2023-11-10,3,Standard,Todo Incluido,Europa,2,0,2,36630.0,Ninguno,0,0.0,109890.0,Check-out,Agencia,False,2023-11,T4,Media
RES017952,2023-11-07,2023-11-11,4,Suite,Media Pensión,Europa,3,0,3,66990.0,Ninguno,0,22745.73,245214.27,Check-out,Booking.com,False,2023-11,T4,Media
RES017953,2023-11-07,2023-11-10,3,Suite,Alojamiento + Desayuno,Brasil,2,0,2,55343.75,Ninguno,0,0.0,166031.25,Check-out,Sitio Web,False,2023-11,T4,Media
RES017954,2023-11-07,2023-11-09,2,Standard,Media Pensión,Estados Unidos,1,0,1,33531.25,Estacionamiento,1500,0.0,68562.5,Check-out,Sitio Web,False,2023-11,T4,Media
RES017955,2023-11-07,2023-11-10,3,Familiar,Todo Incluido,Estados Unidos,4,0,4,64968.75,Desayuno,1500,0.0,196406.25,Check-out,Directo,False,2023-11,T4,Media
RES017956,2023-11-07,2023-11-09,2,Standard,Alojamiento + Desayuno,Argentina,2,0,2,23125.0,"Desayuno, Spa",3000,0.0,49250.0,Check-out,Agencia,False,2023-11,T4,Media
RES017957,2023-11-07,2023-11-10,3,Familiar,Alojamiento + Desayuno,Estados Unidos,1,4,5,49218.75,Ninguno,0,0.0,147656.25,Check-out,Expedia,False,2023-11,T4,Media
RES017958,2023-11-07,2023-11-10,3,Familiar,Todo Incluido,Brasil,4,1,5,59771.25,"Desayuno, Spa",3000,0.0,182313.75,No Show,Booking.com,False,2023-11,T4,Media
RES017959,2023-11-07,2023-11-12,5,Superior,Media Pensión,Brasil,1,1,2,40853.75,Desayuno,1500,0.0,205768.75,Cancelada,Booking.com,False,2023-11,T4,Media
RES017960,2023-11-07,2023-11-10,3,Superior,Todo Incluido,Argentina,2,0,2,40425.0,Ninguno,0,0.0,121275.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES017961,2023-11-07,2023-11-11,4,Superior,Solo Alojamiento,Argentina,1,0,1,24500.0,Ninguno,0,0.0,98000.0,Check-out,Directo,False,2023-11,T4,Media
RES017962,2023-11-07,2023-11-12,5,Superior,Solo Alojamiento,Estados Unidos,2,1,3,30625.0,"Desayuno, Spa",3000,9453.92,146671.08,Check-in,Expedia,False,2023-11,T4,Media
RES017963,2023-11-07,2023-11-09,2,Superior,Solo Alojamiento,Estados Unidos,3,0,3,30625.0,Ninguno,0,5272.56,55977.44,Check-in,Booking.com,False,2023-11,T4,Media
RES017964,2023-11-07,2023-11-10,3,Familiar,Alojamiento + Desayuno,Otros Latinoamérica,1,3,4,43312.5,Ninguno,0,0.0,129937.5,Check-in,Booking.com,False,2023-11,T4,Media
RES017965,2023-11-07,2023-11-13,6,Superior,Media Pensión,Brasil,3,0,3,40853.75,Desayuno,1500,0.0,246622.5,Check-out,Booking.com,False,2023-11,T4,Media
RES017966,2023-11-07,2023-11-10,3,Familiar,Alojamiento + Desayuno,Brasil,4,0,4,45281.25,Desayuno,1500,0.0,137343.75,Check-out,Directo,False,2023-11,T4,Media
RES017967,2023-11-07,2023-11-10,3,Familiar,Todo Incluido,Brasil,4,0,4,59771.25,Ninguno,0,0.0,179313.75,Check-out,Sitio Web,False,2023-11,T4,Media
RES017968,2023-11-07,2023-11-12,5,Familiar,Solo Alojamiento,Brasil,4,0,4,36225.0,Ninguno,0,0.0,181125.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES017969,2023-11-07,2023-11-11,4,Suite,Solo Alojamiento,Argentina,3,1,4,38500.0,Estacionamiento,1500,0.0,155500.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES017970,2023-11-07,2023-11-11,4,Superior,Media Pensión,Argentina,2,1,3,35525.0,Ninguno,0,0.0,142100.0,Check-out,Expedia,False,2023-11,T4,Media
RES017971,2023-11-07,2023-11-10,3,Familiar,Alojamiento + Desayuno,Brasil,2,3,5,45281.25,Ninguno,0,0.0,135843.75,Check-out,Sitio Web,False,2023-11,T4,Media
RES017972,2023-11-07,2023-11-11,4,Standard,Media Pensión,Argentina,1,1,2,26825.0,Ninguno,0,0.0,107300.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017973,2023-11-07,2023-11-09,2,Familiar,Alojamiento + Desayuno,Estados Unidos,4,1,5,49218.75,"Desayuno, Spa",3000,0.0,101437.5,Check-out,Sitio Web,False,2023-11,T4,Media
RES017974,2023-11-07,2023-11-10,3,Familiar,Todo Incluido,Brasil,4,1,5,59771.25,Ninguno,0,0.0,179313.75,Check-out,Booking.com,False,2023-11,T4,Media
RES017975,2023-11-07,2023-11-10,3,Familiar,Solo Alojamiento,Brasil,4,1,5,36225.0,Ninguno,0,0.0,108675.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017976,2023-11-07,2023-11-09,2,Superior,Media Pensión,Argentina,1,1,2,35525.0,Ninguno,0,0.0,71050.0,Check-out,Despegar,False,2023-11,T4,Media
RES017977,2023-11-07,2023-11-12,5,Suite,Todo Incluido,Argentina,3,0,3,63525.0,Ninguno,0,0.0,317625.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017978,2023-11-07,2023-11-10,3,Standard,Media Pensión,Otros Latinoamérica,2,0,2,29507.5,Ninguno,0,6450.43,82072.07,Check-out,Sitio Web,False,2023-11,T4,Media
RES017979,2023-11-07,2023-11-09,2,Suite,Todo Incluido,Argentina,1,1,2,63525.0,Cama Adicional,1500,0.0,128550.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017980,2023-11-07,2023-11-12,5,Suite,Media Pensión,Brasil,3,1,4,64198.75,Ninguno,0,32041.15,288952.6,Check-out,Booking.com,False,2023-11,T4,Media
RES017981,2023-11-07,2023-11-11,4,Superior,Solo Alojamiento,Brasil,3,0,3,28175.0,Ninguno,0,0.0,112700.0,Check-out,Expedia,False,2023-11,T4,Media
RES017982,2023-11-07,2023-11-10,3,Familiar,Alojamiento + Desayuno,Argentina,4,0,4,39375.0,Ninguno,0,12519.84,105605.16,Check-out,Despegar,False,2023-11,T4,Media
RES017983,2023-11-07,2023-11-11,4,Suite,Media Pensión,Argentina,3,0,3,55825.0,Ninguno,0,22428.76,200871.24,Check-out,Despegar,False,2023-11,T4,Media
RES017984,2023-11-07,2023-11-10,3,Familiar,Media Pensión,Argentina,1,4,5,45675.0,Ninguno,0,0.0,137025.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017985,2023-11-07,2023-11-12,5,Suite,Alojamiento + Desayuno,Estados Unidos,4,0,4,60156.25,Ninguno,0,0.0,300781.25,Check-out,Sitio Web,False,2023-11,T4,Media
RES017986,2023-11-07,2023-11-12,5,Superior,Solo Alojamiento,Argentina,2,0,2,24500.0,Ninguno,0,0.0,122500.0,Check-out,Expedia,False,2023-11,T4,Media
RES017987,2023-11-07,2023-11-10,3,Suite,Media Pensión,Argentina,3,1,4,55825.0,Ninguno,0,0.0,167475.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017988,2023-11-07,2023-11-10,3,Superior,Media Pensión,Argentina,3,0,3,35525.0,"Desayuno, Spa",3000,0.0,109575.0,Check-in,Expedia,False,2023-11,T4,Media
RES017989,2023-11-07,2023-11-10,3,Superior,Solo Alojamiento,Europa,1,2,3,29400.0,Ninguno,0,0.0,88200.0,Cancelada,Booking.com,False,2023-11,T4,Media
RES017990,2023-11-07,2023-11-09,2,Suite,Solo Alojamiento,Europa,2,0,2,46200.0,Ninguno,0,0.0,92400.0,No Show,Despegar,False,2023-11,T4,Media
RES017991,2023-11-07,2023-11-09,2,Familiar,Solo Alojamiento,Argentina,3,2,5,31500.0,Ninguno,0,0.0,63000.0,Check-out,Directo,False,2023-11,T4,Media
RES017992,2023-11-07,2023-11-09,2,Superior,Media Pensión,Estados Unidos,2,0,2,44406.25,Ninguno,0,9540.09,79272.41,Check-out,Despegar,False,2023-11,T4,Media
RES017993,2023-11-07,2023-11-10,3,Standard,Solo Alojamiento,Brasil,2,0,2,21275.0,Ninguno,0,0.0,63825.0,Check-out,Booking.com,False,2023-11,T4,Media
RES017994,2023-11-07,2023-11-10,3,Suite,Solo Alojamiento,Brasil,4,0,4,44275.0,Ninguno,0,8273.46,124551.54,Check-out,Despegar,False,2023-11,T4,Media
RES017995,2023-11-07,2023-11-12,5,Suite,Alojamiento + Desayuno,Estados Unidos,1,2,3,60156.25,Ninguno,0,0.0,300781.25,Check-out,Booking.com,False,2023-11,T4,Media
RES017996,2023-11-07,2023-11-10,3,Suite,Todo Incluido,Brasil,2,2,4,73053.75,Ninguno,0,0.0,219161.25,Check-out,Expedia,False,2023-11,T4,Media
RES017997,2023-11-07,2023-11-11,4,Standard,Todo Incluido,Argentina,1,1,2,30525.0,Spa,1500,0.0,123600.0,Check-out,Agencia,False,2023-11,T4,Media
RES017998,2023-11-07,2023-11-09,2,Suite,Todo Incluido,Argentina,2,1,3,63525.0,Cama Adicional,1500,0.0,128550.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES017999,2023-11-07,2023-11-09,2,Standard,Solo Alojamiento,Argentina,2,0,2,18500.0,Ninguno,0,0.0,37000.0,Check-out,Despegar,False,2023-11,T4,Media
RES018000,2023-11-07,2023-11-10,3,Suite,Alojamiento + Desayuno,Argentina,3,0,3,48125.0,Ninguno,0,0.0,144375.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES018001,2023-11-07,2023-11-13,6,Familiar,Alojamiento + Desayuno,Brasil,3,0,3,45281.25,Estacionamiento,1500,0.0,273187.5,Check-out,Booking.com,False,2023-11,T4,Media
RES018002,2023-11-07,2023-11-08,1,Suite,Todo Incluido,Brasil,3,0,3,73053.75,Ninguno,0,0.0,73053.75,Check-out,Booking.com,False,2023-11,T4,Media
RES018003,2023-11-08,2023-11-09,1,Suite,Media Pensión,Argentina,4,0,4,55825.0,Estacionamiento,1500,0.0,57325.0,Check-in,Booking.com,False,2023-11,T4,Media
RES018004,2023-11-08,2023-11-12,4,Suite,Media Pensión,Argentina,3,0,3,55825.0,Ninguno,0,0.0,223300.0,Check-out,Sitio Web,False,2023-11,T4,Media
RES018005,2023-11-08,2023-11-11,3,Familiar,Solo Alojamiento,Argentina,3,0,3,31500.0,Desayuno,1500,0.0,96000.0,Check-out,Booking.com,False,2023-11,T4,Media
RES018006,2023-11-08,2023-11-15,7,Suite,Todo Incluido,Argentina,2,1,3,63525.0,Ninguno,0,0.0,444675.0,No Show,Sitio Web,False,2023-11,T4,Media
RES018007,2023-11-08,2023-11-10,2,Familiar,Solo Alojamiento,Argentina,4,1,5,31500.0,Ninguno,0,6664.68,56335.32,Check-out,Sitio Web,False,2023-11,T4,Media
RES018008,2023-11-08,2023-11-10,2,Superior,Solo Alojamiento,Argentina,3,0,3,24500.0,Desayuno,1500,0.0,50500.0,Check-in,Directo,False,2023-11,T4,Media
RES018009,2023-11-08,2023-11-12,4,Familiar,Todo Incluido,Otros Latinoamérica,2,2,4,57172.5,Spa,1500,0.0,230190.0,Check-out,Directo,False,2023-11,T4,Media
RES018010,2023-11-08,2023-11-15,7,Standard,Todo Incluido,Brasil,2,0,2,35103.75,Spa,1500,0.0,247226.25,Check-out,Directo,False,2023-11,T4,Media
RES018011,2023-11-08,2023-11-10,2,Familiar,Media Pensión,Argentina,4,1,5,45675.0,Ninguno,0,0.0,91350.0,Check-out,Booking.com,False,2023-11,T4,Media
RES018012,2023-11-08,2023-11-12,4,Superior,Media Pensión,Argentina,1,0,1,35525.0,Estacionamiento,1500,0.0,143600.0,Check-out,Agencia,False,2023-11,T4,Media
RES018013,2023-11-08,2023-11-10,2,Standard,Media Pensión,Europa,2,0,2,32190.0,Estacionamiento,1500,0.0,65880.0,Cancelada,Booking.com,False,2023-11,T4,Media
