VentaID,Fecha,Sucursal,ClienteID,SKU,Producto,Categoria,Cantidad,CostoUnitario,PrecioUnitario,Descuento,TotalVenta,Ganancia,MargenPorcentaje,Año,Mes,Trimestre,DiaSemana,Es_Finde
VTA00023597,2024-01-22,CABA_Centro,CLI033,BEB-003,Cerveza Quilmes 1L,BEBIDAS,6,309.16,418.95,0.0,2513.7,658.7399999999998,26.21,2024,2024-01,T1-2024,Monday,False
VTA00023598,2024-01-22,Mendoza,CLI042,ALK-002,Azúcar Ledesma 1kg,ALMACEN,84,309.16,361.29,3862.09,26486.27,516.8299999999981,1.95,2024,2024-01,T1-2024,Monday,False
VTA00023599,2024-01-22,GBA_Oeste,CLI030,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,37,507.74,590.07,0.0,21832.59,3046.209999999999,13.95,2024,2024-01,T1-2024,Monday,False
VTA00023600,2024-01-22,Rosario,CLI012,ALK-002,Azúcar Ledesma 1kg,ALMACEN,50,309.16,403.2,0.0,20160.0,4701.999999999998,23.32,2024,2024-01,T1-2024,Monday,False
VTA00023601,2024-01-22,Rosario,CLI014,ALK-002,Azúcar Ledesma 1kg,ALMACEN,71,309.16,418.77,2299.07,27433.6,5483.239999999998,19.99,2024,2024-01,T1-2024,Monday,False
VTA00023602,2024-01-22,CABA_Centro,CLI004,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,97,1092.92,1305.64,15680.81,110966.27,4953.029999999999,4.46,2024,2024-01,T1-2024,Monday,False
VTA00023603,2024-01-22,La_Plata,CLI033,BEB-003,Cerveza Quilmes 1L,BEBIDAS,9,309.16,356.78,0.0,3211.02,428.5799999999999,13.35,2024,2024-01,T1-2024,Monday,False
VTA00023604,2024-01-22,GBA_Oeste,CLI030,BEB-002,Coca-Cola 2.25L,BEBIDAS,35,592.04,684.89,0.0,23971.15,3249.7500000000036,13.56,2024,2024-01,T1-2024,Monday,False
VTA00023605,2024-01-22,La_Plata,CLI041,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,47,746.33,996.15,0.0,46819.05,11741.54,25.08,2024,2024-01,T1-2024,Monday,False
VTA00023606,2024-01-22,Rosario,CLI035,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,43,309.16,431.26,0.0,18544.18,5250.299999999999,28.31,2024,2024-01,T1-2024,Monday,False
VTA00023607,2024-01-22,Córdoba,CLI034,BEB-002,Coca-Cola 2.25L,BEBIDAS,32,592.04,806.5,0.0,25808.0,6862.720000000001,26.59,2024,2024-01,T1-2024,Monday,False
VTA00023608,2024-01-22,Rosario,CLI011,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,47,132.72,165.02,0.0,7755.94,1518.0999999999995,19.57,2024,2024-01,T1-2024,Monday,False
VTA00023609,2024-01-22,GBA_Oeste,CLI047,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,89,1092.92,1336.28,14043.75,104885.17,7615.289999999994,7.26,2024,2024-01,T1-2024,Monday,False
VTA00023610,2024-01-22,La_Plata,CLI031,ALK-002,Azúcar Ledesma 1kg,ALMACEN,17,309.16,426.06,0.0,7243.02,1987.3000000000002,27.44,2024,2024-01,T1-2024,Monday,False
VTA00023611,2024-01-22,La_Plata,CLI003,LIM-002,Detergente Magistral 750ml,LIMPIEZA,79,352.88,470.02,3950.55,33181.03,5303.509999999998,15.98,2024,2024-01,T1-2024,Monday,False
VTA00023612,2024-01-23,La_Plata,CLI021,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,69,376.15,453.43,4689.45,26597.22,642.8700000000026,2.42,2024,2024-01,T1-2024,Tuesday,False
VTA00023613,2024-01-23,Mendoza,CLI034,BEB-004,Vino Tinto Toro 1L,BEBIDAS,16,746.63,957.79,0.0,15324.64,3378.5599999999995,22.05,2024,2024-01,T1-2024,Tuesday,False
VTA00023614,2024-01-23,CABA_Norte,CLI038,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,99,376.15,454.04,5599.74,39350.22,2111.3700000000026,5.37,2024,2024-01,T1-2024,Tuesday,False
VTA00023615,2024-01-23,GBA_Sur,CLI031,BEB-001,Agua Villa del Sur 2L,BEBIDAS,8,194.94,249.83,0.0,1998.64,439.1200000000001,21.97,2024,2024-01,T1-2024,Tuesday,False
VTA00023616,2024-01-23,GBA_Oeste,CLI011,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,66,507.95,587.16,2699.4,36053.16,2528.4600000000064,7.01,2024,2024-01,T1-2024,Tuesday,False
VTA00023617,2024-01-23,GBA_Sur,CLI038,BEB-003,Cerveza Quilmes 1L,BEBIDAS,24,309.28,406.34,0.0,9752.16,2329.4400000000005,23.89,2024,2024-01,T1-2024,Tuesday,False
VTA00023618,2024-01-23,Mendoza,CLI011,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,14,248.68,322.2,0.0,4510.8,1029.2800000000002,22.82,2024,2024-01,T1-2024,Tuesday,False
VTA00023619,2024-01-23,GBA_Sur,CLI010,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,36,309.28,374.63,0.0,13486.68,2352.600000000002,17.44,2024,2024-01,T1-2024,Tuesday,False
VTA00023620,2024-01-23,CABA_Norte,CLI037,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,20,746.63,902.47,0.0,18049.4,3116.800000000001,17.27,2024,2024-01,T1-2024,Tuesday,False
VTA00023621,2024-01-23,CABA_Centro,CLI032,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,21,746.63,1038.74,0.0,21813.54,6134.310000000001,28.12,2024,2024-01,T1-2024,Tuesday,False
VTA00023622,2024-01-23,La_Plata,CLI047,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,17,746.63,935.41,0.0,15901.97,3209.26,20.18,2024,2024-01,T1-2024,Tuesday,False
VTA00023623,2024-01-23,La_Plata,CLI016,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,19,746.63,876.97,0.0,16662.43,2476.460000000001,14.86,2024,2024-01,T1-2024,Tuesday,False
VTA00023624,2024-01-23,Mendoza,CLI023,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,37,248.68,310.48,0.0,11487.76,2286.6000000000004,19.9,2024,2024-01,T1-2024,Tuesday,False
VTA00023625,2024-01-23,GBA_Oeste,CLI017,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,16,746.63,933.87,0.0,14941.92,2995.84,20.05,2024,2024-01,T1-2024,Tuesday,False
VTA00023626,2024-01-23,CABA_Norte,CLI048,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,30,132.77,177.36,0.0,5320.8,1337.6999999999998,25.14,2024,2024-01,T1-2024,Tuesday,False
VTA00023627,2024-01-23,GBA_Sur,CLI019,BEB-001,Agua Villa del Sur 2L,BEBIDAS,17,194.94,243.28,0.0,4135.76,821.7800000000002,19.87,2024,2024-01,T1-2024,Tuesday,False
VTA00023628,2024-01-23,Córdoba,CLI049,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,96,309.28,373.1,2693.14,33124.46,3433.5800000000017,10.37,2024,2024-01,T1-2024,Tuesday,False
VTA00023629,2024-01-23,La_Plata,CLI028,BEB-002,Coca-Cola 2.25L,BEBIDAS,39,592.29,803.05,0.0,31318.95,8219.640000000003,26.24,2024,2024-01,T1-2024,Tuesday,False
VTA00023630,2024-01-23,La_Plata,CLI038,BEB-001,Agua Villa del Sur 2L,BEBIDAS,35,194.94,237.68,0.0,8318.8,1495.8999999999996,17.98,2024,2024-01,T1-2024,Tuesday,False
VTA00023631,2024-01-23,Rosario,CLI012,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,82,376.15,441.57,4358.47,31850.27,1005.9700000000012,3.16,2024,2024-01,T1-2024,Tuesday,False
VTA00023632,2024-01-23,La_Plata,CLI021,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,34,132.77,182.88,0.0,6217.92,1703.7399999999998,27.4,2024,2024-01,T1-2024,Tuesday,False
VTA00023633,2024-01-23,Mendoza,CLI004,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,12,248.68,329.6,0.0,3955.2,971.04,24.55,2024,2024-01,T1-2024,Tuesday,False
VTA00023634,2024-01-23,CABA_Centro,CLI015,BEB-004,Vino Tinto Toro 1L,BEBIDAS,31,746.63,959.46,0.0,29743.26,6597.73,22.18,2024,2024-01,T1-2024,Tuesday,False
VTA00023635,2024-01-23,Rosario,CLI035,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,11,746.63,899.78,0.0,9897.58,1684.6499999999996,17.02,2024,2024-01,T1-2024,Tuesday,False
VTA00023636,2024-01-23,GBA_Sur,CLI030,BEB-001,Agua Villa del Sur 2L,BEBIDAS,38,194.94,242.06,0.0,9198.28,1790.5600000000004,19.47,2024,2024-01,T1-2024,Tuesday,False
VTA00023637,2024-01-23,GBA_Sur,CLI017,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,89,507.95,663.31,5828.09,53206.5,7998.950000000004,15.03,2024,2024-01,T1-2024,Tuesday,False
VTA00023638,2024-01-23,CABA_Norte,CLI022,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,52,376.15,502.04,2982.62,23123.46,3563.66,15.41,2024,2024-01,T1-2024,Tuesday,False
VTA00023639,2024-01-23,CABA_Centro,CLI013,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,93,1093.38,1431.95,8673.14,124498.21,22813.869999999995,18.32,2024,2024-01,T1-2024,Tuesday,False
VTA00023640,2024-01-23,La_Plata,CLI047,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,36,132.77,177.83,0.0,6401.88,1622.1599999999999,25.34,2024,2024-01,T1-2024,Tuesday,False
VTA00023641,2024-01-23,CABA_Centro,CLI007,ALK-002,Azúcar Ledesma 1kg,ALMACEN,33,309.28,367.04,0.0,12112.32,1906.08,15.74,2024,2024-01,T1-2024,Tuesday,False
VTA00023642,2024-01-23,Mendoza,CLI007,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,94,507.95,671.56,8241.33,54885.31,7138.010000000002,13.01,2024,2024-01,T1-2024,Tuesday,False
VTA00023643,2024-01-23,Córdoba,CLI033,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,90,248.68,286.98,1992.59,23835.61,1454.4099999999999,6.1,2024,2024-01,T1-2024,Tuesday,False
VTA00023644,2024-01-23,Rosario,CLI013,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,34,132.77,162.24,0.0,5516.16,1001.9799999999996,18.16,2024,2024-01,T1-2024,Tuesday,False
VTA00023645,2024-01-23,CABA_Norte,CLI035,BEB-004,Vino Tinto Toro 1L,BEBIDAS,28,746.63,1031.0,0.0,28868.0,7962.360000000001,27.58,2024,2024-01,T1-2024,Tuesday,False
VTA00023646,2024-01-23,Córdoba,CLI029,ALK-002,Azúcar Ledesma 1kg,ALMACEN,62,309.28,360.64,2548.74,19810.94,635.5800000000017,3.21,2024,2024-01,T1-2024,Tuesday,False
VTA00023647,2024-01-23,Rosario,CLI013,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,41,248.68,347.79,0.0,14259.39,4063.5099999999984,28.5,2024,2024-01,T1-2024,Tuesday,False
VTA00023648,2024-01-23,Córdoba,CLI028,ALK-002,Azúcar Ledesma 1kg,ALMACEN,86,309.28,409.23,4157.85,31035.93,4437.850000000002,14.3,2024,2024-01,T1-2024,Tuesday,False
VTA00023649,2024-01-23,Rosario,CLI010,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,29,507.95,644.73,0.0,18697.17,3966.619999999999,21.22,2024,2024-01,T1-2024,Tuesday,False
VTA00023650,2024-01-23,CABA_Norte,CLI050,LIM-002,Detergente Magistral 750ml,LIMPIEZA,36,353.01,411.52,0.0,14814.72,2106.3599999999988,14.22,2024,2024-01,T1-2024,Tuesday,False
VTA00023651,2024-01-23,La_Plata,CLI028,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,47,376.15,501.78,0.0,23583.66,5904.610000000001,25.04,2024,2024-01,T1-2024,Tuesday,False
VTA00023652,2024-01-23,CABA_Norte,CLI020,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,31,248.68,303.37,0.0,9404.47,1695.3899999999994,18.03,2024,2024-01,T1-2024,Tuesday,False
VTA00023653,2024-01-23,Rosario,CLI035,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,7,746.63,875.64,0.0,6129.48,903.0699999999997,14.73,2024,2024-01,T1-2024,Tuesday,False
VTA00023654,2024-01-23,Córdoba,CLI047,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,58,507.95,689.88,3318.95,36694.09,7232.989999999998,19.71,2024,2024-01,T1-2024,Tuesday,False
VTA00023655,2024-01-23,GBA_Sur,CLI014,BEB-004,Vino Tinto Toro 1L,BEBIDAS,48,746.63,967.6,0.0,46444.8,10606.560000000005,22.84,2024,2024-01,T1-2024,Tuesday,False
VTA00023656,2024-01-23,CABA_Norte,CLI022,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,68,309.28,400.18,3888.27,23323.97,2292.930000000004,9.83,2024,2024-01,T1-2024,Tuesday,False
VTA00023657,2024-01-23,GBA_Sur,CLI040,BEB-001,Agua Villa del Sur 2L,BEBIDAS,17,194.94,232.96,0.0,3960.32,646.3400000000001,16.32,2024,2024-01,T1-2024,Tuesday,False
VTA00023658,2024-01-24,Córdoba,CLI019,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,44,376.27,460.07,0.0,20243.08,3687.2000000000044,18.21,2024,2024-01,T1-2024,Wednesday,False
VTA00023659,2024-01-24,La_Plata,CLI006,BEB-004,Vino Tinto Toro 1L,BEBIDAS,31,746.93,943.56,0.0,29250.36,6095.5300000000025,20.84,2024,2024-01,T1-2024,Wednesday,False
VTA00023660,2024-01-24,Mendoza,CLI033,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,43,132.82,182.21,0.0,7835.03,2123.7700000000004,27.11,2024,2024-01,T1-2024,Wednesday,False
VTA00023661,2024-01-24,CABA_Centro,CLI014,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,54,1093.84,1493.59,7755.53,72898.33,13830.970000000008,18.97,2024,2024-01,T1-2024,Wednesday,False
VTA00023662,2024-01-24,GBA_Sur,CLI038,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,10,248.77,342.89,0.0,3428.9,941.1999999999998,27.45,2024,2024-01,T1-2024,Wednesday,False
VTA00023663,2024-01-24,Rosario,CLI029,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,64,376.27,459.78,2567.03,26858.89,2777.6100000000006,10.34,2024,2024-01,T1-2024,Wednesday,False
VTA00023664,2024-01-24,CABA_Norte,CLI046,BEB-003,Cerveza Quilmes 1L,BEBIDAS,23,309.4,431.44,0.0,9923.12,2806.920000000001,28.29,2024,2024-01,T1-2024,Wednesday,False
VTA00023665,2024-01-24,Mendoza,CLI025,BEB-004,Vino Tinto Toro 1L,BEBIDAS,43,746.93,963.12,0.0,41414.16,9296.170000000006,22.45,2024,2024-01,T1-2024,Wednesday,False
VTA00023666,2024-01-24,CABA_Norte,CLI045,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,56,508.16,588.53,3641.74,29315.94,858.9799999999959,2.93,2024,2024-01,T1-2024,Wednesday,False
VTA00023667,2024-01-24,GBA_Oeste,CLI044,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,58,248.77,292.05,1268.82,15670.08,1241.42,7.92,2024,2024-01,T1-2024,Wednesday,False
VTA00023668,2024-01-24,GBA_Oeste,CLI008,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,37,132.82,168.28,0.0,6226.36,1312.0199999999995,21.07,2024,2024-01,T1-2024,Wednesday,False
VTA00023669,2024-01-24,Córdoba,CLI018,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,23,746.93,933.45,0.0,21469.35,4289.959999999999,19.98,2024,2024-01,T1-2024,Wednesday,False
VTA00023670,2024-01-24,CABA_Centro,CLI036,BEB-004,Vino Tinto Toro 1L,BEBIDAS,22,746.93,983.36,0.0,21633.92,5201.459999999999,24.04,2024,2024-01,T1-2024,Wednesday,False
VTA00023671,2024-01-24,Córdoba,CLI015,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,31,248.77,322.63,0.0,10001.53,2289.6600000000008,22.89,2024,2024-01,T1-2024,Wednesday,False
VTA00023672,2024-01-24,CABA_Centro,CLI032,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,17,746.93,1042.58,0.0,17723.86,5026.050000000001,28.36,2024,2024-01,T1-2024,Wednesday,False
VTA00023673,2024-01-24,Rosario,CLI006,BEB-001,Agua Villa del Sur 2L,BEBIDAS,5,195.01,270.0,0.0,1350.0,374.95000000000005,27.77,2024,2024-01,T1-2024,Wednesday,False
VTA00023674,2024-01-24,Rosario,CLI036,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,49,508.16,704.83,0.0,34536.67,9636.829999999998,27.9,2024,2024-01,T1-2024,Wednesday,False
VTA00023675,2024-01-24,La_Plata,CLI041,LIM-002,Detergente Magistral 750ml,LIMPIEZA,13,353.15,451.53,0.0,5869.89,1278.9400000000005,21.79,2024,2024-01,T1-2024,Wednesday,False
VTA00023676,2024-01-24,GBA_Oeste,CLI011,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,30,508.16,649.55,0.0,19486.5,4241.699999999999,21.77,2024,2024-01,T1-2024,Wednesday,False
VTA00023677,2024-01-24,Rosario,CLI047,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,60,1093.84,1402.15,7904.32,76224.68,10594.279999999999,13.9,2024,2024-01,T1-2024,Wednesday,False
VTA00023678,2024-01-24,Rosario,CLI025,BEB-001,Agua Villa del Sur 2L,BEBIDAS,14,195.01,246.99,0.0,3457.86,727.7200000000003,21.05,2024,2024-01,T1-2024,Wednesday,False
VTA00023679,2024-01-24,GBA_Sur,CLI009,LIM-002,Detergente Magistral 750ml,LIMPIEZA,53,353.15,472.6,3424.59,21623.21,2906.260000000002,13.44,2024,2024-01,T1-2024,Wednesday,False
VTA00023680,2024-01-24,Rosario,CLI028,ALK-002,Azúcar Ledesma 1kg,ALMACEN,30,309.4,373.84,0.0,11215.2,1933.2000000000007,17.24,2024,2024-01,T1-2024,Wednesday,False
VTA00023681,2024-01-24,CABA_Norte,CLI019,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,18,1093.84,1480.21,0.0,26643.78,6954.66,26.1,2024,2024-01,T1-2024,Wednesday,False
VTA00023682,2024-01-24,GBA_Oeste,CLI006,BEB-002,Coca-Cola 2.25L,BEBIDAS,43,592.55,808.66,0.0,34772.38,9292.73,26.72,2024,2024-01,T1-2024,Wednesday,False
VTA00023683,2024-01-24,GBA_Sur,CLI009,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,45,309.4,390.13,0.0,17555.85,3632.8500000000004,20.69,2024,2024-01,T1-2024,Wednesday,False
VTA00023684,2024-01-24,GBA_Sur,CLI047,BEB-003,Cerveza Quilmes 1L,BEBIDAS,7,309.4,407.04,0.0,2849.28,683.4800000000005,23.99,2024,2024-01,T1-2024,Wednesday,False
VTA00023685,2024-01-24,La_Plata,CLI031,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,78,1093.84,1443.04,14549.6,98007.52,12688.000000000015,12.95,2024,2024-01,T1-2024,Wednesday,False
VTA00023686,2024-01-24,Córdoba,CLI025,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,99,1093.84,1380.08,19720.25,116907.67,8617.51000000001,7.37,2024,2024-01,T1-2024,Wednesday,False
VTA00023687,2024-01-24,La_Plata,CLI039,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,71,508.16,689.22,4525.02,44409.6,8330.239999999998,18.76,2024,2024-01,T1-2024,Wednesday,False
VTA00023688,2024-01-24,Mendoza,CLI002,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,46,746.93,995.16,0.0,45777.36,11418.580000000002,24.94,2024,2024-01,T1-2024,Wednesday,False
VTA00023689,2024-01-24,CABA_Centro,CLI032,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,10,746.93,933.52,0.0,9335.2,1865.9000000000015,19.99,2024,2024-01,T1-2024,Wednesday,False
VTA00023690,2024-01-24,Córdoba,CLI012,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,30,376.27,523.97,0.0,15719.1,4431.000000000002,28.19,2024,2024-01,T1-2024,Wednesday,False
VTA00023691,2024-01-24,CABA_Centro,CLI032,BEB-004,Vino Tinto Toro 1L,BEBIDAS,27,746.93,887.28,0.0,23956.56,3789.4500000000044,15.82,2024,2024-01,T1-2024,Wednesday,False
VTA00023692,2024-01-24,CABA_Centro,CLI041,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,71,309.4,363.68,2618.92,23202.36,1234.9600000000028,5.32,2024,2024-01,T1-2024,Wednesday,False
VTA00023693,2024-01-24,Córdoba,CLI029,BEB-003,Cerveza Quilmes 1L,BEBIDAS,46,309.4,403.38,0.0,18555.48,4323.08,23.3,2024,2024-01,T1-2024,Wednesday,False
VTA00023694,2024-01-24,Córdoba,CLI019,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,28,248.77,331.46,0.0,9280.88,2315.319999999999,24.95,2024,2024-01,T1-2024,Wednesday,False
VTA00023695,2024-01-24,CABA_Norte,CLI014,BEB-003,Cerveza Quilmes 1L,BEBIDAS,18,309.4,411.86,0.0,7413.48,1844.2799999999997,24.88,2024,2024-01,T1-2024,Wednesday,False
VTA00023696,2024-01-24,Córdoba,CLI020,LIM-002,Detergente Magistral 750ml,LIMPIEZA,26,353.15,445.15,0.0,11573.9,2392.0,20.67,2024,2024-01,T1-2024,Wednesday,False
VTA00023697,2024-01-24,CABA_Norte,CLI007,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,81,508.16,682.86,5450.9,49860.76,8699.800000000003,17.45,2024,2024-01,T1-2024,Wednesday,False
VTA00023698,2024-01-24,Córdoba,CLI030,BEB-002,Coca-Cola 2.25L,BEBIDAS,9,592.55,701.17,0.0,6310.53,977.5799999999999,15.49,2024,2024-01,T1-2024,Wednesday,False
VTA00023699,2024-01-24,La_Plata,CLI049,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,29,132.82,183.05,0.0,5308.45,1456.67,27.44,2024,2024-01,T1-2024,Wednesday,False
VTA00023700,2024-01-24,CABA_Centro,CLI021,BEB-004,Vino Tinto Toro 1L,BEBIDAS,20,746.93,896.81,0.0,17936.2,2997.600000000002,16.71,2024,2024-01,T1-2024,Wednesday,False
VTA00023701,2024-01-24,GBA_Oeste,CLI025,BEB-001,Agua Villa del Sur 2L,BEBIDAS,5,195.01,234.73,0.0,1173.65,198.60000000000014,16.92,2024,2024-01,T1-2024,Wednesday,False
VTA00023702,2024-01-24,GBA_Sur,CLI049,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,30,132.82,170.31,0.0,5109.3,1124.7000000000003,22.01,2024,2024-01,T1-2024,Wednesday,False
VTA00023703,2024-01-24,La_Plata,CLI035,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,13,508.16,659.6,0.0,8574.8,1968.7199999999993,22.96,2024,2024-01,T1-2024,Wednesday,False
VTA00023704,2024-01-24,CABA_Norte,CLI001,BEB-004,Vino Tinto Toro 1L,BEBIDAS,23,746.93,1045.45,0.0,24045.35,6865.959999999999,28.55,2024,2024-01,T1-2024,Wednesday,False
VTA00023705,2024-01-24,Mendoza,CLI050,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,20,1093.84,1380.86,0.0,27617.2,5740.4000000000015,20.79,2024,2024-01,T1-2024,Wednesday,False
VTA00023706,2024-01-24,GBA_Sur,CLI046,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,74,508.16,645.95,3160.53,44639.77,7035.929999999993,15.76,2024,2024-01,T1-2024,Wednesday,False
VTA00023707,2024-01-24,GBA_Oeste,CLI034,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,32,746.93,949.2,0.0,30374.4,6472.640000000003,21.31,2024,2024-01,T1-2024,Wednesday,False
VTA00023708,2024-01-24,GBA_Sur,CLI015,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,81,1093.84,1265.07,11063.87,91406.8,2805.7600000000093,3.07,2024,2024-01,T1-2024,Wednesday,False
VTA00023709,2024-01-24,Mendoza,CLI048,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,29,508.16,650.73,0.0,18871.17,4134.529999999997,21.91,2024,2024-01,T1-2024,Wednesday,False
VTA00023710,2024-01-24,GBA_Sur,CLI016,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,56,309.4,364.86,2279.23,18152.93,826.5300000000025,4.55,2024,2024-01,T1-2024,Wednesday,False
VTA00023711,2024-01-24,La_Plata,CLI032,BEB-002,Coca-Cola 2.25L,BEBIDAS,41,592.55,746.29,0.0,30597.89,6303.34,20.6,2024,2024-01,T1-2024,Wednesday,False
VTA00023712,2024-01-24,Rosario,CLI036,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,12,376.27,450.56,0.0,5406.72,891.4800000000005,16.49,2024,2024-01,T1-2024,Wednesday,False
VTA00023713,2024-01-24,GBA_Sur,CLI031,LIM-002,Detergente Magistral 750ml,LIMPIEZA,30,353.15,442.33,0.0,13269.9,2675.3999999999996,20.16,2024,2024-01,T1-2024,Wednesday,False
VTA00023714,2024-01-24,Mendoza,CLI001,BEB-001,Agua Villa del Sur 2L,BEBIDAS,50,195.01,252.21,0.0,12610.5,2860.0,22.68,2024,2024-01,T1-2024,Wednesday,False
VTA00023715,2024-01-24,CABA_Centro,CLI047,BEB-003,Cerveza Quilmes 1L,BEBIDAS,6,309.4,393.76,0.0,2362.56,506.1600000000001,21.42,2024,2024-01,T1-2024,Wednesday,False
VTA00023716,2024-01-24,GBA_Sur,CLI012,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,20,248.77,307.52,0.0,6150.4,1174.999999999999,19.1,2024,2024-01,T1-2024,Wednesday,False
VTA00023717,2024-01-24,GBA_Sur,CLI041,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,20,132.82,170.09,0.0,3401.8,745.4000000000005,21.91,2024,2024-01,T1-2024,Wednesday,False
VTA00023718,2024-01-24,Córdoba,CLI006,BEB-001,Agua Villa del Sur 2L,BEBIDAS,18,195.01,260.2,0.0,4683.6,1173.4200000000005,25.05,2024,2024-01,T1-2024,Wednesday,False
VTA00023719,2024-01-24,GBA_Oeste,CLI005,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,7,248.77,321.27,0.0,2248.89,507.4999999999998,22.57,2024,2024-01,T1-2024,Wednesday,False
VTA00023720,2024-01-24,La_Plata,CLI042,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,54,376.27,519.6,3922.62,24135.78,3817.2000000000007,15.82,2024,2024-01,T1-2024,Wednesday,False
VTA00023721,2024-01-25,Rosario,CLI003,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,84,248.86,300.82,2271.86,22997.02,2092.779999999999,9.1,2024,2024-01,T1-2024,Thursday,False
VTA00023722,2024-01-25,CABA_Norte,CLI017,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,38,248.86,301.84,0.0,11469.92,2013.2399999999998,17.55,2024,2024-01,T1-2024,Thursday,False
VTA00023723,2024-01-25,Rosario,CLI035,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,65,508.37,663.93,4442.08,38713.37,5669.32,14.64,2024,2024-01,T1-2024,Thursday,False
VTA00023724,2024-01-25,CABA_Norte,CLI043,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,20,508.37,648.26,0.0,12965.2,2797.800000000001,21.58,2024,2024-01,T1-2024,Thursday,False
