VentaID,FechaVenta,ClienteID,ProductoID,Cantidad,PrecioUnitario,DescuentoPorcentaje,TotalDescuento,TotalVenta,Estado,MetodoPago,VendedorID,Sucursal
VTA00010101,2023-12-15,CLI031,ALK-002,58,500.84,1,290.49,28758.08,COMPLETADA,Efectivo,VEND-03,La_Plata
VTA00010102,2023-12-15,CLI004,LIM-001,13,545.29,0,0.0,7088.76,COMPLETADA,Tarjeta Crédito,VEND-04,CABA_Centro
VTA00010103,2023-12-15,CLI014,ALK-005,55,1814.3,8,7982.93,91803.72,COMPLETADA,Transferencia,VEND-07,CABA_Norte
VTA00010104,2023-12-15,CLI030,BEB-001,3,336.0,0,0.0,1008.01,COMPLETADA,Transferencia,VEND-07,Córdoba
VTA00010105,2023-12-18,CLI008,LIM-002,82,574.75,10,4712.92,42416.3,COMPLETADA,Tarjeta Crédito,VEND-08,Córdoba
VTA00010106,2023-12-18,CLI038,BEB-004,18,1227.55,0,0.0,22095.9,COMPLETADA,Efectivo,VEND-01,GBA_Oeste
VTA00010107,2023-12-18,CLI044,BEB-003,4,494.81,0,0.0,1979.25,COMPLETADA,Tarjeta Crédito,VEND-01,CABA_Centro
VTA00010108,2023-12-18,CLI049,BEB-002,35,958.22,15,5030.65,28507.02,COMPLETADA,Tarjeta Crédito,VEND-01,GBA_Oeste
VTA00010109,2023-12-18,CLI004,LAC-001,39,423.27,8,1320.62,15187.09,COMPLETADA,MercadoPago,VEND-04,GBA_Sur
VTA00010110,2023-12-18,CLI009,LIM-003,71,841.74,2,1195.27,58568.18,COMPLETADA,Efectivo,VEND-07,CABA_Centro
VTA00010111,2023-12-18,CLI024,LIM-003,68,841.27,14,8008.85,49197.21,COMPLETADA,Transferencia,VEND-09,Rosario
VTA00010112,2023-12-18,CLI002,ALK-001,9,664.79,0,0.0,5983.09,COMPLETADA,Efectivo,VEND-03,Rosario
VTA00010113,2023-12-18,CLI002,LIM-002,42,616.72,15,3885.35,22016.97,COMPLETADA,MercadoPago,VEND-03,Córdoba
VTA00010114,2023-12-18,CLI029,ALK-001,39,679.9,12,3181.93,23334.19,COMPLETADA,Efectivo,VEND-08,Mendoza
VTA00010115,2023-12-18,CLI019,BEB-003,7,521.03,0,0.0,3647.22,COMPLETADA,Efectivo,VEND-05,Mendoza
VTA00010116,2023-12-18,CLI022,BEB-001,35,350.71,9,1104.72,11169.99,COMPLETADA,Tarjeta Crédito,VEND-05,Rosario
VTA00010117,2023-12-18,CLI004,LIM-003,73,837.92,10,6116.79,55051.14,COMPLETADA,MercadoPago,VEND-04,Rosario
VTA00010118,2023-12-18,CLI021,LAC-003,4,229.53,0,0.0,918.12,COMPLETADA,Tarjeta Crédito,VEND-10,GBA_Oeste
VTA00010119,2023-12-18,CLI033,LAC-003,23,221.57,0,0.0,5096.02,COMPLETADA,Tarjeta Crédito,VEND-03,CABA_Centro
VTA00010120,2023-12-18,CLI020,LAC-003,18,221.77,0,0.0,3991.85,COMPLETADA,Efectivo,VEND-08,GBA_Sur
VTA00010121,2023-12-18,CLI014,ALK-005,93,1934.46,8,14392.36,165512.16,COMPLETADA,MercadoPago,VEND-07,Rosario
VTA00010122,2023-12-18,CLI038,LAC-003,45,213.46,1,96.06,9509.84,COMPLETADA,Efectivo,VEND-01,La_Plata
VTA00010123,2023-12-18,CLI031,LIM-001,9,502.16,0,0.0,4519.47,COMPLETADA,Transferencia,VEND-03,GBA_Oeste
VTA00010124,2023-12-18,CLI008,ALK-005,12,1818.54,0,0.0,21822.53,COMPLETADA,MercadoPago,VEND-08,GBA_Sur
VTA00010125,2023-12-18,CLI038,BEB-001,24,344.51,0,0.0,8268.25,COMPLETADA,Tarjeta Crédito,VEND-01,Rosario
VTA00010126,2023-12-18,CLI009,ALK-004,90,409.87,8,2951.05,33937.13,COMPLETADA,Tarjeta Crédito,VEND-07,CABA_Centro
VTA00010127,2023-12-18,CLI044,ALK-002,5,528.81,0,0.0,2644.04,COMPLETADA,Tarjeta Crédito,VEND-01,Rosario
VTA00010128,2023-12-18,CLI031,BEB-002,21,989.73,0,0.0,20784.42,COMPLETADA,MercadoPago,VEND-03,La_Plata
VTA00010129,2023-12-18,CLI021,LIM-002,52,584.16,14,4252.69,26123.65,COMPLETADA,Transferencia,VEND-10,Mendoza
VTA00010130,2023-12-18,CLI006,BEB-003,26,506.44,0,0.0,13167.34,COMPLETADA,MercadoPago,VEND-10,CABA_Norte
VTA00010131,2023-12-18,CLI005,ALK-002,95,522.0,1,495.9,49094.06,COMPLETADA,MercadoPago,VEND-02,GBA_Oeste
VTA00010132,2023-12-18,CLI007,LAC-001,49,400.49,9,1766.16,17857.86,COMPLETADA,Transferencia,VEND-03,CABA_Norte
VTA00010133,2023-12-18,CLI018,LAC-003,41,223.06,1,91.45,9053.82,COMPLETADA,Transferencia,VEND-03,Mendoza
VTA00010134,2023-12-18,CLI021,LIM-003,93,887.06,11,9074.65,73422.18,COMPLETADA,Efectivo,VEND-10,Córdoba
VTA00010135,2023-12-18,CLI027,ALK-001,37,646.63,1,239.25,23686.06,COMPLETADA,Transferencia,VEND-02,CABA_Norte
VTA00010136,2023-12-18,CLI046,LIM-001,17,523.54,0,0.0,8900.19,COMPLETADA,Transferencia,VEND-02,CABA_Centro
VTA00010137,2023-12-18,CLI040,LAC-002,44,1229.84,9,4870.19,49242.99,COMPLETADA,Transferencia,VEND-10,Mendoza
VTA00010138,2023-12-18,CLI027,LAC-001,43,400.08,0,0.0,17203.65,COMPLETADA,Transferencia,VEND-02,CABA_Centro
VTA00010139,2023-12-18,CLI041,ALK-004,14,422.09,0,0.0,5909.32,COMPLETADA,MercadoPago,VEND-01,CABA_Centro
VTA00010140,2023-12-18,CLI013,BEB-002,47,951.01,13,5810.7,38887.0,COMPLETADA,Efectivo,VEND-03,GBA_Oeste
VTA00010141,2023-12-18,CLI035,ALK-001,6,636.72,0,0.0,3820.29,COMPLETADA,Tarjeta Crédito,VEND-10,GBA_Oeste
VTA00010142,2023-12-18,CLI044,LAC-003,7,217.48,0,0.0,1522.35,COMPLETADA,MercadoPago,VEND-01,CABA_Norte
VTA00010143,2023-12-18,CLI047,LAC-003,48,222.98,15,1605.45,9097.58,COMPLETADA,Tarjeta Crédito,VEND-09,GBA_Oeste
VTA00010144,2023-12-18,CLI045,LAC-003,12,213.56,0,0.0,2562.7,COMPLETADA,Tarjeta Crédito,VEND-06,GBA_Oeste
VTA00010145,2023-12-18,CLI022,BEB-004,4,1300.66,0,0.0,5202.64,COMPLETADA,Transferencia,VEND-05,Rosario
VTA00010146,2023-12-18,CLI018,ALK-003,99,886.51,8,7021.13,80743.05,COMPLETADA,Efectivo,VEND-03,Mendoza
VTA00010147,2023-12-18,CLI050,ALK-002,19,514.81,0,0.0,9781.4,COMPLETADA,MercadoPago,VEND-09,Rosario
VTA00010148,2023-12-18,CLI050,LIM-002,56,610.26,13,4442.66,29731.64,COMPLETADA,Tarjeta Crédito,VEND-09,CABA_Centro
VTA00010149,2023-12-18,CLI007,BEB-001,13,333.84,0,0.0,4339.95,COMPLETADA,MercadoPago,VEND-03,La_Plata
VTA00010150,2023-12-18,CLI016,LIM-001,100,543.81,2,1087.63,53293.77,COMPLETADA,Transferencia,VEND-03,Rosario
VTA00010151,2023-12-18,CLI041,ALK-001,41,630.72,13,3361.73,22497.71,COMPLETADA,Transferencia,VEND-01,GBA_Oeste
VTA00010152,2023-12-18,CLI042,LIM-001,91,505.76,9,4142.19,41882.14,COMPLETADA,MercadoPago,VEND-02,La_Plata
VTA00010153,2023-12-18,CLI030,LIM-003,90,868.25,9,7032.86,71110.04,COMPLETADA,MercadoPago,VEND-07,Mendoza
VTA00010154,2023-12-18,CLI021,BEB-002,8,970.65,0,0.0,7765.19,COMPLETADA,Tarjeta Crédito,VEND-10,CABA_Centro
VTA00010155,2023-12-18,CLI030,ALK-001,85,659.92,3,1682.8,54410.58,COMPLETADA,Transferencia,VEND-07,GBA_Sur
VTA00010156,2023-12-18,CLI012,LAC-001,9,403.93,0,0.0,3635.36,COMPLETADA,Transferencia,VEND-05,CABA_Centro
VTA00010157,2023-12-18,CLI025,LIM-003,77,844.88,2,1301.12,63754.73,COMPLETADA,MercadoPago,VEND-02,GBA_Sur
VTA00010158,2023-12-18,CLI004,ALK-002,66,515.1,13,4419.58,29577.17,COMPLETADA,MercadoPago,VEND-04,CABA_Norte
VTA00010159,2023-12-18,CLI041,LIM-003,15,858.56,0,0.0,12878.46,COMPLETADA,Tarjeta Crédito,VEND-01,GBA_Sur
VTA00010160,2023-12-19,CLI013,BEB-002,4,977.77,0,0.0,3911.07,COMPLETADA,Transferencia,VEND-03,Rosario
VTA00010161,2023-12-19,CLI005,ALK-001,23,672.85,0,0.0,15475.52,COMPLETADA,Tarjeta Crédito,VEND-02,CABA_Centro
VTA00010162,2023-12-19,CLI002,LAC-001,9,406.0,0,0.0,3653.98,COMPLETADA,Tarjeta Crédito,VEND-03,GBA_Sur
VTA00010163,2023-12-19,CLI029,LAC-003,40,211.87,14,1186.48,7288.37,COMPLETADA,Tarjeta Crédito,VEND-08,Córdoba
VTA00010164,2023-12-19,CLI022,LAC-002,7,1268.14,0,0.0,8876.96,COMPLETADA,MercadoPago,VEND-05,GBA_Oeste
VTA00010165,2023-12-19,CLI007,LIM-002,47,583.06,0,0.0,27403.71,COMPLETADA,Transferencia,VEND-03,Mendoza
VTA00010166,2023-12-19,CLI013,LAC-002,28,1267.5,0,0.0,35489.92,COMPLETADA,Tarjeta Crédito,VEND-03,La_Plata
VTA00010167,2023-12-19,CLI040,BEB-001,25,364.43,0,0.0,9110.67,COMPLETADA,Transferencia,VEND-10,CABA_Centro
VTA00010168,2023-12-19,CLI015,LAC-001,5,417.34,0,0.0,2086.72,COMPLETADA,Efectivo,VEND-03,Rosario
VTA00010169,2023-12-19,CLI046,LAC-003,34,221.21,15,1128.19,6393.07,COMPLETADA,Efectivo,VEND-02,CABA_Centro
VTA00010170,2023-12-19,CLI033,ALK-002,42,536.96,7,1578.67,20973.8,COMPLETADA,Efectivo,VEND-03,La_Plata
VTA00010171,2023-12-19,CLI002,BEB-003,42,494.5,7,1453.82,19315.0,COMPLETADA,MercadoPago,VEND-03,Córdoba
VTA00010172,2023-12-19,CLI046,ALK-002,61,520.59,1,317.56,31438.13,COMPLETADA,Tarjeta Crédito,VEND-02,CABA_Centro
VTA00010173,2023-12-19,CLI047,ALK-001,39,637.89,4,995.11,23882.54,COMPLETADA,Tarjeta Crédito,VEND-09,Rosario
VTA00010174,2023-12-19,CLI024,LIM-002,48,609.23,2,584.86,28658.3,COMPLETADA,Transferencia,VEND-09,Mendoza
VTA00010175,2023-12-19,CLI018,LIM-002,10,611.7,0,0.0,6116.96,COMPLETADA,Tarjeta Crédito,VEND-03,GBA_Oeste
VTA00010176,2023-12-19,CLI044,ALK-004,71,435.69,1,309.34,30624.47,COMPLETADA,MercadoPago,VEND-01,Mendoza
VTA00010177,2023-12-19,CLI042,LIM-002,100,611.66,10,6116.61,55049.52,COMPLETADA,Efectivo,VEND-02,La_Plata
VTA00010178,2023-12-19,CLI023,LAC-002,12,1242.26,0,0.0,14907.06,COMPLETADA,Efectivo,VEND-10,Mendoza
VTA00010179,2023-12-19,CLI020,LAC-002,9,1262.43,0,0.0,11361.85,COMPLETADA,Transferencia,VEND-08,Rosario
VTA00010180,2023-12-19,CLI006,LIM-001,52,537.48,6,1676.94,26272.08,COMPLETADA,Transferencia,VEND-10,Rosario
VTA00010181,2023-12-19,CLI025,BEB-002,28,1012.11,0,0.0,28339.01,COMPLETADA,Efectivo,VEND-02,Mendoza
VTA00010182,2023-12-19,CLI036,LIM-003,54,835.76,4,1805.25,43325.99,COMPLETADA,Transferencia,VEND-09,Córdoba
VTA00010183,2023-12-19,CLI006,BEB-002,4,1026.92,0,0.0,4107.69,COMPLETADA,Transferencia,VEND-10,Rosario
VTA00010184,2023-12-19,CLI016,LAC-003,19,224.77,0,0.0,4270.72,COMPLETADA,Transferencia,VEND-03,CABA_Centro
VTA00010185,2023-12-19,CLI014,ALK-001,77,654.46,6,3023.59,47369.53,COMPLETADA,MercadoPago,VEND-07,GBA_Sur
VTA00010186,2023-12-19,CLI007,LIM-002,39,606.68,13,3075.85,20584.52,COMPLETADA,Transferencia,VEND-03,La_Plata
VTA00010187,2023-12-19,CLI014,ALK-002,41,521.99,9,1926.14,19475.39,COMPLETADA,Tarjeta Crédito,VEND-07,GBA_Sur
VTA00010188,2023-12-19,CLI028,LIM-003,34,888.48,2,604.17,29604.16,COMPLETADA,MercadoPago,VEND-03,CABA_Centro
VTA00010189,2023-12-19,CLI002,LAC-003,29,209.2,0,0.0,6066.72,COMPLETADA,Efectivo,VEND-03,GBA_Sur
VTA00010190,2023-12-19,CLI011,ALK-004,72,430.32,4,1239.33,29743.87,COMPLETADA,MercadoPago,VEND-07,CABA_Centro
VTA00010191,2023-12-19,CLI043,LIM-002,24,587.77,0,0.0,14106.37,COMPLETADA,Efectivo,VEND-09,Rosario
VTA00010192,2023-12-19,CLI021,LAC-002,38,1203.11,4,1828.73,43889.58,COMPLETADA,Efectivo,VEND-10,CABA_Centro
VTA00010193,2023-12-19,CLI045,LAC-003,20,210.25,0,0.0,4205.06,COMPLETADA,Transferencia,VEND-06,La_Plata
VTA00010194,2023-12-19,CLI010,LIM-002,88,587.49,15,7754.9,43944.44,COMPLETADA,Tarjeta Crédito,VEND-01,Córdoba
VTA00010195,2023-12-19,CLI032,ALK-003,68,878.58,1,597.44,59146.3,COMPLETADA,MercadoPago,VEND-08,CABA_Centro
VTA00010196,2023-12-19,CLI022,ALK-003,96,825.87,15,11892.53,67390.99,COMPLETADA,Tarjeta Crédito,VEND-05,GBA_Oeste
VTA00010197,2023-12-19,CLI013,LIM-001,98,544.53,14,7471.01,45893.33,COMPLETADA,Transferencia,VEND-03,GBA_Sur
VTA00010198,2023-12-19,CLI020,LIM-001,47,538.6,2,506.29,24808.07,COMPLETADA,Transferencia,VEND-08,GBA_Oeste
VTA00010199,2023-12-19,CLI047,LAC-002,11,1189.68,0,0.0,13086.46,COMPLETADA,Tarjeta Crédito,VEND-09,GBA_Sur
VTA00010200,2023-12-19,CLI020,BEB-001,49,364.78,2,357.49,17516.95,COMPLETADA,Transferencia,VEND-08,Córdoba
VTA00010201,2023-12-19,CLI012,BEB-003,16,503.96,0,0.0,8063.37,COMPLETADA,Efectivo,VEND-05,Córdoba
VTA00010202,2023-12-19,CLI032,ALK-003,41,824.07,7,2365.09,31421.94,COMPLETADA,Tarjeta Crédito,VEND-08,Rosario
VTA00010203,2023-12-19,CLI045,LIM-003,21,878.53,0,0.0,18449.19,COMPLETADA,Transferencia,VEND-06,CABA_Centro
VTA00010204,2023-12-19,CLI036,ALK-003,56,828.53,11,5103.72,41293.71,COMPLETADA,Transferencia,VEND-09,GBA_Oeste
VTA00010205,2023-12-19,CLI044,ALK-004,26,411.37,0,0.0,10695.53,COMPLETADA,Transferencia,VEND-01,Córdoba
VTA00010206,2023-12-19,CLI032,BEB-001,25,362.09,0,0.0,9052.21,COMPLETADA,Efectivo,VEND-08,GBA_Oeste
VTA00010207,2023-12-19,CLI028,LIM-003,71,891.79,10,6331.69,56985.2,COMPLETADA,Transferencia,VEND-03,GBA_Oeste
VTA00010208,2023-12-19,CLI011,LAC-001,21,422.38,0,0.0,8870.06,COMPLETADA,MercadoPago,VEND-07,Mendoza
VTA00010209,2023-12-19,CLI014,ALK-002,98,514.74,0,0.0,50444.34,COMPLETADA,Transferencia,VEND-07,Mendoza
VTA00010210,2023-12-19,CLI035,BEB-004,39,1242.39,2,969.07,47484.27,COMPLETADA,Transferencia,VEND-10,CABA_Norte
VTA00010211,2023-12-19,CLI037,LAC-003,4,211.56,0,0.0,846.23,COMPLETADA,Tarjeta Crédito,VEND-08,Mendoza
VTA00010212,2023-12-19,CLI016,ALK-002,54,538.77,9,2618.42,26475.18,COMPLETADA,Efectivo,VEND-03,La_Plata
VTA00010213,2023-12-19,CLI010,ALK-003,10,889.95,0,0.0,8899.53,COMPLETADA,Tarjeta Crédito,VEND-01,GBA_Oeste
VTA00010214,2023-12-19,CLI029,ALK-004,44,400.14,8,1408.48,16197.51,COMPLETADA,MercadoPago,VEND-08,La_Plata
VTA00010215,2023-12-19,CLI016,ALK-003,39,881.56,3,1031.42,33349.28,COMPLETADA,MercadoPago,VEND-03,GBA_Oeste
VTA00010216,2023-12-19,CLI044,LIM-002,62,591.35,15,5499.51,31163.91,COMPLETADA,Transferencia,VEND-01,Rosario
VTA00010217,2023-12-19,CLI047,ALK-005,92,1867.3,1,1717.92,170074.03,COMPLETADA,Transferencia,VEND-09,La_Plata
VTA00010218,2023-12-19,CLI019,ALK-004,39,415.97,1,162.23,16060.54,COMPLETADA,Tarjeta Crédito,VEND-05,GBA_Oeste
VTA00010219,2023-12-19,CLI030,LIM-003,54,809.39,7,3059.5,40647.58,COMPLETADA,Efectivo,VEND-07,Rosario
VTA00010220,2023-12-20,CLI049,BEB-001,27,366.18,0,0.0,9886.95,COMPLETADA,Tarjeta Crédito,VEND-01,Rosario
VTA00010221,2023-12-20,CLI017,ALK-002,29,519.73,0,0.0,15072.03,COMPLETADA,Tarjeta Crédito,VEND-09,Córdoba
VTA00010222,2023-12-20,CLI007,BEB-001,33,366.74,7,847.17,11255.19,COMPLETADA,Tarjeta Crédito,VEND-03,La_Plata
VTA00010223,2023-12-20,CLI012,LAC-001,44,410.66,15,2710.37,15358.76,COMPLETADA,Efectivo,VEND-05,CABA_Centro
VTA00010224,2023-12-20,CLI032,BEB-002,14,943.47,0,0.0,13208.6,COMPLETADA,MercadoPago,VEND-08,La_Plata
VTA00010225,2023-12-20,CLI001,LAC-001,45,432.65,5,973.46,18495.8,COMPLETADA,Tarjeta Crédito,VEND-10,Mendoza
VTA00010226,2023-12-20,CLI045,BEB-001,24,354.41,0,0.0,8505.84,COMPLETADA,MercadoPago,VEND-06,Rosario
VTA00010227,2023-12-20,CLI035,BEB-003,49,505.44,3,743.0,24023.58,COMPLETADA,Efectivo,VEND-10,Mendoza
VTA00010228,2023-12-20,CLI015,BEB-002,30,1003.39,0,0.0,30101.77,COMPLETADA,Tarjeta Crédito,VEND-03,CABA_Centro
VTA00010229,2023-12-20,CLI031,BEB-004,36,1188.52,11,4706.55,38080.26,COMPLETADA,Tarjeta Crédito,VEND-03,GBA_Sur
VTA00010230,2023-12-20,CLI045,ALK-002,88,514.94,2,906.3,44408.66,COMPLETADA,Tarjeta Crédito,VEND-06,La_Plata
VTA00010231,2023-12-20,CLI003,BEB-001,9,352.67,0,0.0,3174.05,COMPLETADA,Transferencia,VEND-04,Mendoza
VTA00010232,2023-12-20,CLI007,LAC-003,37,210.4,0,0.0,7784.98,COMPLETADA,Efectivo,VEND-03,Córdoba
VTA00010233,2023-12-20,CLI035,BEB-004,29,1193.61,0,0.0,34614.79,COMPLETADA,Transferencia,VEND-10,La_Plata
VTA00010234,2023-12-20,CLI022,ALK-001,48,643.27,7,2161.4,28715.78,COMPLETADA,Efectivo,VEND-05,GBA_Sur
VTA00010235,2023-12-20,CLI049,ALK-002,51,496.13,9,2277.25,23025.53,COMPLETADA,Transferencia,VEND-01,Rosario
VTA00010236,2023-12-20,CLI041,BEB-002,50,965.71,2,965.71,47319.61,COMPLETADA,Efectivo,VEND-01,Mendoza
VTA00010237,2023-12-20,CLI030,BEB-001,49,340.03,1,166.61,16494.7,COMPLETADA,Efectivo,VEND-07,CABA_Norte
VTA00010238,2023-12-20,CLI045,LAC-003,33,223.61,6,442.75,6936.49,COMPLETADA,Efectivo,VEND-06,Mendoza
VTA00010239,2023-12-20,CLI043,ALK-004,74,418.61,14,4336.82,26640.47,COMPLETADA,Efectivo,VEND-09,Mendoza
VTA00010240,2023-12-20,CLI004,LAC-001,21,416.77,0,0.0,8752.2,COMPLETADA,Tarjeta Crédito,VEND-04,CABA_Centro
VTA00010241,2023-12-20,CLI017,LIM-001,29,542.38,0,0.0,15728.88,COMPLETADA,Efectivo,VEND-09,CABA_Centro
VTA00010242,2023-12-20,CLI006,ALK-004,91,401.34,6,2191.31,34330.58,COMPLETADA,Transferencia,VEND-10,GBA_Oeste
VTA00010243,2023-12-20,CLI028,LAC-003,5,222.12,0,0.0,1110.61,COMPLETADA,Efectivo,VEND-03,GBA_Oeste
VTA00010244,2023-12-20,CLI045,BEB-004,19,1193.01,0,0.0,22667.21,COMPLETADA,MercadoPago,VEND-06,Córdoba
VTA00010245,2023-12-20,CLI034,BEB-003,29,500.62,0,0.0,14517.92,COMPLETADA,MercadoPago,VEND-07,CABA_Norte
VTA00010246,2023-12-20,CLI010,LIM-003,34,832.63,4,1132.38,27177.18,COMPLETADA,MercadoPago,VEND-01,Mendoza
VTA00010247,2023-12-20,CLI019,LIM-001,36,527.75,1,189.99,18809.12,COMPLETADA,Efectivo,VEND-05,Mendoza
VTA00010248,2023-12-20,CLI018,LIM-002,65,572.63,4,1488.83,35731.88,COMPLETADA,MercadoPago,VEND-03,Mendoza
VTA00010249,2023-12-20,CLI032,ALK-001,98,638.31,5,3127.7,59426.35,COMPLETADA,Transferencia,VEND-08,CABA_Norte
VTA00010250,2023-12-20,CLI045,LIM-002,93,606.98,2,1128.99,55320.41,COMPLETADA,Efectivo,VEND-06,Rosario
VTA00010251,2023-12-20,CLI022,ALK-004,71,402.68,14,4002.63,24587.57,COMPLETADA,Transferencia,VEND-05,CABA_Centro
VTA00010252,2023-12-20,CLI007,ALK-001,78,679.03,0,0.0,52964.23,COMPLETADA,Efectivo,VEND-03,GBA_Sur
VTA00010253,2023-12-20,CLI043,ALK-004,92,408.65,5,1879.78,35715.8,COMPLETADA,Transferencia,VEND-09,GBA_Sur
VTA00010254,2023-12-20,CLI006,BEB-002,49,983.1,11,5298.93,42873.15,COMPLETADA,MercadoPago,VEND-10,La_Plata
VTA00010255,2023-12-20,CLI015,ALK-003,85,854.74,10,7265.29,65387.58,COMPLETADA,Efectivo,VEND-03,Rosario
VTA00010256,2023-12-20,CLI046,BEB-003,34,545.66,8,1484.21,17068.37,COMPLETADA,Tarjeta Crédito,VEND-02,GBA_Sur
VTA00010257,2023-12-20,CLI042,LIM-001,34,502.38,8,1366.46,15714.3,COMPLETADA,MercadoPago,VEND-02,Rosario
VTA00010258,2023-12-20,CLI016,ALK-003,91,858.13,7,5466.28,72623.5,COMPLETADA,Tarjeta Crédito,VEND-03,CABA_Centro
VTA00010259,2023-12-20,CLI043,LAC-001,30,428.41,0,0.0,12852.43,COMPLETADA,Tarjeta Crédito,VEND-09,GBA_Oeste
VTA00010260,2023-12-20,CLI008,LIM-002,24,578.12,0,0.0,13874.99,COMPLETADA,MercadoPago,VEND-08,Córdoba
VTA00010261,2023-12-20,CLI014,ALK-003,11,884.98,0,0.0,9734.77,COMPLETADA,MercadoPago,VEND-07,GBA_Oeste
VTA00010262,2023-12-20,CLI019,LIM-001,34,520.74,3,531.16,17174.15,COMPLETADA,MercadoPago,VEND-05,CABA_Centro
VTA00010263,2023-12-21,CLI036,LAC-003,33,214.85,3,212.7,6877.29,COMPLETADA,MercadoPago,VEND-09,Rosario
VTA00010264,2023-12-21,CLI005,BEB-002,16,956.07,0,0.0,15297.13,COMPLETADA,Tarjeta Crédito,VEND-02,GBA_Sur
VTA00010265,2023-12-21,CLI015,LIM-003,16,863.18,0,0.0,13810.85,COMPLETADA,MercadoPago,VEND-03,Córdoba
VTA00010266,2023-12-21,CLI006,ALK-003,59,883.91,3,1564.52,50586.3,COMPLETADA,Transferencia,VEND-10,CABA_Centro
VTA00010267,2023-12-21,CLI044,LAC-002,39,1309.2,4,2042.35,49016.38,COMPLETADA,MercadoPago,VEND-01,Rosario
VTA00010268,2023-12-21,CLI002,ALK-005,46,1932.76,11,9779.76,79127.13,COMPLETADA,Efectivo,VEND-03,GBA_Sur
VTA00010269,2023-12-21,CLI045,BEB-001,17,337.7,0,0.0,5740.97,COMPLETADA,Tarjeta Crédito,VEND-06,GBA_Oeste
VTA00010270,2023-12-21,CLI004,LIM-001,44,514.9,4,906.23,21749.57,COMPLETADA,Transferencia,VEND-04,La_Plata
VTA00010271,2023-12-21,CLI048,LAC-002,38,1223.9,3,1395.25,45113.07,COMPLETADA,Tarjeta Crédito,VEND-02,CABA_Centro
VTA00010272,2023-12-21,CLI028,ALK-004,92,437.33,9,3621.07,36613.06,COMPLETADA,Transferencia,VEND-03,GBA_Sur
VTA00010273,2023-12-21,CLI036,BEB-001,13,335.99,0,0.0,4367.83,COMPLETADA,Tarjeta Crédito,VEND-09,Mendoza
VTA00010274,2023-12-21,CLI005,LIM-002,25,623.02,0,0.0,15575.58,COMPLETADA,Tarjeta Crédito,VEND-02,Córdoba
VTA00010275,2023-12-21,CLI012,BEB-002,50,958.84,15,7191.3,40750.67,COMPLETADA,Efectivo,VEND-05,CABA_Norte
VTA00010276,2023-12-21,CLI023,LAC-002,42,1217.13,14,7156.72,43962.7,COMPLETADA,MercadoPago,VEND-10,Córdoba
VTA00010277,2023-12-21,CLI035,LIM-002,76,613.68,4,1865.6,44774.31,COMPLETADA,Tarjeta Crédito,VEND-10,CABA_Norte
VTA00010278,2023-12-21,CLI012,BEB-002,42,979.35,11,4524.61,36608.2,COMPLETADA,MercadoPago,VEND-05,CABA_Norte
VTA00010279,2023-12-21,CLI046,BEB-004,16,1279.39,0,0.0,20470.21,COMPLETADA,Transferencia,VEND-02,Córdoba
VTA00010280,2023-12-21,CLI037,BEB-002,50,957.61,9,4309.26,43571.37,COMPLETADA,Tarjeta Crédito,VEND-08,CABA_Centro
VTA00010281,2023-12-21,CLI018,ALK-003,79,840.86,2,1328.56,65099.61,COMPLETADA,Transferencia,VEND-03,La_Plata
VTA00010282,2023-12-21,CLI038,ALK-004,98,438.76,4,1719.95,41278.81,COMPLETADA,MercadoPago,VEND-01,GBA_Oeste
VTA00010283,2023-12-21,CLI007,ALK-004,77,438.01,12,4047.17,29679.23,COMPLETADA,Tarjeta Crédito,VEND-03,Mendoza
VTA00010284,2023-12-21,CLI040,ALK-004,5,409.34,0,0.0,2046.72,COMPLETADA,Efectivo,VEND-10,CABA_Norte
VTA00010285,2023-12-21,CLI023,LAC-002,28,1293.63,0,0.0,36221.5,COMPLETADA,Transferencia,VEND-10,Córdoba
VTA00010286,2023-12-21,CLI002,LAC-002,4,1208.58,0,0.0,4834.3,COMPLETADA,Efectivo,VEND-03,Rosario
VTA00010287,2023-12-22,CLI017,ALK-003,23,825.37,0,0.0,18983.61,COMPLETADA,Efectivo,VEND-09,GBA_Oeste
VTA00010288,2023-12-22,CLI015,ALK-003,82,854.85,10,7009.76,63087.87,COMPLETADA,Tarjeta Crédito,VEND-03,CABA_Centro
VTA00010289,2023-12-22,CLI011,LAC-001,31,413.94,2,256.65,12575.64,COMPLETADA,MercadoPago,VEND-07,GBA_Oeste
VTA00010290,2023-12-22,CLI012,LIM-002,42,573.25,15,3611.44,20464.85,COMPLETADA,Transferencia,VEND-05,GBA_Oeste
VTA00010291,2023-12-22,CLI003,ALK-003,29,861.11,0,0.0,24972.17,COMPLETADA,Efectivo,VEND-04,CABA_Centro
VTA00010292,2023-12-22,CLI032,ALK-003,77,844.96,15,9759.31,55302.76,COMPLETADA,MercadoPago,VEND-08,GBA_Oeste
VTA00010293,2023-12-22,CLI008,BEB-003,34,529.41,9,1620.0,16379.97,COMPLETADA,Transferencia,VEND-08,CABA_Centro
VTA00010294,2023-12-22,CLI037,ALK-004,54,407.73,14,3082.46,18935.11,COMPLETADA,MercadoPago,VEND-08,La_Plata
VTA00010295,2023-12-22,CLI010,LAC-002,48,1239.44,5,2974.66,56518.59,COMPLETADA,Tarjeta Crédito,VEND-01,Córdoba
