VentaID,Fecha,Sucursal,Zona,Cliente,Categoria,Producto,Cantidad,PrecioUnitario,CostoUnitario,CostoTotal,Descuento,TotalVenta,Ganancia,MargenPorcentaje,Mes,Trimestre,Rentabilidad
VTA2022007448,2022-06-24,Rosario,Interior,Almacén San José,LIMPIEZA,Suavizante Vivere 1L,27,417.03,300,8100,0.0,11259.81,3159.8099999999995,28.06,2022-06,T2-2022,Alta
VTA2022007449,2022-01-28,Córdoba,Interior,Almacén Don Pedro,ALMACEN,Aceite Girasol Natura 1.5L,55,936.7,750,41250,5757.65,45760.85,4510.8499999999985,9.86,2022-01,T1-2022,Baja
VTA2022007450,2022-09-07,CABA_Norte,CABA,Distribuidora Quick S.A.,LACTEOS,Manteca San Ignacio 200g,17,320.22,250,4250,0.0,5443.74,1193.7399999999998,21.93,2022-09,T3-2022,Media
VTA2022007451,2022-09-23,GBA_Oeste,GBA,Carrefour Argentina S.A.,BEBIDAS,Agua Villa del Sur 2L,20,164.61,140,2800,0.0,3292.2,492.1999999999998,14.95,2022-09,T3-2022,Baja
VTA2022007452,2022-03-23,CABA_Centro,CABA,Distribuidora El Norte,ALMACEN,Yerba Mate Playadito 500g,48,612.37,500,24000,5119.77,24273.99,273.9900000000016,1.13,2022-03,T1-2022,Baja
VTA2022007453,2022-05-31,Mendoza,Interior,Supermercados Walmart Argentina,BEBIDAS,Cerveza Quilmes 1L,18,274.19,220,3960,0.0,4935.42,975.4200000000001,19.76,2022-05,T2-2022,Media
VTA2022007454,2022-02-23,CABA_Norte,CABA,Supermercado Coto S.A.,LACTEOS,Dulce Leche Verónica 400g,9,456.27,380,3420,0.0,4106.43,686.4300000000003,16.72,2022-02,T1-2022,Media
VTA2022007455,2022-04-13,GBA_Sur,GBA,Almacén San José,BEBIDAS,Pepsi 2L,36,410.73,320,11520,0.0,14786.28,3266.2800000000007,22.09,2022-04,T2-2022,Media
VTA2022007456,2022-01-21,Mendoza,Interior,Supermercado Disco S.A.,LACTEOS,Queso Cremón La Paulina 400g,30,627.74,520,15600,0.0,18832.2,3232.2000000000007,17.16,2022-01,T1-2022,Media
VTA2022007457,2022-08-30,GBA_Sur,GBA,Almacén El Cruce,ALMACEN,Fideos Moñito Matarazzo 500g,13,257.5,180,2340,0.0,3347.5,1007.5,30.1,2022-08,T3-2022,Alta
VTA2022007458,2022-07-11,Mendoza,Interior,Kiosco Central,LIMPIEZA,Lavandina Ayudín 1L,55,274.67,220,12100,1297.12,13809.73,1709.7299999999996,12.38,2022-07,T3-2022,Baja
VTA2022007459,2022-08-09,Mendoza,Interior,Kiosco Central,ALMACEN,Azúcar Ledesma 1kg,62,275.41,220,13640,3101.38,13974.04,334.0400000000009,2.39,2022-08,T3-2022,Baja
VTA2022007460,2022-07-12,GBA_Sur,GBA,Almacén El Cruce,ALMACEN,Fideos Moñito Matarazzo 500g,55,215.91,180,9900,1969.69,9905.36,5.360000000000582,0.05,2022-07,T3-2022,Baja
VTA2022007461,2022-05-05,Rosario,Interior,Distribuidora Rápida,BEBIDAS,Pepsi 2L,27,374.88,320,8640,0.0,10121.76,1481.7600000000002,14.64,2022-05,T2-2022,Baja
VTA2022007462,2022-10-19,GBA_Sur,GBA,Supermercados DIA % S.A.,LACTEOS,Leche Entera La Serenísima 1L,6,258.11,180,1080,0.0,1548.66,468.6600000000001,30.26,2022-10,T4-2022,Alta
VTA2022007463,2022-10-13,Mendoza,Interior,Supermercados Changomás,LIMPIEZA,Jabón Polvo Ala 800g,49,479.09,350,17150,4308.98,19166.43,2016.4300000000003,10.52,2022-10,T4-2022,Baja
VTA2022007464,2022-09-05,GBA_Sur,GBA,Kiosco Central,BEBIDAS,Cerveza Quilmes 1L,31,273.25,220,6820,0.0,8470.75,1650.75,19.49,2022-09,T3-2022,Media
VTA2022007465,2022-04-19,La_Plata,Interior,Carrefour Argentina S.A.,LIMPIEZA,Suavizante Vivere 1L,27,368.98,300,8100,0.0,9962.46,1862.4599999999991,18.69,2022-04,T2-2022,Media
VTA2022007466,2022-06-14,La_Plata,Interior,Kiosco 24 Horas,LIMPIEZA,Suavizante Vivere 1L,65,406.14,300,19500,3886.08,22513.02,3013.0200000000004,13.38,2022-06,T2-2022,Baja
VTA2022007467,2022-07-18,CABA_Norte,CABA,Supermercado Coto S.A.,BEBIDAS,Vino Tinto Toro 1L,13,693.5,520,6760,0.0,9015.5,2255.5,25.02,2022-07,T3-2022,Alta
VTA2022007468,2022-04-12,CABA_Centro,CABA,Supermercados Jumbo S.A.,ALMACEN,Dulce Leche San Ignacio 400g,79,480.79,400,31600,7310.22,30672.19,-927.8100000000013,-3.02,2022-04,T2-2022,Baja
VTA2022007469,2022-08-11,GBA_Sur,GBA,Almacén El Progreso,LIMPIEZA,Lavandina Ayudín 1L,78,265.05,220,17160,2884.68,17789.22,629.2200000000012,3.54,2022-08,T3-2022,Baja
VTA2022007470,2022-11-03,La_Plata,Interior,Supermercado Disco S.A.,BEBIDAS,Coca-Cola 2.25L,38,490.83,400,15200,0.0,18651.54,3451.540000000001,18.51,2022-11,T4-2022,Media
VTA2022007471,2022-10-18,CABA_Centro,CABA,Supermercados DIA % S.A.,LACTEOS,Dulce Leche Verónica 400g,13,446.71,380,4940,0.0,5807.23,867.2299999999996,14.93,2022-10,T4-2022,Baja
VTA2022007472,2022-10-25,GBA_Oeste,GBA,Supermercado Coto S.A.,LIMPIEZA,Limpiador Cif Crema 500g,9,389.71,330,2970,0.0,3507.39,537.3899999999999,15.32,2022-10,T4-2022,Media
VTA2022007473,2022-05-17,La_Plata,Interior,Mayorista Precio Bajo,BEBIDAS,Vino Tinto Toro 1L,8,600.96,520,4160,0.0,4807.68,647.6800000000003,13.47,2022-05,T2-2022,Baja
VTA2022007474,2022-05-19,CABA_Centro,CABA,Almacén El Progreso,LIMPIEZA,Lavandina Ayudín 1L,44,308.58,220,9680,2238.94,11338.58,1658.58,14.63,2022-05,T2-2022,Baja
VTA2022007475,2022-08-26,La_Plata,Interior,Kiosco 24 Horas,LIMPIEZA,Suavizante Vivere 1L,71,388.76,300,21300,2757.69,24844.27,3544.2700000000004,14.27,2022-08,T3-2022,Baja
VTA2022007476,2022-05-10,CABA_Centro,CABA,Supermercado Coto S.A.,LACTEOS,Manteca San Ignacio 200g,9,337.83,250,2250,0.0,3040.47,790.4699999999998,26.0,2022-05,T2-2022,Alta
VTA2022007477,2022-05-12,CABA_Centro,CABA,Distribuidora Rápida,LIMPIEZA,Lavandina Ayudín 1L,49,256.46,220,10780,1876.13,10690.41,-89.59000000000015,-0.84,2022-05,T2-2022,Baja
VTA2022007478,2022-11-08,GBA_Sur,GBA,Supermercados Walmart Argentina,ALMACEN,Dulce Leche San Ignacio 400g,24,548.3,400,9600,0.0,13159.2,3559.2000000000007,27.05,2022-11,T4-2022,Alta
VTA2022007479,2022-06-29,Mendoza,Interior,Supermercados Jumbo S.A.,LIMPIEZA,Lavandina Ayudín 1L,65,283.81,220,14300,3339.71,15107.94,807.9400000000005,5.35,2022-06,T2-2022,Baja
VTA2022007480,2022-02-18,La_Plata,Interior,Distribuidora Rápida,LACTEOS,Dulce Leche Verónica 400g,18,515.67,380,6840,0.0,9282.06,2442.0599999999995,26.31,2022-02,T1-2022,Alta
VTA2022007481,2022-01-20,CABA_Norte,CABA,Supermercado Coto S.A.,LACTEOS,Yogur Firme La Serenísima 190g,23,123.9,95,2185,0.0,2849.7,664.6999999999998,23.33,2022-01,T1-2022,Media
VTA2022007482,2022-07-12,La_Plata,Interior,Supermercados Walmart Argentina,LACTEOS,Yogur Firme La Serenísima 190g,38,118.18,95,3610,0.0,4490.84,880.8400000000001,19.61,2022-07,T3-2022,Media
VTA2022007483,2022-12-02,Rosario,Interior,Kiosco 24 Horas,ALMACEN,Harina 0000 Favorita 1kg,10,308.09,250,2500,0.0,3080.9,580.9000000000001,18.85,2022-12,T4-2022,Media
VTA2022007484,2022-03-23,GBA_Sur,GBA,Maxikiosco Luz,BEBIDAS,Pepsi 2L,13,425.37,320,4160,0.0,5529.81,1369.8100000000004,24.77,2022-03,T1-2022,Media
VTA2022007485,2022-03-28,Córdoba,Interior,Supermercado Disco S.A.,ALMACEN,Harina 0000 Favorita 1kg,8,361.34,250,2000,0.0,2890.72,890.7199999999998,30.81,2022-03,T1-2022,Alta
VTA2022007486,2022-07-14,CABA_Centro,CABA,Supermercados DIA % S.A.,ALMACEN,Aceite Girasol Natura 1.5L,26,1033.85,750,19500,0.0,26880.1,7380.0999999999985,27.46,2022-07,T3-2022,Alta
VTA2022007487,2022-04-08,CABA_Centro,CABA,Almacén San José,ALMACEN,Dulce Leche San Ignacio 400g,24,562.66,400,9600,0.0,13503.84,3903.84,28.91,2022-04,T2-2022,Alta
VTA2022007488,2022-04-19,CABA_Centro,CABA,Almacén El Cruce,LACTEOS,Dulce Leche Verónica 400g,22,461.31,380,8360,0.0,10148.82,1788.8199999999997,17.63,2022-04,T2-2022,Media
VTA2022007489,2022-10-17,Rosario,Interior,Supermercados DIA % S.A.,BEBIDAS,Coca-Cola 2.25L,12,485.04,400,4800,0.0,5820.48,1020.4799999999996,17.53,2022-10,T4-2022,Media
VTA2022007490,2022-04-27,Rosario,Interior,Supermercado Disco S.A.,LIMPIEZA,Suavizante Vivere 1L,62,410.05,300,18600,2121.8,23301.3,4701.299999999999,20.18,2022-04,T2-2022,Media
VTA2022007491,2022-05-11,CABA_Norte,CABA,Supermercados Walmart Argentina,BEBIDAS,Jugo Baggio 1L,34,350.39,250,8500,0.0,11913.26,3413.26,28.65,2022-05,T2-2022,Alta
VTA2022007492,2022-11-02,Mendoza,Interior,Supermercados La Anónima,LACTEOS,Queso Cremón La Paulina 400g,17,616.92,520,8840,0.0,10487.64,1647.6399999999994,15.71,2022-11,T4-2022,Media
VTA2022007493,2022-12-28,GBA_Oeste,GBA,Distribuidora El Norte,BEBIDAS,Fernet Branca 750ml,4,2220.72,1800,7200,0.0,8882.88,1682.8799999999992,18.95,2022-12,T4-2022,Media
VTA2022007494,2022-08-11,CABA_Centro,CABA,Kiosco 24 Horas,LACTEOS,Leche Entera La Serenísima 1L,14,205.75,180,2520,0.0,2880.5,360.5,12.52,2022-08,T3-2022,Baja
VTA2022007495,2022-01-10,GBA_Oeste,GBA,Supermercados Changomás,ALMACEN,Fideos Moñito Matarazzo 500g,53,242.92,180,9540,1766.27,11108.49,1568.4899999999998,14.12,2022-01,T1-2022,Baja
VTA2022007496,2022-10-06,Córdoba,Interior,Mayorista Precio Bajo,BEBIDAS,Jugo Baggio 1L,31,327.57,250,7750,0.0,10154.67,2404.67,23.68,2022-10,T4-2022,Media
VTA2022007497,2022-01-10,CABA_Norte,CABA,Supermercados DIA % S.A.,BEBIDAS,Cerveza Quilmes 1L,15,302.98,220,3300,0.0,4544.7,1244.6999999999998,27.39,2022-01,T1-2022,Alta
VTA2022007498,2022-12-21,GBA_Oeste,GBA,Supermercados Walmart Argentina,BEBIDAS,Pepsi 2L,4,446.29,320,1280,0.0,1785.16,505.1600000000001,28.3,2022-12,T4-2022,Alta
VTA2022007499,2022-06-03,Córdoba,Interior,Almacén Punto de Venta,LIMPIEZA,Limpiador Cif Crema 500g,64,414.54,330,21120,2394.93,24135.63,3015.630000000001,12.49,2022-06,T2-2022,Baja
VTA2022007500,2022-04-06,Córdoba,Interior,Supermercados Walmart Argentina,LACTEOS,Dulce Leche Verónica 400g,10,522.66,380,3800,0.0,5226.6,1426.6000000000004,27.29,2022-04,T2-2022,Alta
VTA2022007501,2022-04-15,Rosario,Interior,Supermercados Jumbo S.A.,ALMACEN,Mermelada La Campagnola 454g,43,376.36,300,12900,2897.24,13286.24,386.2399999999998,2.91,2022-04,T2-2022,Baja
VTA2022007502,2022-04-05,GBA_Oeste,GBA,Distribuidora El Norte,ALMACEN,Aceite Girasol Natura 1.5L,73,870.88,750,54750,12692.48,50881.76,-3868.239999999998,-7.6,2022-04,T2-2022,Baja
VTA2022007503,2022-07-13,GBA_Oeste,GBA,Almacén El Cruce,BEBIDAS,Fernet Branca 750ml,39,2300.33,1800,70200,0.0,89712.87,19512.869999999995,21.75,2022-07,T3-2022,Media
VTA2022007504,2022-11-02,Rosario,Interior,Almacén Punto de Venta,BEBIDAS,Coca-Cola 2.25L,10,503.14,400,4000,0.0,5031.4,1031.3999999999996,20.5,2022-11,T4-2022,Media
VTA2022007505,2022-08-19,La_Plata,Interior,Distribuidora El Norte,LIMPIEZA,Limpiador Cif Crema 500g,76,432.63,330,25080,3113.48,29766.4,4686.4000000000015,15.74,2022-08,T3-2022,Media
VTA2022007506,2022-04-07,CABA_Norte,CABA,Mayorista Precio Bajo,BEBIDAS,Agua Villa del Sur 2L,12,180.46,140,1680,0.0,2165.52,485.52,22.42,2022-04,T2-2022,Media
VTA2022007507,2022-10-11,La_Plata,Interior,Supermercados Changomás,ALMACEN,Sal Fina Celusal 500g,77,91.32,65,5005,994.32,6037.32,1032.3199999999997,17.1,2022-10,T4-2022,Media
VTA2022007508,2022-12-02,CABA_Centro,CABA,Almacén Don Pedro,BEBIDAS,Cerveza Quilmes 1L,8,303.35,220,1760,0.0,2426.8,666.8000000000002,27.48,2022-12,T4-2022,Alta
VTA2022007509,2022-05-27,GBA_Sur,GBA,Almacén Don Pedro,ALMACEN,Yerba Mate Playadito 500g,10,585.96,500,5000,0.0,5859.6,859.6000000000004,14.67,2022-05,T2-2022,Baja
VTA2022007510,2022-11-03,CABA_Norte,CABA,Kiosco 24 Horas,LACTEOS,Leche Entera La Serenísima 1L,32,209.18,180,5760,0.0,6693.76,933.7600000000002,13.95,2022-11,T4-2022,Baja
VTA2022007511,2022-09-12,La_Plata,Interior,Supermercados Walmart Argentina,BEBIDAS,Fernet Branca 750ml,30,2109.25,1800,54000,0.0,63277.5,9277.5,14.66,2022-09,T3-2022,Baja
VTA2022007512,2022-01-07,La_Plata,Interior,Supermercados Jumbo S.A.,LIMPIEZA,Jabón Polvo Ala 800g,22,475.75,350,7700,0.0,10466.5,2766.5,26.43,2022-01,T1-2022,Alta
VTA2022007513,2022-02-23,Mendoza,Interior,Almacén El Progreso,LIMPIEZA,Suavizante Vivere 1L,24,343.73,300,7200,0.0,8249.52,1049.5200000000004,12.72,2022-02,T1-2022,Baja
VTA2022007514,2022-05-20,Córdoba,Interior,Supermercados Changomás,ALMACEN,Arroz Largo Fino Gallo 1kg,52,441.12,350,18200,3780.19,19158.05,958.0499999999993,5.0,2022-05,T2-2022,Baja
VTA2022007515,2022-05-12,La_Plata,Interior,Distribuidora Rápida,LIMPIEZA,Desengrasante Grasa Relief 500ml,48,320.17,280,13440,1740.73,13627.43,187.4300000000003,1.38,2022-05,T2-2022,Baja
VTA2022007516,2022-12-20,CABA_Centro,CABA,Kiosco 24 Horas,LIMPIEZA,Jabón Polvo Ala 800g,23,485.85,350,8050,0.0,11174.55,3124.5499999999993,27.96,2022-12,T4-2022,Alta
VTA2022007517,2022-06-22,Rosario,Interior,Mayorista El Economico,LIMPIEZA,Suavizante Vivere 1L,78,416.29,300,23400,6452.75,26017.87,2617.869999999999,10.06,2022-06,T2-2022,Baja
VTA2022007518,2022-01-06,CABA_Norte,CABA,Supermercado Disco S.A.,LIMPIEZA,Jabón Polvo Ala 800g,24,395.22,350,8400,0.0,9485.28,1085.2800000000007,11.44,2022-01,T1-2022,Baja
VTA2022007519,2022-10-21,GBA_Oeste,GBA,Almacén El Progreso,BEBIDAS,Vino Tinto Toro 1L,18,679.8,520,9360,0.0,12236.4,2876.3999999999996,23.51,2022-10,T4-2022,Media
VTA2022007520,2022-12-29,Rosario,Interior,Distribuidora Rápida,BEBIDAS,Cerveza Quilmes 1L,20,286.05,220,4400,0.0,5721.0,1321.0,23.09,2022-12,T4-2022,Media
VTA2022007521,2022-06-29,Rosario,Interior,Supermercados Walmart Argentina,BEBIDAS,Vino Tinto Toro 1L,21,646.66,520,10920,0.0,13579.86,2659.8600000000006,19.59,2022-06,T2-2022,Media
VTA2022007522,2022-07-27,GBA_Oeste,GBA,Supermercados DIA % S.A.,ALMACEN,Aceite Girasol Natura 1.5L,36,863.5,750,27000,0.0,31086.0,4086.0,13.14,2022-07,T3-2022,Baja
VTA2022007523,2022-08-12,Mendoza,Interior,Supermercados DIA % S.A.,LACTEOS,Manteca San Ignacio 200g,36,328.33,250,9000,0.0,11819.88,2819.879999999999,23.86,2022-08,T3-2022,Media
VTA2022007524,2022-12-19,Córdoba,Interior,Almacén Don Pedro,LACTEOS,Manteca San Ignacio 200g,12,296.88,250,3000,0.0,3562.56,562.56,15.79,2022-12,T4-2022,Media
VTA2022007525,2022-12-09,Mendoza,Interior,Distribuidora El Norte,BEBIDAS,Fernet Branca 750ml,18,2147.86,1800,32400,0.0,38661.48,6261.480000000003,16.2,2022-12,T4-2022,Media
VTA2022007526,2022-02-22,Mendoza,Interior,Almacén El Cruce,ALMACEN,Fideos Moñito Matarazzo 500g,22,257.19,180,3960,0.0,5658.18,1698.1800000000003,30.01,2022-02,T1-2022,Alta
VTA2022007527,2022-06-24,Mendoza,Interior,Maxikiosco Luz,ALMACEN,Galletitas Oreo 117g,65,162.41,140,9100,2062.89,8493.76,-606.2399999999998,-7.14,2022-06,T2-2022,Baja
VTA2022007528,2022-02-23,La_Plata,Interior,Supermercados DIA % S.A.,LIMPIEZA,Desengrasante Grasa Relief 500ml,27,394.44,280,7560,0.0,10649.88,3089.879999999999,29.01,2022-02,T1-2022,Alta
VTA2022007529,2022-02-09,Rosario,Interior,Almacén El Progreso,LIMPIEZA,Lavandina Ayudín 1L,42,318.4,220,9240,1404.52,11968.28,2728.2800000000007,22.8,2022-02,T1-2022,Media
VTA2022007530,2022-11-18,Córdoba,Interior,Supermercado Coto S.A.,LACTEOS,Dulce Leche Verónica 400g,15,450.47,380,5700,0.0,6757.05,1057.0500000000002,15.64,2022-11,T4-2022,Media
VTA2022007531,2022-03-18,Rosario,Interior,Supermercados La Anónima,LIMPIEZA,Limpiador Cif Crema 500g,25,434.02,330,8250,0.0,10850.5,2600.5,23.97,2022-03,T1-2022,Media
VTA2022007532,2022-08-23,CABA_Centro,CABA,Distribuidora El Norte,LIMPIEZA,Desengrasante Grasa Relief 500ml,75,351.38,280,21000,2188.15,24165.35,3165.3499999999985,13.1,2022-08,T3-2022,Baja
VTA2022007533,2022-03-04,CABA_Norte,CABA,Kiosco Central,ALMACEN,Yerba Mate Playadito 500g,27,675.58,500,13500,0.0,18240.66,4740.66,25.99,2022-03,T1-2022,Alta
VTA2022007534,2022-11-11,GBA_Sur,GBA,Almacén Don Pedro,LACTEOS,Manteca San Ignacio 200g,13,284.7,250,3250,0.0,3701.1,451.0999999999999,12.19,2022-11,T4-2022,Baja
VTA2022007535,2022-01-20,Rosario,Interior,Kiosco Central,LACTEOS,Dulce Leche Verónica 400g,20,462.26,380,7600,0.0,9245.2,1645.2000000000007,17.8,2022-01,T1-2022,Media
VTA2022007536,2022-07-21,GBA_Oeste,GBA,Supermercados DIA % S.A.,LIMPIEZA,Detergente Magistral 750ml,36,282.96,250,9000,0.0,10186.56,1186.5599999999995,11.65,2022-07,T3-2022,Baja
VTA2022007537,2022-12-09,GBA_Sur,GBA,Maxikiosco Luz,ALMACEN,Mermelada La Campagnola 454g,24,415.55,300,7200,0.0,9973.2,2773.2000000000007,27.81,2022-12,T4-2022,Alta
VTA2022007538,2022-10-05,CABA_Centro,CABA,Supermercados La Anónima,LIMPIEZA,Lavandina Ayudín 1L,79,275.01,220,17380,3922.59,17803.2,423.2000000000007,2.38,2022-10,T4-2022,Baja
VTA2022007539,2022-08-03,Mendoza,Interior,Almacén San José,LACTEOS,Yogur Firme La Serenísima 190g,16,122.98,95,1520,0.0,1967.68,447.68000000000006,22.75,2022-08,T3-2022,Media
VTA2022007540,2022-06-30,GBA_Oeste,GBA,Almacén San José,BEBIDAS,Jugo Baggio 1L,22,325.13,250,5500,0.0,7152.86,1652.8599999999997,23.11,2022-06,T2-2022,Media
VTA2022007541,2022-01-19,GBA_Sur,GBA,Supermercados La Anónima,LIMPIEZA,Suavizante Vivere 1L,53,365.94,300,15900,3563.86,15830.96,-69.04000000000087,-0.44,2022-01,T1-2022,Baja
VTA2022007542,2022-04-26,GBA_Sur,GBA,Distribuidora Quick S.A.,BEBIDAS,Vino Tinto Toro 1L,18,705.36,520,9360,0.0,12696.48,3336.4799999999996,26.28,2022-04,T2-2022,Alta
VTA2022007543,2022-08-30,Mendoza,Interior,Carrefour Argentina S.A.,BEBIDAS,Vino Tinto Toro 1L,29,741.62,520,15080,0.0,21506.98,6426.98,29.88,2022-08,T3-2022,Alta
VTA2022007544,2022-12-20,Mendoza,Interior,Supermercados Changomás,LACTEOS,Queso Cremón La Paulina 400g,35,721.34,520,18200,0.0,25246.9,7046.9000000000015,27.91,2022-12,T4-2022,Alta
VTA2022007545,2022-10-28,CABA_Norte,CABA,Supermercado Disco S.A.,LACTEOS,Manteca San Ignacio 200g,5,360.59,250,1250,0.0,1802.95,552.95,30.67,2022-10,T4-2022,Alta
VTA2022007546,2022-05-31,GBA_Oeste,GBA,Supermercados Jumbo S.A.,LACTEOS,Manteca San Ignacio 200g,22,282.78,250,5500,0.0,6221.16,721.1599999999999,11.59,2022-05,T2-2022,Baja
VTA2022007547,2022-03-01,CABA_Norte,CABA,Kiosco Central,LIMPIEZA,Limpiador Cif Crema 500g,38,461.03,330,12540,0.0,17519.14,4979.139999999999,28.42,2022-03,T1-2022,Alta
VTA2022007548,2022-06-28,GBA_Oeste,GBA,Almacén El Progreso,LIMPIEZA,Detergente Magistral 750ml,60,360.71,250,15000,1999.02,19643.58,4643.580000000002,23.64,2022-06,T2-2022,Media
VTA2022007549,2022-01-04,GBA_Sur,GBA,Almacén Don Pedro,LIMPIEZA,Lavandina Ayudín 1L,23,280.28,220,5060,0.0,6446.44,1386.4399999999996,21.51,2022-01,T1-2022,Media
VTA2022007550,2022-01-04,CABA_Norte,CABA,Supermercado Disco S.A.,BEBIDAS,Vino Tinto Toro 1L,13,611.27,520,6760,0.0,7946.51,1186.5100000000002,14.93,2022-01,T1-2022,Baja
VTA2022007551,2022-03-10,Mendoza,Interior,Mayorista El Economico,LACTEOS,Leche Entera La Serenísima 1L,20,250.87,180,3600,0.0,5017.4,1417.3999999999996,28.25,2022-03,T1-2022,Alta
VTA2022007552,2022-06-17,CABA_Norte,CABA,Supermercado Coto S.A.,BEBIDAS,Pepsi 2L,28,393.8,320,8960,0.0,11026.4,2066.3999999999996,18.74,2022-06,T2-2022,Media
VTA2022007553,2022-06-07,Rosario,Interior,Carrefour Argentina S.A.,LIMPIEZA,Lavandina Ayudín 1L,69,264.5,220,15180,2664.66,15585.84,405.84000000000015,2.6,2022-06,T2-2022,Baja
VTA2022007554,2022-08-19,Rosario,Interior,Almacén San José,ALMACEN,Azúcar Ledesma 1kg,42,291.66,220,9240,2106.62,10143.1,903.1000000000004,8.9,2022-08,T3-2022,Baja
VTA2022007555,2022-12-21,Córdoba,Interior,Supermercados Changomás,LIMPIEZA,Jabón Polvo Ala 800g,50,438.8,350,17500,3291.19,18648.81,1148.8100000000013,6.16,2022-12,T4-2022,Baja
VTA2022007556,2022-10-19,Mendoza,Interior,Supermercados Walmart Argentina,ALMACEN,Dulce Leche San Ignacio 400g,13,540.33,400,5200,0.0,7024.29,1824.29,25.97,2022-10,T4-2022,Alta
VTA2022007557,2022-01-24,GBA_Sur,GBA,Kiosco Central,BEBIDAS,Cerveza Quilmes 1L,36,257.35,220,7920,0.0,9264.6,1344.6000000000004,14.51,2022-01,T1-2022,Baja
VTA2022007558,2022-02-22,CABA_Norte,CABA,Mayorista Precio Bajo,BEBIDAS,Jugo Baggio 1L,9,334.08,250,2250,0.0,3006.72,756.7199999999998,25.17,2022-02,T1-2022,Alta
VTA2022007559,2022-09-29,CABA_Centro,CABA,Almacén Don Pedro,ALMACEN,Mermelada La Campagnola 454g,18,417.0,300,5400,0.0,7506.0,2106.0,28.06,2022-09,T3-2022,Alta
VTA2022007560,2022-09-15,La_Plata,Interior,Almacén Don Pedro,LACTEOS,Leche Entera La Serenísima 1L,20,250.75,180,3600,0.0,5015.0,1415.0,28.22,2022-09,T3-2022,Alta
VTA2022007561,2022-09-08,La_Plata,Interior,Almacén Don Pedro,BEBIDAS,Vino Tinto Toro 1L,19,753.7,520,9880,0.0,14320.3,4440.299999999999,31.01,2022-09,T3-2022,Alta
VTA2022007562,2022-04-06,GBA_Sur,GBA,Distribuidora Quick S.A.,LACTEOS,Queso Cremón La Paulina 400g,18,601.26,520,9360,0.0,10822.68,1462.6800000000003,13.51,2022-04,T2-2022,Baja
VTA2022007563,2022-02-22,Mendoza,Interior,Kiosco 24 Horas,LIMPIEZA,Limpiador Cif Crema 500g,35,371.4,330,11550,0.0,12999.0,1449.0,11.15,2022-02,T1-2022,Baja
VTA2022007564,2022-03-02,Mendoza,Interior,Supermercados DIA % S.A.,BEBIDAS,Jugo Baggio 1L,16,322.83,250,4000,0.0,5165.28,1165.2799999999997,22.56,2022-03,T1-2022,Media
VTA2022007565,2022-12-01,Mendoza,Interior,Carrefour Argentina S.A.,LIMPIEZA,Suavizante Vivere 1L,9,420.15,300,2700,0.0,3781.35,1081.35,28.6,2022-12,T4-2022,Alta
VTA2022007566,2022-02-04,GBA_Oeste,GBA,Supermercados Jumbo S.A.,LIMPIEZA,Desengrasante Grasa Relief 500ml,47,358.1,280,13160,3038.55,13792.15,632.1499999999996,4.58,2022-02,T1-2022,Baja
VTA2022007567,2022-12-21,Córdoba,Interior,Distribuidora El Norte,LACTEOS,Dulce Leche Verónica 400g,30,502.9,380,11400,0.0,15087.0,3687.0,24.44,2022-12,T4-2022,Media
VTA2022007568,2022-12-29,Rosario,Interior,Supermercados Jumbo S.A.,LIMPIEZA,Limpiador Cif Crema 500g,20,447.34,330,6600,0.0,8946.8,2346.7999999999993,26.23,2022-12,T4-2022,Alta
VTA2022007569,2022-04-01,Rosario,Interior,Supermercados La Anónima,LIMPIEZA,Suavizante Vivere 1L,50,357.62,300,15000,3012.68,14868.32,-131.6800000000003,-0.89,2022-04,T2-2022,Baja
VTA2022007570,2022-02-22,CABA_Centro,CABA,Almacén Don Pedro,BEBIDAS,Coca-Cola 2.25L,15,573.93,400,6000,0.0,8608.95,2608.9500000000007,30.31,2022-02,T1-2022,Alta
VTA2022007571,2022-03-22,GBA_Sur,GBA,Supermercado Coto S.A.,LIMPIEZA,Limpiador Cif Crema 500g,68,427.22,330,22440,3335.52,25715.44,3275.4399999999987,12.74,2022-03,T1-2022,Baja
VTA2022007572,2022-10-12,Rosario,Interior,Mayorista Precio Bajo,LACTEOS,Yogur Firme La Serenísima 190g,16,120.3,95,1520,0.0,1924.8,404.79999999999995,21.03,2022-10,T4-2022,Media
VTA2022007573,2022-08-22,La_Plata,Interior,Kiosco 24 Horas,LACTEOS,Queso Cremón La Paulina 400g,20,605.4,520,10400,0.0,12108.0,1708.0,14.11,2022-08,T3-2022,Baja
VTA2022007574,2022-07-07,Mendoza,Interior,Supermercado Disco S.A.,ALMACEN,Yerba Mate Playadito 500g,39,616.71,500,19500,0.0,24051.69,4551.689999999999,18.92,2022-07,T3-2022,Media
VTA2022007575,2022-02-25,Córdoba,Interior,Supermercados La Anónima,LACTEOS,Queso Cremón La Paulina 400g,34,716.93,520,17680,0.0,24375.62,6695.619999999999,27.47,2022-02,T1-2022,Alta
VTA2022007576,2022-11-24,La_Plata,Interior,Kiosco Central,LACTEOS,Manteca San Ignacio 200g,39,292.54,250,9750,0.0,11409.06,1659.0599999999995,14.54,2022-11,T4-2022,Baja
