VentaID,Fecha,Sucursal,Zona,Cliente,Categoria,Producto,Cantidad,PrecioUnitario,CostoUnitario,Descuento,TotalVenta,Margen,Mes,Trimestre
VTA2023009478,2023-04-04,GBA_Sur,GBA,Distribuidora Quick S.A.,LACTEOS,Queso Cremón La Paulina 400g,22,851.8,680,0.0,18739.6,20.17,2023-04,T2-2023
VTA2023009479,2023-10-06,GBA_Sur,GBA,Kiosco 24 Horas,LIMPIEZA,Jabón Polvo Ala 800g,41,570.13,450,0.0,23375.33,21.07,2023-10,T4-2023
VTA2023009480,2023-05-31,La_Plata,Interior,Mayorista El Economico,BEBIDAS,Agua Villa del Sur 2L,17,209.15,180,0.0,3555.55,13.94,2023-05,T2-2023
VTA2023009481,2023-12-06,Córdoba,Interior,Mayorista Precio Bajo,BEBIDAS,Fernet Branca 750ml,15,3384.57,2450,0.0,50768.55,27.61,2023-12,T4-2023
VTA2023009482,2023-12-12,CABA_Norte,CABA,Supermercados La Anónima,LACTEOS,Yogur Firme La Serenísima 190g,16,158.26,120,0.0,2532.16,24.18,2023-12,T4-2023
VTA2023009483,2023-01-24,La_Plata,Interior,Distribuidora El Norte,LIMPIEZA,Detergente Magistral 750ml,50,444.38,320,0.0,22219.0,27.99,2023-01,T1-2023
VTA2023009484,2023-03-23,CABA_Norte,CABA,Distribuidora Quick S.A.,ALMACEN,Sal Fina Celusal 500g,70,114.96,85,510.6,7536.6,26.06,2023-03,T1-2023
VTA2023009485,2023-09-11,Mendoza,Interior,Kiosco Central,BEBIDAS,Agua Villa del Sur 2L,8,243.32,180,0.0,1946.56,26.02,2023-09,T3-2023
VTA2023009486,2023-03-16,CABA_Centro,CABA,Supermercados Changomás,ALMACEN,Aceite Girasol Natura 1.5L,16,1173.76,980,0.0,18780.16,16.51,2023-03,T1-2023
VTA2023009487,2023-09-06,Mendoza,Interior,Kiosco Central,ALMACEN,Harina 0000 Favorita 1kg,26,418.94,320,0.0,10892.44,23.62,2023-09,T3-2023
VTA2023009488,2023-02-15,Rosario,Interior,Supermercados Changomás,BEBIDAS,Cerveza Quilmes 1L,24,357.18,280,0.0,8572.32,21.61,2023-02,T1-2023
VTA2023009489,2023-02-01,Rosario,Interior,Maxikiosco Luz,LIMPIEZA,Lavandina Ayudín 1L,64,387.02,280,3303.62,21465.66,27.65,2023-02,T1-2023
VTA2023009490,2023-09-06,CABA_Norte,CABA,Almacén El Cruce,ALMACEN,Harina 0000 Favorita 1kg,19,398.74,320,0.0,7576.06,19.75,2023-09,T3-2023
VTA2023009491,2023-11-02,Rosario,Interior,Almacén El Progreso,LIMPIEZA,Desengrasante Grasa Relief 500ml,65,450.04,350,2600.53,26652.07,22.23,2023-11,T4-2023
VTA2023009492,2023-05-19,Córdoba,Interior,Supermercados Walmart Argentina,ALMACEN,Yerba Mate Playadito 500g,61,799.92,650,4138.12,44657.0,18.74,2023-05,T2-2023
VTA2023009493,2023-03-09,Córdoba,Interior,Kiosco 24 Horas,LIMPIEZA,Suavizante Vivere 1L,71,516.92,380,1971.68,34729.64,26.49,2023-03,T1-2023
VTA2023009494,2023-11-29,CABA_Norte,CABA,Almacén El Progreso,ALMACEN,Sal Fina Celusal 500g,81,100.82,85,775.69,7390.73,15.69,2023-11,T4-2023
VTA2023009495,2023-09-28,Mendoza,Interior,Carrefour Argentina S.A.,ALMACEN,Harina 0000 Favorita 1kg,53,413.4,320,1689.47,20220.73,22.59,2023-09,T3-2023
VTA2023009496,2023-06-27,CABA_Centro,CABA,Distribuidora El Norte,BEBIDAS,Fernet Branca 750ml,30,3200.62,2450,0.0,96018.6,23.45,2023-06,T2-2023
VTA2023009497,2023-05-03,GBA_Oeste,GBA,Mayorista Precio Bajo,ALMACEN,Arroz Largo Fino Gallo 1kg,51,539.34,450,3662.04,23844.3,16.56,2023-05,T2-2023
VTA2023009498,2023-11-27,GBA_Oeste,GBA,Supermercados Changomás,LACTEOS,Leche Entera La Serenísima 1L,14,306.01,220,0.0,4284.14,28.11,2023-11,T4-2023
VTA2023009499,2023-01-03,GBA_Oeste,GBA,Distribuidora Quick S.A.,LACTEOS,Leche Entera La Serenísima 1L,7,260.12,220,0.0,1820.84,15.42,2023-01,T1-2023
VTA2023009500,2023-09-13,CABA_Centro,CABA,Mayorista El Economico,BEBIDAS,Agua Saborizada Villavicencio 500ml,30,181.4,150,0.0,5442.0,17.31,2023-09,T3-2023
VTA2023009501,2023-08-03,CABA_Centro,CABA,Supermercados La Anónima,ALMACEN,Yerba Mate Playadito 500g,92,883.1,650,7655.14,73590.06,26.4,2023-08,T3-2023
VTA2023009502,2023-01-09,Mendoza,Interior,Distribuidora Rápida,ALMACEN,Aceite Girasol Natura 1.5L,92,1346.65,980,11541.33,112350.47,27.23,2023-01,T1-2023
VTA2023009503,2023-01-23,Rosario,Interior,Kiosco 24 Horas,BEBIDAS,Coca-Cola 2.25L,22,673.91,520,0.0,14826.02,22.84,2023-01,T1-2023
VTA2023009504,2023-04-07,La_Plata,Interior,Almacén Don Pedro,ALMACEN,Yerba Mate Playadito 500g,89,761.38,650,3683.91,64078.91,14.63,2023-04,T2-2023
VTA2023009505,2023-11-09,GBA_Sur,GBA,Distribuidora El Norte,BEBIDAS,Pepsi 2L,26,582.16,420,0.0,15136.16,27.85,2023-11,T4-2023
VTA2023009506,2023-06-20,Mendoza,Interior,Almacén El Progreso,ALMACEN,Mermelada La Campagnola 454g,54,523.61,380,4233.38,24041.56,27.43,2023-06,T2-2023
VTA2023009507,2023-01-23,CABA_Centro,CABA,Distribuidora El Norte,LACTEOS,Leche Entera La Serenísima 1L,19,265.77,220,0.0,5049.63,17.22,2023-01,T1-2023
VTA2023009508,2023-05-17,CABA_Centro,CABA,Kiosco Central,ALMACEN,Yerba Mate Playadito 500g,20,890.04,650,0.0,17800.8,26.97,2023-05,T2-2023
VTA2023009509,2023-08-02,GBA_Oeste,GBA,Supermercados DIA % S.A.,BEBIDAS,Cerveza Quilmes 1L,17,339.39,280,0.0,5769.63,17.5,2023-08,T3-2023
VTA2023009510,2023-05-30,Rosario,Interior,Supermercados Vea S.A.,ALMACEN,Aceite Girasol Natura 1.5L,34,1290.16,980,0.0,43865.44,24.04,2023-05,T2-2023
VTA2023009511,2023-07-17,La_Plata,Interior,Almacén Don Pedro,LIMPIEZA,Jabón Polvo Ala 800g,22,605.66,450,0.0,13324.52,25.7,2023-07,T3-2023
VTA2023009512,2023-07-27,La_Plata,Interior,Kiosco Central,LIMPIEZA,Suavizante Vivere 1L,52,523.5,380,3744.91,23477.09,27.41,2023-07,T3-2023
VTA2023009513,2023-11-22,Córdoba,Interior,Almacén El Cruce,ALMACEN,Sal Fina Celusal 500g,88,118.5,85,635.39,9792.61,28.27,2023-11,T4-2023
VTA2023009514,2023-07-31,Mendoza,Interior,Almacén El Progreso,ALMACEN,Galletitas Oreo 117g,85,238.1,180,1522.53,18715.97,24.4,2023-07,T3-2023
VTA2023009515,2023-12-01,CABA_Centro,CABA,Distribuidora El Norte,ALMACEN,Dulce Leche San Ignacio 400g,22,725.06,520,0.0,15951.32,28.28,2023-12,T4-2023
VTA2023009516,2023-03-13,Rosario,Interior,Mayorista El Economico,ALMACEN,Yerba Mate Playadito 500g,99,752.48,650,8318.71,66176.81,13.62,2023-03,T1-2023
VTA2023009517,2023-03-17,La_Plata,Interior,Almacén El Cruce,LACTEOS,Leche Entera La Serenísima 1L,8,270.16,220,0.0,2161.28,18.57,2023-03,T1-2023
VTA2023009518,2023-09-07,Rosario,Interior,Distribuidora Rápida,LACTEOS,Queso Cremón La Paulina 400g,6,787.6,680,0.0,4725.6,13.66,2023-09,T3-2023
VTA2023009519,2023-12-12,CABA_Centro,CABA,Supermercados Vea S.A.,ALMACEN,Mermelada La Campagnola 454g,89,507.76,380,4273.93,40916.71,25.16,2023-12,T4-2023
VTA2023009520,2023-12-22,Córdoba,Interior,Almacén El Progreso,LACTEOS,Leche Entera La Serenísima 1L,49,288.83,220,0.0,14152.67,23.83,2023-12,T4-2023
VTA2023009521,2023-10-13,Córdoba,Interior,Supermercado Coto S.A.,ALMACEN,Yerba Mate Playadito 500g,18,802.96,650,0.0,14453.28,19.05,2023-10,T4-2023
VTA2023009522,2023-03-14,La_Plata,Interior,Distribuidora El Norte,LACTEOS,Yogur Firme La Serenísima 190g,42,147.97,120,0.0,6214.74,18.9,2023-03,T1-2023
VTA2023009523,2023-06-27,CABA_Norte,CABA,Supermercados Walmart Argentina,LIMPIEZA,Lavandina Ayudín 1L,27,351.54,280,0.0,9491.58,20.35,2023-06,T2-2023
VTA2023009524,2023-09-14,CABA_Centro,CABA,Supermercados Vea S.A.,LACTEOS,Leche Entera La Serenísima 1L,22,296.27,220,0.0,6517.94,25.74,2023-09,T3-2023
VTA2023009525,2023-09-27,La_Plata,Interior,Distribuidora Quick S.A.,LIMPIEZA,Suavizante Vivere 1L,76,492.68,380,3159.57,34284.11,22.87,2023-09,T3-2023
VTA2023009526,2023-04-18,Córdoba,Interior,Mayorista Precio Bajo,ALMACEN,Mermelada La Campagnola 454g,79,463.04,380,1909.03,34671.13,17.93,2023-04,T2-2023
VTA2023009527,2023-05-17,Córdoba,Interior,Supermercados La Anónima,LIMPIEZA,Desengrasante Grasa Relief 500ml,14,450.64,350,0.0,6308.96,22.33,2023-05,T2-2023
VTA2023009528,2023-11-23,GBA_Sur,GBA,Mayorista El Economico,BEBIDAS,Coca-Cola 2.25L,22,656.06,520,0.0,14433.32,20.74,2023-11,T4-2023
VTA2023009529,2023-02-24,GBA_Sur,GBA,Supermercados DIA % S.A.,BEBIDAS,Agua Villa del Sur 2L,27,251.01,180,0.0,6777.27,28.29,2023-02,T1-2023
VTA2023009530,2023-09-25,La_Plata,Interior,Supermercados Jumbo S.A.,BEBIDAS,Jugo Baggio 1L,15,418.66,320,0.0,6279.9,23.57,2023-09,T3-2023
VTA2023009531,2023-07-12,GBA_Oeste,GBA,Supermercados Jumbo S.A.,BEBIDAS,Vino Tinto Toro 1L,32,881.47,680,0.0,28207.04,22.86,2023-07,T3-2023
VTA2023009532,2023-09-20,CABA_Norte,CABA,Mayorista Precio Bajo,BEBIDAS,Fernet Branca 750ml,13,3395.77,2450,0.0,44145.01,27.85,2023-09,T3-2023
VTA2023009533,2023-12-06,GBA_Oeste,GBA,Almacén El Cruce,LIMPIEZA,Detergente Magistral 750ml,88,378.71,320,2393.64,30932.84,15.5,2023-12,T4-2023
VTA2023009534,2023-02-03,La_Plata,Interior,Supermercados Vea S.A.,BEBIDAS,Coca-Cola 2.25L,24,608.31,520,0.0,14599.44,14.52,2023-02,T1-2023
VTA2023009535,2023-09-05,Mendoza,Interior,Supermercado Coto S.A.,LIMPIEZA,Limpiador Cif Crema 500g,97,559.88,420,5819.12,48489.24,24.98,2023-09,T3-2023
VTA2023009536,2023-12-06,GBA_Oeste,GBA,Supermercados Jumbo S.A.,BEBIDAS,Agua Villa del Sur 2L,7,224.04,180,0.0,1568.28,19.66,2023-12,T4-2023
VTA2023009537,2023-04-28,Rosario,Interior,Almacén El Progreso,BEBIDAS,Pepsi 2L,22,577.98,420,0.0,12715.56,27.33,2023-04,T2-2023
VTA2023009538,2023-06-27,CABA_Norte,CABA,Supermercados Walmart Argentina,BEBIDAS,Agua Saborizada Villavicencio 500ml,37,198.61,150,0.0,7348.57,24.48,2023-06,T2-2023
VTA2023009539,2023-05-19,GBA_Oeste,GBA,Supermercados Jumbo S.A.,ALMACEN,Galletitas Oreo 117g,20,220.17,180,0.0,4403.4,18.24,2023-05,T2-2023
VTA2023009540,2023-05-15,Mendoza,Interior,Distribuidora El Norte,LIMPIEZA,Detergente Magistral 750ml,10,403.35,320,0.0,4033.5,20.66,2023-05,T2-2023
VTA2023009541,2023-01-04,GBA_Sur,GBA,Carrefour Argentina S.A.,ALMACEN,Dulce Leche San Ignacio 400g,72,670.99,520,2709.46,45601.82,22.5,2023-01,T1-2023
VTA2023009542,2023-08-03,GBA_Oeste,GBA,Supermercados Walmart Argentina,BEBIDAS,Vino Tinto Toro 1L,12,791.5,680,0.0,9498.0,14.09,2023-08,T3-2023
VTA2023009543,2023-07-13,GBA_Sur,GBA,Mayorista Precio Bajo,ALMACEN,Azúcar Ledesma 1kg,79,376.33,280,3850.11,25879.96,25.6,2023-07,T3-2023
VTA2023009544,2023-05-04,GBA_Sur,GBA,Mayorista Precio Bajo,ALMACEN,Mermelada La Campagnola 454g,56,481.06,380,3033.11,23906.25,21.01,2023-05,T2-2023
VTA2023009545,2023-01-17,Mendoza,Interior,Distribuidora Quick S.A.,BEBIDAS,Coca-Cola 2.25L,40,663.47,520,0.0,26538.8,21.62,2023-01,T1-2023
VTA2023009546,2023-11-14,CABA_Centro,CABA,Distribuidora El Norte,LACTEOS,Queso Cremón La Paulina 400g,47,891.31,680,0.0,41891.57,23.71,2023-11,T4-2023
VTA2023009547,2023-06-21,Córdoba,Interior,Maxikiosco Luz,LIMPIEZA,Detergente Magistral 750ml,12,390.36,320,0.0,4684.32,18.02,2023-06,T2-2023
VTA2023009548,2023-01-26,GBA_Sur,GBA,Distribuidora El Norte,LACTEOS,Leche Entera La Serenísima 1L,34,275.66,220,0.0,9372.44,20.19,2023-01,T1-2023
VTA2023009549,2023-08-23,Mendoza,Interior,Kiosco 24 Horas,BEBIDAS,Fernet Branca 750ml,18,2976.18,2450,0.0,53571.24,17.68,2023-08,T3-2023
VTA2023009550,2023-12-14,CABA_Norte,CABA,Distribuidora El Norte,ALMACEN,Azúcar Ledesma 1kg,85,359.79,280,3110.76,27471.39,22.18,2023-12,T4-2023
VTA2023009551,2023-05-23,GBA_Sur,GBA,Supermercados DIA % S.A.,LIMPIEZA,Limpiador Cif Crema 500g,40,501.93,420,0.0,20077.2,16.32,2023-05,T2-2023
VTA2023009552,2023-01-27,CABA_Centro,CABA,Almacén El Progreso,LIMPIEZA,Limpiador Cif Crema 500g,84,498.2,420,3207.83,38640.97,15.7,2023-01,T1-2023
VTA2023009553,2023-10-10,Mendoza,Interior,Almacén San José,ALMACEN,Yerba Mate Playadito 500g,25,881.11,650,0.0,22027.75,26.23,2023-10,T4-2023
VTA2023009554,2023-03-01,Rosario,Interior,Mayorista El Economico,ALMACEN,Harina 0000 Favorita 1kg,12,375.48,320,0.0,4505.76,14.78,2023-03,T1-2023
VTA2023009555,2023-03-22,CABA_Centro,CABA,Distribuidora Quick S.A.,BEBIDAS,Agua Saborizada Villavicencio 500ml,49,193.18,150,0.0,9465.82,22.35,2023-03,T1-2023
VTA2023009556,2023-07-25,Rosario,Interior,Maxikiosco Luz,LACTEOS,Leche Entera La Serenísima 1L,26,286.46,220,0.0,7447.96,23.2,2023-07,T3-2023
VTA2023009557,2023-09-05,GBA_Sur,GBA,Kiosco Central,ALMACEN,Fideos Moñito Matarazzo 500g,93,267.59,220,1815.85,23070.02,17.78,2023-09,T3-2023
VTA2023009558,2023-08-03,Rosario,Interior,Supermercados Jumbo S.A.,LACTEOS,Manteca San Ignacio 200g,48,445.97,320,0.0,21406.56,28.25,2023-08,T3-2023
VTA2023009559,2023-12-04,GBA_Oeste,GBA,Distribuidora Quick S.A.,BEBIDAS,Agua Saborizada Villavicencio 500ml,42,178.89,150,0.0,7513.38,16.15,2023-12,T4-2023
VTA2023009560,2023-06-26,GBA_Oeste,GBA,Supermercados DIA % S.A.,BEBIDAS,Coca-Cola 2.25L,9,688.72,520,0.0,6198.48,24.5,2023-06,T2-2023
VTA2023009561,2023-12-06,CABA_Centro,CABA,Supermercado Coto S.A.,ALMACEN,Arroz Largo Fino Gallo 1kg,85,587.78,450,5131.29,44830.01,23.44,2023-12,T4-2023
VTA2023009562,2023-09-25,Córdoba,Interior,Supermercados DIA % S.A.,BEBIDAS,Coca-Cola 2.25L,17,610.6,520,0.0,10380.2,14.84,2023-09,T3-2023
VTA2023009563,2023-08-21,Mendoza,Interior,Supermercados Jumbo S.A.,ALMACEN,Mermelada La Campagnola 454g,17,445.76,380,0.0,7577.92,14.75,2023-08,T3-2023
VTA2023009564,2023-12-18,La_Plata,Interior,Kiosco 24 Horas,BEBIDAS,Agua Saborizada Villavicencio 500ml,43,195.29,150,0.0,8397.47,23.19,2023-12,T4-2023
VTA2023009565,2023-07-12,GBA_Oeste,GBA,Mayorista Precio Bajo,LIMPIEZA,Jabón Polvo Ala 800g,45,545.61,450,0.0,24552.45,17.52,2023-07,T3-2023
VTA2023009566,2023-07-20,CABA_Norte,CABA,Distribuidora Rápida,LACTEOS,Manteca San Ignacio 200g,17,381.84,320,0.0,6491.28,16.2,2023-07,T3-2023
VTA2023009567,2023-12-14,CABA_Centro,CABA,Supermercado Coto S.A.,BEBIDAS,Agua Saborizada Villavicencio 500ml,17,181.24,150,0.0,3081.08,17.24,2023-12,T4-2023
VTA2023009568,2023-06-26,Mendoza,Interior,Carrefour Argentina S.A.,ALMACEN,Sal Fina Celusal 500g,78,99.1,85,1027.16,6702.64,14.23,2023-06,T2-2023
VTA2023009569,2023-08-22,Mendoza,Interior,Almacén El Cruce,BEBIDAS,Cerveza Quilmes 1L,38,375.96,280,0.0,14286.48,25.52,2023-08,T3-2023
VTA2023009570,2023-04-05,Córdoba,Interior,Supermercados Jumbo S.A.,LIMPIEZA,Desengrasante Grasa Relief 500ml,48,475.81,350,0.0,22838.88,26.44,2023-04,T2-2023
VTA2023009571,2023-05-16,Rosario,Interior,Maxikiosco Luz,LACTEOS,Queso Cremón La Paulina 400g,9,933.7,680,0.0,8403.3,27.17,2023-05,T2-2023
VTA2023009572,2023-02-01,CABA_Centro,CABA,Supermercados Walmart Argentina,LACTEOS,Manteca San Ignacio 200g,43,444.39,320,0.0,19108.77,27.99,2023-02,T1-2023
VTA2023009573,2023-12-27,Mendoza,Interior,Almacén El Progreso,BEBIDAS,Agua Saborizada Villavicencio 500ml,9,184.47,150,0.0,1660.23,18.69,2023-12,T4-2023
VTA2023009574,2023-09-25,CABA_Norte,CABA,Supermercados Vea S.A.,LIMPIEZA,Jabón Polvo Ala 800g,22,532.29,450,0.0,11710.38,15.46,2023-09,T3-2023
VTA2023009575,2023-12-14,Córdoba,Interior,Maxikiosco Luz,BEBIDAS,Agua Saborizada Villavicencio 500ml,22,193.78,150,0.0,4263.16,22.59,2023-12,T4-2023
VTA2023009576,2023-05-09,CABA_Centro,CABA,Supermercados Jumbo S.A.,LIMPIEZA,Limpiador Cif Crema 500g,63,550.9,420,3562.12,31144.58,23.76,2023-05,T2-2023
VTA2023009577,2023-05-25,GBA_Sur,GBA,Mayorista El Economico,BEBIDAS,Fernet Branca 750ml,15,2974.37,2450,0.0,44615.55,17.63,2023-05,T2-2023
VTA2023009578,2023-09-29,GBA_Oeste,GBA,Supermercados Walmart Argentina,LIMPIEZA,Lavandina Ayudín 1L,27,378.93,280,0.0,10231.11,26.11,2023-09,T3-2023
VTA2023009579,2023-04-07,CABA_Centro,CABA,Mayorista Precio Bajo,ALMACEN,Arroz Largo Fino Gallo 1kg,84,535.74,450,3519.53,41482.63,16.0,2023-04,T2-2023
VTA2023009580,2023-08-14,CABA_Norte,CABA,Kiosco 24 Horas,ALMACEN,Azúcar Ledesma 1kg,95,325.34,280,2308.29,28599.01,13.94,2023-08,T3-2023
VTA2023009581,2023-06-02,CABA_Norte,CABA,Almacén El Progreso,BEBIDAS,Agua Villa del Sur 2L,41,209.78,180,0.0,8600.98,14.2,2023-06,T2-2023
VTA2023009582,2023-08-15,Mendoza,Interior,Almacén Don Pedro,ALMACEN,Mermelada La Campagnola 454g,75,453.62,380,2390.43,31631.07,16.23,2023-08,T3-2023
VTA2023009583,2023-06-01,Rosario,Interior,Supermercados DIA % S.A.,ALMACEN,Harina 0000 Favorita 1kg,64,415.25,320,3684.8,22891.2,22.94,2023-06,T2-2023
VTA2023009584,2023-01-16,GBA_Sur,GBA,Almacén El Progreso,ALMACEN,Azúcar Ledesma 1kg,83,374.69,280,4238.42,26860.85,25.27,2023-01,T1-2023
VTA2023009585,2023-04-25,La_Plata,Interior,Mayorista El Economico,LACTEOS,Manteca San Ignacio 200g,43,401.14,320,0.0,17249.02,20.23,2023-04,T2-2023
VTA2023009586,2023-08-30,La_Plata,Interior,Almacén San José,LACTEOS,Dulce Leche Verónica 400g,5,577.08,480,0.0,2885.4,16.82,2023-08,T3-2023
VTA2023009587,2023-12-22,Mendoza,Interior,Supermercados Walmart Argentina,ALMACEN,Galletitas Oreo 117g,32,244.94,180,0.0,7838.08,26.51,2023-12,T4-2023
VTA2023009588,2023-02-07,GBA_Sur,GBA,Distribuidora Quick S.A.,ALMACEN,Harina 0000 Favorita 1kg,75,400.35,320,3454.66,26571.59,20.07,2023-02,T1-2023
VTA2023009589,2023-07-21,La_Plata,Interior,Supermercados Vea S.A.,LACTEOS,Yogur Firme La Serenísima 190g,47,147.03,120,0.0,6910.41,18.38,2023-07,T3-2023
VTA2023009590,2023-08-15,Córdoba,Interior,Supermercados Changomás,LIMPIEZA,Limpiador Cif Crema 500g,68,572.43,420,2697.08,36228.16,26.63,2023-08,T3-2023
VTA2023009591,2023-02-14,CABA_Norte,CABA,Supermercados Changomás,LIMPIEZA,Jabón Polvo Ala 800g,33,599.44,450,0.0,19781.52,24.93,2023-02,T1-2023
VTA2023009592,2023-08-29,La_Plata,Interior,Kiosco 24 Horas,LACTEOS,Queso Cremón La Paulina 400g,19,835.09,680,0.0,15866.71,18.57,2023-08,T3-2023
VTA2023009593,2023-03-03,GBA_Oeste,GBA,Supermercados Vea S.A.,ALMACEN,Sal Fina Celusal 500g,19,117.56,85,0.0,2233.64,27.7,2023-03,T1-2023
VTA2023009594,2023-04-14,Córdoba,Interior,Mayorista Precio Bajo,BEBIDAS,Cerveza Quilmes 1L,47,383.49,280,0.0,18024.03,26.99,2023-04,T2-2023
VTA2023009595,2023-03-16,CABA_Centro,CABA,Almacén El Progreso,LACTEOS,Leche Entera La Serenísima 1L,23,300.02,220,0.0,6900.46,26.67,2023-03,T1-2023
VTA2023009596,2023-07-17,Mendoza,Interior,Almacén El Progreso,ALMACEN,Galletitas Oreo 117g,77,213.0,180,2344.91,14056.09,15.49,2023-07,T3-2023
VTA2023009597,2023-01-24,CABA_Norte,CABA,Mayorista Precio Bajo,LACTEOS,Dulce Leche Verónica 400g,35,626.57,480,0.0,21929.95,23.39,2023-01,T1-2023
VTA2023009598,2023-02-22,Mendoza,Interior,Distribuidora Rápida,ALMACEN,Dulce Leche San Ignacio 400g,81,701.82,520,3304.58,53542.84,25.91,2023-02,T1-2023
VTA2023009599,2023-03-23,Mendoza,Interior,Mayorista El Economico,ALMACEN,Azúcar Ledesma 1kg,30,347.13,280,0.0,10413.9,19.34,2023-03,T1-2023
VTA2023009600,2023-06-14,CABA_Centro,CABA,Mayorista El Economico,BEBIDAS,Jugo Baggio 1L,20,374.63,320,0.0,7492.6,14.58,2023-06,T2-2023
VTA2023009601,2023-04-06,CABA_Centro,CABA,Almacén El Progreso,ALMACEN,Yerba Mate Playadito 500g,30,884.2,650,0.0,26526.0,26.49,2023-04,T2-2023
VTA2023009602,2023-03-29,GBA_Oeste,GBA,Almacén San José,BEBIDAS,Coca-Cola 2.25L,50,681.49,520,0.0,34074.5,23.7,2023-03,T1-2023
VTA2023009603,2023-10-25,Mendoza,Interior,Kiosco Central,ALMACEN,Azúcar Ledesma 1kg,37,377.25,280,0.0,13958.25,25.78,2023-10,T4-2023
VTA2023009604,2023-09-01,GBA_Oeste,GBA,Distribuidora El Norte,LACTEOS,Leche Entera La Serenísima 1L,43,296.89,220,0.0,12766.27,25.9,2023-09,T3-2023
VTA2023009605,2023-12-27,Córdoba,Interior,Mayorista El Economico,ALMACEN,Mermelada La Campagnola 454g,65,478.76,380,4004.97,27114.43,20.63,2023-12,T4-2023
VTA2023009606,2023-11-01,Mendoza,Interior,Mayorista Precio Bajo,ALMACEN,Yerba Mate Playadito 500g,58,775.64,650,4452.23,40534.89,16.2,2023-11,T4-2023
VTA2023009607,2023-05-19,CABA_Norte,CABA,Distribuidora El Norte,BEBIDAS,Jugo Baggio 1L,28,421.12,320,0.0,11791.36,24.01,2023-05,T2-2023
VTA2023009608,2023-10-25,Mendoza,Interior,Carrefour Argentina S.A.,ALMACEN,Galletitas Oreo 117g,30,216.68,180,0.0,6500.4,16.93,2023-10,T4-2023
VTA2023009609,2023-02-07,GBA_Sur,GBA,Supermercados Jumbo S.A.,LIMPIEZA,Lavandina Ayudín 1L,66,376.11,280,3449.45,21373.81,25.55,2023-02,T1-2023
VTA2023009610,2023-01-10,Córdoba,Interior,Supermercados Walmart Argentina,LACTEOS,Yogur Firme La Serenísima 190g,32,141.28,120,0.0,4520.96,15.06,2023-01,T1-2023
VTA2023009611,2023-09-01,GBA_Oeste,GBA,Almacén Don Pedro,BEBIDAS,Vino Tinto Toro 1L,36,806.57,680,0.0,29036.52,15.69,2023-09,T3-2023
VTA2023009612,2023-08-01,CABA_Norte,CABA,Mayorista El Economico,LIMPIEZA,Lavandina Ayudín 1L,79,344.68,280,2310.67,24919.05,18.77,2023-08,T3-2023
VTA2023009613,2023-11-29,CABA_Norte,CABA,Supermercados Walmart Argentina,ALMACEN,Yerba Mate Playadito 500g,58,764.7,650,4490.15,39862.45,15.0,2023-11,T4-2023
VTA2023009614,2023-09-01,GBA_Oeste,GBA,Distribuidora Quick S.A.,ALMACEN,Azúcar Ledesma 1kg,89,340.94,280,3572.15,26771.51,17.87,2023-09,T3-2023
VTA2023009615,2023-09-15,Mendoza,Interior,Distribuidora Quick S.A.,ALMACEN,Sal Fina Celusal 500g,87,108.94,85,1180.22,8297.56,21.98,2023-09,T3-2023
VTA2023009616,2023-03-06,Mendoza,Interior,Almacén El Cruce,ALMACEN,Arroz Largo Fino Gallo 1kg,86,594.83,450,5146.16,46009.22,24.35,2023-03,T1-2023
VTA2023009617,2023-04-21,CABA_Norte,CABA,Kiosco Central,LACTEOS,Dulce Leche Verónica 400g,37,577.67,480,0.0,21373.79,16.91,2023-04,T2-2023
VTA2023009618,2023-08-04,La_Plata,Interior,Supermercados Vea S.A.,ALMACEN,Sal Fina Celusal 500g,27,99.19,85,0.0,2678.13,14.31,2023-08,T3-2023
VTA2023009619,2023-12-29,Córdoba,Interior,Supermercados Jumbo S.A.,ALMACEN,Mermelada La Campagnola 454g,27,506.55,380,0.0,13676.85,24.98,2023-12,T4-2023
VTA2023009620,2023-09-28,GBA_Sur,GBA,Distribuidora Quick S.A.,LACTEOS,Queso Cremón La Paulina 400g,27,846.18,680,0.0,22846.86,19.64,2023-09,T3-2023
VTA2023009621,2023-11-07,GBA_Oeste,GBA,Distribuidora Quick S.A.,LACTEOS,Manteca San Ignacio 200g,15,386.26,320,0.0,5793.9,17.15,2023-11,T4-2023
VTA2023009622,2023-08-04,La_Plata,Interior,Supermercados Vea S.A.,LACTEOS,Manteca San Ignacio 200g,33,429.71,320,0.0,14180.43,25.53,2023-08,T3-2023
VTA2023009623,2023-04-19,CABA_Centro,CABA,Supermercados Jumbo S.A.,LIMPIEZA,Detergente Magistral 750ml,53,433.61,320,2662.58,20318.75,26.2,2023-04,T2-2023
VTA2023009624,2023-09-06,La_Plata,Interior,Supermercados La Anónima,LIMPIEZA,Lavandina Ayudín 1L,68,391.85,280,1525.21,25120.59,28.54,2023-09,T3-2023
VTA2023009625,2023-07-27,GBA_Sur,GBA,Distribuidora Quick S.A.,LACTEOS,Manteca San Ignacio 200g,38,388.75,320,0.0,14772.5,17.68,2023-07,T3-2023
VTA2023009626,2023-06-07,Córdoba,Interior,Supermercado Coto S.A.,LIMPIEZA,Suavizante Vivere 1L,25,460.84,380,0.0,11521.0,17.54,2023-06,T2-2023
