MovimientoID,Fecha,Sucursal,SKU,Producto,Categoria,TipoMovimiento,Cantidad,CostoUnitario,ValorMovimiento,Referencia,Usuario,Mes,Semana
MOV2024007615,2024-03-10,CABA_Norte,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,35,680,23800,VTA20242139,USER005,2024-03,2024-W10
MOV2024007616,2024-02-27,Córdoba,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,57,850,48450,VTA20249238,USER012,2024-02,2024-W08
MOV2024007617,2024-01-29,Mendoza,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,97,280,27160,VTA20245266,USER008,2024-01,2024-W04
MOV2024007618,2024-01-09,Mendoza,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,84,580,48720,VTA20247276,USER013,2024-01,2024-W01
MOV2024007619,2024-01-10,La_Plata,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,47,1250,58750,VTA20242617,USER020,2024-01,2024-W01
MOV2024007620,2024-03-02,La_Plata,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,58,280,16240,VTA20249847,USER009,2024-03,2024-W08
MOV2024007621,2024-02-03,La_Plata,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,173,420,72660,OC20241080,USER020,2024-02,2024-W04
MOV2024007622,2024-01-08,CABA_Norte,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,TRANSFERENCIA,-169,350,-59150,TRF20246362,USER007,2024-01,2024-W01
MOV2024007623,2024-03-02,La_Plata,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,96,350,33600,VTA20244765,USER007,2024-03,2024-W08
MOV2024007624,2024-01-12,CABA_Centro,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,90,850,76500,OC20241711,USER017,2024-01,2024-W01
MOV2024007625,2024-01-11,La_Plata,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,58,580,33640,VTA20249793,USER017,2024-01,2024-W01
MOV2024007626,2024-03-03,GBA_Sur,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,52,580,30160,VTA20247521,USER003,2024-03,2024-W09
MOV2024007627,2024-02-01,CABA_Norte,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,491,680,333880,OC20245793,USER005,2024-02,2024-W04
MOV2024007628,2024-02-09,CABA_Centro,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,7,280,1960,VTA20244025,USER016,2024-02,2024-W05
MOV2024007629,2024-03-06,Córdoba,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,81,280,22680,VTA20241833,USER004,2024-03,2024-W09
MOV2024007630,2024-02-26,GBA_Sur,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,COMPRA,212,280,59360,OC20244521,USER008,2024-02,2024-W08
MOV2024007631,2024-02-10,Rosario,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,86,150,12900,VTA20241389,USER013,2024-02,2024-W05
MOV2024007632,2024-02-17,CABA_Centro,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,8,850,6800,VTA20248193,USER006,2024-02,2024-W06
MOV2024007633,2024-02-26,Córdoba,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,7,150,1050,VTA20245799,USER003,2024-02,2024-W08
MOV2024007634,2024-01-24,GBA_Oeste,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,76,150,11400,VTA20247026,USER013,2024-01,2024-W03
MOV2024007635,2024-01-11,CABA_Norte,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,COMPRA,154,1250,192500,OC20245714,USER004,2024-01,2024-W01
MOV2024007636,2024-03-02,La_Plata,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,DEVOLUCION,32,350,11200,DEV20247133,USER016,2024-03,2024-W08
MOV2024007637,2024-02-10,Córdoba,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,COMPRA,213,350,74550,OC20242678,USER008,2024-02,2024-W05
MOV2024007638,2024-03-01,Mendoza,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,9,350,3150,VTA20249846,USER013,2024-03,2024-W08
MOV2024007639,2024-03-12,La_Plata,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,33,280,9240,VTA20248988,USER003,2024-03,2024-W10
MOV2024007640,2024-01-20,Rosario,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,321,850,272850,OC20248130,USER008,2024-01,2024-W02
MOV2024007641,2024-01-31,La_Plata,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,90,1250,112500,VTA20249145,USER017,2024-01,2024-W04
MOV2024007642,2024-01-18,GBA_Oeste,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,70,280,19600,VTA20247383,USER014,2024-01,2024-W02
MOV2024007643,2024-01-07,CABA_Norte,ALK-002,Azúcar Ledesma 1kg,ALMACEN,COMPRA,380,350,133000,OC20249876,USER020,2024-01,2024-W01
MOV2024007644,2024-03-11,CABA_Centro,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,28,350,9800,VTA20247462,USER009,2024-03,2024-W10
MOV2024007645,2024-01-27,Córdoba,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,37,400,14800,VTA20247873,USER011,2024-01,2024-W03
MOV2024007646,2024-03-02,La_Plata,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,AJUSTE,-1,350,-350,AJU20246491,USER008,2024-03,2024-W08
MOV2024007647,2024-02-29,CABA_Norte,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,COMPRA,120,580,69600,OC20244172,USER008,2024-02,2024-W08
MOV2024007648,2024-01-28,CABA_Centro,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,53,350,18550,VTA20245496,USER011,2024-01,2024-W04
MOV2024007649,2024-01-13,Rosario,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,354,850,300900,OC20244436,USER007,2024-01,2024-W01
MOV2024007650,2024-02-21,GBA_Sur,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,51,150,7650,VTA20249272,USER008,2024-02,2024-W07
MOV2024007651,2024-03-05,Córdoba,BEB-003,Cerveza Quilmes 1L,BEBIDAS,AJUSTE,17,350,5950,AJU20243664,USER012,2024-03,2024-W09
MOV2024007652,2024-02-26,Córdoba,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,AJUSTE,16,150,2400,AJU20242940,USER008,2024-02,2024-W08
MOV2024007653,2024-02-14,La_Plata,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,65,150,9750,VTA20247247,USER011,2024-02,2024-W06
MOV2024007654,2024-01-21,GBA_Sur,BEB-001,Agua Villa del Sur 2L,BEBIDAS,DEVOLUCION,37,220,8140,DEV20242134,USER016,2024-01,2024-W03
MOV2024007655,2024-01-12,GBA_Oeste,BEB-003,Cerveza Quilmes 1L,BEBIDAS,COMPRA,173,350,60550,OC20247998,USER013,2024-01,2024-W01
MOV2024007656,2024-02-20,Córdoba,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,84,280,23520,VTA20244355,USER003,2024-02,2024-W07
MOV2024007657,2024-02-07,Córdoba,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,186,680,126480,OC20248651,USER015,2024-02,2024-W05
MOV2024007658,2024-01-03,CABA_Norte,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,26,420,10920,VTA20245789,USER007,2024-01,2024-W00
MOV2024007659,2024-02-01,Rosario,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,71,280,19880,VTA20241320,USER004,2024-02,2024-W04
MOV2024007660,2024-02-18,GBA_Oeste,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,37,350,12950,VTA20246986,USER012,2024-02,2024-W07
MOV2024007661,2024-02-17,Córdoba,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,13,850,11050,VTA20249052,USER016,2024-02,2024-W06
MOV2024007662,2024-02-06,CABA_Centro,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,410,280,114800,OC20241456,USER016,2024-02,2024-W05
MOV2024007663,2024-01-25,Rosario,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,100,350,35000,VTA20248666,USER017,2024-01,2024-W03
MOV2024007664,2024-03-03,Córdoba,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,60,1250,75000,VTA20249973,USER010,2024-03,2024-W09
MOV2024007665,2024-01-30,GBA_Sur,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,25,350,8750,VTA20242269,USER007,2024-01,2024-W04
MOV2024007666,2024-01-31,GBA_Sur,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,99,280,27720,VTA20242801,USER010,2024-01,2024-W04
MOV2024007667,2024-01-19,Rosario,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,296,580,171680,OC20244761,USER010,2024-01,2024-W02
MOV2024007668,2024-02-16,Mendoza,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,5,350,1750,VTA20245618,USER020,2024-02,2024-W06
MOV2024007669,2024-02-17,La_Plata,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,34,350,11900,VTA20247222,USER003,2024-02,2024-W06
MOV2024007670,2024-02-19,La_Plata,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,COMPRA,361,580,209380,OC20248768,USER010,2024-02,2024-W07
MOV2024007671,2024-02-27,Córdoba,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,134,850,113900,OC20248104,USER014,2024-02,2024-W08
MOV2024007672,2024-02-28,Mendoza,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,COMPRA,364,150,54600,OC20243598,USER003,2024-02,2024-W08
MOV2024007673,2024-01-02,Mendoza,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,390,280,109200,OC20247904,USER015,2024-01,2024-W00
MOV2024007674,2024-01-31,GBA_Oeste,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,COMPRA,313,150,46950,OC20244296,USER005,2024-01,2024-W04
MOV2024007675,2024-02-19,GBA_Oeste,LIM-002,Detergente Magistral 750ml,LIMPIEZA,AJUSTE,2,400,800,AJU20248230,USER011,2024-02,2024-W07
MOV2024007676,2024-01-22,CABA_Centro,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,49,400,19600,VTA20241775,USER006,2024-01,2024-W03
MOV2024007677,2024-03-03,Rosario,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,291,400,116400,OC20244712,USER007,2024-03,2024-W09
MOV2024007678,2024-02-28,Rosario,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,14,580,8120,VTA20245068,USER020,2024-02,2024-W08
MOV2024007679,2024-01-16,Mendoza,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,AJUSTE,0,1250,0,AJU20248283,USER006,2024-01,2024-W02
MOV2024007680,2024-03-14,La_Plata,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,76,220,16720,VTA20245587,USER007,2024-03,2024-W10
MOV2024007681,2024-03-14,Rosario,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,92,350,32200,VTA20242831,USER013,2024-03,2024-W10
MOV2024007682,2024-02-19,GBA_Sur,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,COMPRA,125,580,72500,OC20244439,USER007,2024-02,2024-W07
MOV2024007683,2024-02-15,CABA_Norte,BEB-003,Cerveza Quilmes 1L,BEBIDAS,TRANSFERENCIA,29,350,10150,TRF20248504,USER004,2024-02,2024-W06
MOV2024007684,2024-02-14,La_Plata,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,97,280,27160,VTA20247527,USER010,2024-02,2024-W06
MOV2024007685,2024-02-11,GBA_Sur,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,99,400,39600,VTA20247530,USER016,2024-02,2024-W06
MOV2024007686,2024-01-14,GBA_Oeste,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,17,850,14450,VTA20245907,USER018,2024-01,2024-W02
MOV2024007687,2024-03-15,CABA_Norte,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,35,580,20300,VTA20248216,USER008,2024-03,2024-W10
MOV2024007688,2024-02-09,Mendoza,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,99,680,67320,VTA20248179,USER007,2024-02,2024-W05
MOV2024007689,2024-03-05,CABA_Norte,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,227,580,131660,OC20244204,USER007,2024-03,2024-W09
MOV2024007690,2024-02-04,CABA_Norte,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,19,1250,23750,VTA20249315,USER006,2024-02,2024-W05
MOV2024007691,2024-01-11,CABA_Norte,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,54,150,8100,VTA20245001,USER020,2024-01,2024-W01
MOV2024007692,2024-01-20,Mendoza,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,TRANSFERENCIA,167,280,46760,TRF20248489,USER016,2024-01,2024-W02
MOV2024007693,2024-01-07,La_Plata,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,362,220,79640,OC20247188,USER014,2024-01,2024-W01
MOV2024007694,2024-01-14,La_Plata,BEB-004,Vino Tinto Toro 1L,BEBIDAS,AJUSTE,16,850,13600,AJU20249910,USER003,2024-01,2024-W02
MOV2024007695,2024-01-24,La_Plata,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,45,400,18000,VTA20244614,USER014,2024-01,2024-W03
MOV2024007696,2024-02-28,La_Plata,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,70,420,29400,VTA20243307,USER003,2024-02,2024-W08
MOV2024007697,2024-03-06,CABA_Norte,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,COMPRA,221,150,33150,OC20241209,USER005,2024-03,2024-W09
MOV2024007698,2024-01-19,Rosario,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,86,350,30100,VTA20242352,USER007,2024-01,2024-W02
MOV2024007699,2024-02-21,Rosario,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,21,350,7350,VTA20244682,USER007,2024-02,2024-W07
MOV2024007700,2024-02-19,CABA_Norte,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,COMPRA,340,150,51000,OC20242423,USER013,2024-02,2024-W07
MOV2024007701,2024-01-10,La_Plata,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,TRANSFERENCIA,-140,280,-39200,TRF20241395,USER016,2024-01,2024-W01
MOV2024007702,2024-03-09,Mendoza,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,59,400,23600,OC20248786,USER003,2024-03,2024-W09
MOV2024007703,2024-02-25,GBA_Sur,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,34,850,28900,VTA20247737,USER009,2024-02,2024-W08
MOV2024007704,2024-01-20,Mendoza,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,AJUSTE,-14,580,-8120,AJU20249551,USER013,2024-01,2024-W02
MOV2024007705,2024-03-03,CABA_Centro,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,35,1250,43750,VTA20246034,USER008,2024-03,2024-W09
MOV2024007706,2024-01-03,Rosario,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,86,350,30100,VTA20246697,USER013,2024-01,2024-W00
MOV2024007707,2024-02-11,Mendoza,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,COMPRA,141,350,49350,OC20246661,USER019,2024-02,2024-W06
MOV2024007708,2024-02-04,GBA_Sur,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,42,580,24360,VTA20243702,USER015,2024-02,2024-W05
MOV2024007709,2024-02-04,Rosario,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,5,280,1400,VTA20242137,USER005,2024-02,2024-W05
MOV2024007710,2024-01-02,La_Plata,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,TRANSFERENCIA,39,350,13650,TRF20247312,USER015,2024-01,2024-W00
MOV2024007711,2024-03-09,GBA_Oeste,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,87,850,73950,VTA20242721,USER012,2024-03,2024-W09
MOV2024007712,2024-02-06,Rosario,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,19,1250,23750,VTA20244803,USER003,2024-02,2024-W05
MOV2024007713,2024-02-21,Córdoba,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,58,220,12760,VTA20242809,USER007,2024-02,2024-W07
MOV2024007714,2024-01-25,GBA_Oeste,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,74,350,25900,VTA20242636,USER012,2024-01,2024-W03
MOV2024007715,2024-02-28,GBA_Oeste,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,26,580,15080,VTA20243009,USER019,2024-02,2024-W08
MOV2024007716,2024-02-07,Rosario,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,268,850,227800,OC20243673,USER020,2024-02,2024-W05
MOV2024007717,2024-03-10,CABA_Centro,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,69,400,27600,OC20247880,USER016,2024-03,2024-W10
MOV2024007718,2024-01-11,Rosario,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,36,580,20880,VTA20244107,USER001,2024-01,2024-W01
MOV2024007719,2024-02-22,Córdoba,ALK-002,Azúcar Ledesma 1kg,ALMACEN,AJUSTE,4,350,1400,AJU20241864,USER019,2024-02,2024-W07
MOV2024007720,2024-03-11,La_Plata,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,94,850,79900,OC20241564,USER008,2024-03,2024-W10
MOV2024007721,2024-03-11,CABA_Norte,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,28,350,9800,VTA20246592,USER002,2024-03,2024-W10
MOV2024007722,2024-03-01,La_Plata,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,100,580,58000,VTA20245969,USER001,2024-03,2024-W08
MOV2024007723,2024-02-23,CABA_Centro,LIM-002,Detergente Magistral 750ml,LIMPIEZA,DEVOLUCION,19,400,7600,DEV20249955,USER015,2024-02,2024-W07
MOV2024007724,2024-01-10,GBA_Oeste,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,75,350,26250,VTA20242509,USER003,2024-01,2024-W01
MOV2024007725,2024-03-12,La_Plata,BEB-004,Vino Tinto Toro 1L,BEBIDAS,DEVOLUCION,15,850,12750,DEV20244530,USER009,2024-03,2024-W10
MOV2024007726,2024-01-08,CABA_Norte,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,31,350,10850,VTA20247208,USER002,2024-01,2024-W01
MOV2024007727,2024-03-03,CABA_Norte,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,DEVOLUCION,45,580,26100,DEV20245527,USER009,2024-03,2024-W09
MOV2024007728,2024-03-14,Rosario,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,378,680,257040,OC20242715,USER016,2024-03,2024-W10
MOV2024007729,2024-01-14,CABA_Centro,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,COMPRA,120,580,69600,OC20249231,USER019,2024-01,2024-W02
MOV2024007730,2024-02-03,La_Plata,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,COMPRA,348,280,97440,OC20248087,USER009,2024-02,2024-W04
MOV2024007731,2024-01-25,GBA_Sur,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,50,150,7500,VTA20244627,USER017,2024-01,2024-W03
MOV2024007732,2024-02-27,Rosario,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,9,280,2520,VTA20243109,USER003,2024-02,2024-W08
MOV2024007733,2024-02-20,Mendoza,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,AJUSTE,-6,850,-5100,AJU20242188,USER007,2024-02,2024-W07
MOV2024007734,2024-02-14,Rosario,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,86,680,58480,OC20247759,USER014,2024-02,2024-W06
MOV2024007735,2024-03-04,CABA_Norte,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,COMPRA,149,350,52150,OC20241382,USER013,2024-03,2024-W09
MOV2024007736,2024-01-08,Rosario,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,215,850,182750,OC20242793,USER015,2024-01,2024-W01
MOV2024007737,2024-02-08,CABA_Norte,BEB-002,Coca-Cola 2.25L,BEBIDAS,DEVOLUCION,17,680,11560,DEV20241886,USER020,2024-02,2024-W05
MOV2024007738,2024-01-19,GBA_Oeste,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,TRANSFERENCIA,-41,420,-17220,TRF20247356,USER017,2024-01,2024-W02
MOV2024007739,2024-01-18,Mendoza,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,73,350,25550,VTA20244916,USER017,2024-01,2024-W02
MOV2024007740,2024-01-11,Rosario,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,79,1250,98750,VTA20243747,USER014,2024-01,2024-W01
MOV2024007741,2024-03-10,Córdoba,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,70,850,59500,VTA20249207,USER006,2024-03,2024-W10
MOV2024007742,2024-02-04,Rosario,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,92,850,78200,VTA20245820,USER013,2024-02,2024-W05
MOV2024007743,2024-01-29,Córdoba,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,50,680,34000,VTA20248475,USER009,2024-01,2024-W04
MOV2024007744,2024-03-10,GBA_Oeste,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,16,350,5600,VTA20246395,USER016,2024-03,2024-W10
MOV2024007745,2024-03-14,CABA_Centro,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,COMPRA,102,580,59160,OC20244952,USER016,2024-03,2024-W10
MOV2024007746,2024-03-02,CABA_Norte,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,57,1250,71250,VTA20247037,USER014,2024-03,2024-W08
MOV2024007747,2024-02-15,CABA_Centro,BEB-004,Vino Tinto Toro 1L,BEBIDAS,TRANSFERENCIA,-171,850,-145350,TRF20241419,USER016,2024-02,2024-W06
MOV2024007748,2024-01-19,CABA_Centro,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,AJUSTE,-18,580,-10440,AJU20248066,USER010,2024-01,2024-W02
MOV2024007749,2024-02-24,La_Plata,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,489,680,332520,OC20243779,USER008,2024-02,2024-W07
MOV2024007750,2024-01-20,CABA_Centro,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,51,420,21420,VTA20242946,USER010,2024-01,2024-W02
MOV2024007751,2024-02-25,GBA_Sur,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,175,400,70000,OC20245255,USER010,2024-02,2024-W08
MOV2024007752,2024-03-14,CABA_Norte,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,TRANSFERENCIA,-148,150,-22200,TRF20246043,USER007,2024-03,2024-W10
MOV2024007753,2024-02-14,GBA_Sur,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,94,280,26320,VTA20247683,USER014,2024-02,2024-W06
MOV2024007754,2024-03-14,La_Plata,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,18,850,15300,VTA20245526,USER003,2024-03,2024-W10
MOV2024007755,2024-02-26,GBA_Sur,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,64,400,25600,VTA20246467,USER020,2024-02,2024-W08
MOV2024007756,2024-02-27,GBA_Sur,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,AJUSTE,16,420,6720,AJU20242696,USER014,2024-02,2024-W08
MOV2024007757,2024-01-10,CABA_Centro,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,175,420,73500,OC20242515,USER016,2024-01,2024-W01
MOV2024007758,2024-01-28,Rosario,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,81,150,12150,VTA20244703,USER004,2024-01,2024-W04
MOV2024007759,2024-01-06,Rosario,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,65,350,22750,VTA20247458,USER012,2024-01,2024-W00
MOV2024007760,2024-01-27,Mendoza,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,DEVOLUCION,27,420,11340,DEV20249560,USER019,2024-01,2024-W03
MOV2024007761,2024-01-31,CABA_Centro,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,88,580,51040,OC20242281,USER004,2024-01,2024-W04
MOV2024007762,2024-02-20,GBA_Oeste,BEB-001,Agua Villa del Sur 2L,BEBIDAS,AJUSTE,14,220,3080,AJU20244499,USER012,2024-02,2024-W07
MOV2024007763,2024-02-17,CABA_Centro,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,494,850,419900,OC20242532,USER014,2024-02,2024-W06
MOV2024007764,2024-02-05,GBA_Sur,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,326,680,221680,OC20244110,USER017,2024-02,2024-W05
MOV2024007765,2024-03-01,GBA_Oeste,BEB-003,Cerveza Quilmes 1L,BEBIDAS,TRANSFERENCIA,-184,350,-64400,TRF20247272,USER006,2024-03,2024-W08
MOV2024007766,2024-01-07,GBA_Oeste,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,62,350,21700,VTA20249349,USER010,2024-01,2024-W01
MOV2024007767,2024-03-05,GBA_Sur,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,74,850,62900,VTA20248464,USER019,2024-03,2024-W09
MOV2024007768,2024-01-21,CABA_Norte,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,85,680,57800,VTA20244341,USER018,2024-01,2024-W03
MOV2024007769,2024-03-04,La_Plata,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,53,850,45050,VTA20245116,USER008,2024-03,2024-W09
MOV2024007770,2024-02-06,Mendoza,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,98,1250,122500,VTA20242205,USER013,2024-02,2024-W05
MOV2024007771,2024-03-06,CABA_Norte,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,30,680,20400,VTA20245774,USER007,2024-03,2024-W09
MOV2024007772,2024-02-02,CABA_Centro,BEB-002,Coca-Cola 2.25L,BEBIDAS,TRANSFERENCIA,144,680,97920,TRF20242210,USER009,2024-02,2024-W04
MOV2024007773,2024-01-18,Rosario,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,DEVOLUCION,37,1250,46250,DEV20246926,USER004,2024-01,2024-W02
MOV2024007774,2024-03-10,GBA_Sur,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,47,280,13160,VTA20247204,USER005,2024-03,2024-W10
MOV2024007775,2024-02-15,GBA_Oeste,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,14,150,2100,VTA20242190,USER014,2024-02,2024-W06
MOV2024007776,2024-02-08,Córdoba,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,DEVOLUCION,48,280,13440,DEV20245712,USER017,2024-02,2024-W05
