ReservaID,FechaReserva,FechaEntrada,FechaSalida,HabitacionID,TipoHabitacion,Categoria,Plan,TarifaNoche,Noches,TotalReserva,Descuento,Estado,Mercado,Origen,Nacionalidad,CanalReserva,TipoHuesped,Adultos,Ninos,EsTemporadaAlta,Mes,Trimestre
RES2023015333,2023-07-07,2023-09-16,2023-09-20,SUP046,Superior,Superior,Alojamiento + Desayuno,30625.0,4,113465.51,9034.49,Check-in,Otros,Chile,Otros,Booking.com,Individual,1,1,False,2023-09,T3-2023
RES2023015334,2023-09-05,2023-09-17,2023-09-24,STA002,Standard,Standard,Solo Alojamiento,18500.0,7,129500.0,0.0,Check-in,Europa,Italia,Europa,Despegar.com,Individual,1,0,False,2023-09,T3-2023
RES2023015335,2023-08-15,2023-09-17,2023-09-19,STA003,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Check-out,Estados Unidos,Miami,Estados Unidos,Booking.com,Pareja,2,0,False,2023-09,T3-2023
RES2023015336,2023-08-11,2023-09-17,2023-09-21,SUI068,Suite,Lujo,Alojamiento + Desayuno,48125.0,4,180752.27,11747.73,Check-out,Estados Unidos,Miami,Estados Unidos,Sitio Web Directo,Pareja,3,1,False,2023-09,T3-2023
RES2023015337,2023-08-03,2023-09-17,2023-09-19,STA016,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Check-in,Argentina,Tucumán,Argentina,Booking.com,Pareja,2,0,False,2023-09,T3-2023
RES2023015338,2023-08-03,2023-09-17,2023-09-23,SUP049,Superior,Superior,Alojamiento + Desayuno,30625.0,6,183750.0,0.0,Check-out,Europa,Reino Unido,Europa,Despegar.com,Familia,1,1,False,2023-09,T3-2023
RES2023015339,2023-06-23,2023-09-17,2023-09-21,SUI064,Suite,Lujo,Todo Incluido,63525.0,4,254100.0,0.0,Check-out,Otros,México,Otros,Agencia de Viajes,Pareja,1,0,False,2023-09,T3-2023
RES2023015340,2023-06-23,2023-09-17,2023-09-22,FAM076,Familiar,Familiar,Todo Incluido,51975.0,5,259875.0,0.0,Check-in,Otros,Colombia,Otros,Booking.com,Familia,1,1,False,2023-09,T3-2023
RES2023015341,2023-07-21,2023-09-17,2023-09-19,FAM075,Familiar,Familiar,Alojamiento + Desayuno,39375.0,2,78750.0,0.0,Check-in,Brasil,Rio de Janeiro,Brasil,Agencia de Viajes,Pareja,5,0,False,2023-09,T3-2023
RES2023015342,2023-08-30,2023-09-17,2023-09-19,STA026,Standard,Standard,Todo Incluido,30525.0,2,61050.0,0.0,Check-in,Otros,Colombia,Otros,Booking.com,Pareja,1,0,False,2023-09,T3-2023
RES2023015343,2023-06-21,2023-09-17,2023-09-20,STA031,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Sitio Web Directo,Individual,2,0,False,2023-09,T3-2023
RES2023015344,2023-09-03,2023-09-17,2023-09-20,SUP059,Superior,Superior,Todo Incluido,40425.0,3,121275.0,0.0,Check-in,Estados Unidos,Miami,Estados Unidos,Booking.com,Familia,2,1,False,2023-09,T3-2023
RES2023015345,2023-07-04,2023-09-17,2023-09-22,SUP043,Superior,Superior,Solo Alojamiento,24500.0,5,122500.0,0.0,Check-in,Brasil,São Paulo,Brasil,Booking.com,Familia,1,0,False,2023-09,T3-2023
RES2023015346,2023-06-23,2023-09-17,2023-09-19,SUP041,Superior,Superior,Alojamiento + Desayuno,30625.0,2,61250.0,0.0,Check-out,Europa,Italia,Europa,Expedia,Pareja,1,1,False,2023-09,T3-2023
RES2023015347,2023-07-06,2023-09-17,2023-09-21,SUI071,Suite,Lujo,Todo Incluido,63525.0,4,254100.0,0.0,Check-out,Argentina,Buenos Aires,Argentina,Agencia de Viajes,Familia,1,1,False,2023-09,T3-2023
RES2023015348,2023-06-30,2023-09-17,2023-09-21,STA032,Standard,Standard,Alojamiento + Desayuno,23125.0,4,92500.0,0.0,Check-out,Otros,Chile,Otros,Sitio Web Directo,Familia,1,0,False,2023-09,T3-2023
RES2023015349,2023-08-06,2023-09-17,2023-09-22,SUI069,Suite,Lujo,Media Pensión,55825.0,5,279125.0,0.0,Check-out,Argentina,Santa Fe,Argentina,Despegar.com,Familia,4,2,False,2023-09,T3-2023
RES2023015350,2023-08-04,2023-09-17,2023-09-20,SUP044,Superior,Superior,Media Pensión,35525.0,3,106575.0,0.0,Check-in,Europa,España,Europa,Booking.com,Individual,3,1,False,2023-09,T3-2023
RES2023015351,2023-08-03,2023-09-17,2023-09-21,SUP051,Superior,Superior,Solo Alojamiento,24500.0,4,88901.14,9098.86,Check-out,Europa,España,Europa,Sitio Web Directo,Individual,3,1,False,2023-09,T3-2023
RES2023015352,2023-08-15,2023-09-17,2023-09-19,FAM074,Familiar,Familiar,Media Pensión,45675.0,2,91350.0,0.0,Check-in,Brasil,Rio de Janeiro,Brasil,Booking.com,Individual,2,2,False,2023-09,T3-2023
RES2023015353,2023-08-14,2023-09-17,2023-09-20,SUP047,Superior,Superior,Solo Alojamiento,24500.0,3,73500.0,0.0,Check-in,Brasil,São Paulo,Brasil,Agencia de Viajes,Pareja,1,0,False,2023-09,T3-2023
RES2023015354,2023-08-05,2023-09-17,2023-09-19,FAM079,Familiar,Familiar,Alojamiento + Desayuno,39375.0,2,78750.0,0.0,Check-out,Otros,Chile,Otros,Booking.com,Individual,2,2,False,2023-09,T3-2023
RES2023015355,2023-09-10,2023-09-17,2023-09-19,SUI062,Suite,Lujo,Alojamiento + Desayuno,48125.0,2,96250.0,0.0,Check-out,Argentina,Córdoba,Argentina,Sitio Web Directo,Pareja,3,2,False,2023-09,T3-2023
RES2023015356,2023-06-23,2023-09-17,2023-09-20,SUI066,Suite,Lujo,Alojamiento + Desayuno,48125.0,3,131980.8,12394.2,Check-out,Estados Unidos,Miami,Estados Unidos,Sitio Web Directo,Pareja,3,2,False,2023-09,T3-2023
RES2023015357,2023-08-12,2023-09-17,2023-09-20,STA030,Standard,Standard,Todo Incluido,30525.0,3,91575.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Sitio Web Directo,Pareja,1,0,False,2023-09,T3-2023
RES2023015358,2023-07-16,2023-09-17,2023-09-24,STA011,Standard,Standard,Media Pensión,26825.0,7,187775.0,0.0,Check-out,Brasil,Brasilia,Brasil,Booking.com,Individual,2,0,False,2023-09,T3-2023
RES2023015359,2023-08-13,2023-09-17,2023-09-21,SUP058,Superior,Superior,Todo Incluido,40425.0,4,161700.0,0.0,Check-out,Europa,Alemania,Europa,Booking.com,Familia,2,1,False,2023-09,T3-2023
RES2023015360,2023-07-15,2023-09-17,2023-09-20,SUP052,Superior,Superior,Media Pensión,35525.0,3,106575.0,0.0,Check-out,Argentina,Tucumán,Argentina,Booking.com,Familia,3,1,False,2023-09,T3-2023
RES2023015361,2023-08-24,2023-09-17,2023-09-20,SUP036,Superior,Superior,Alojamiento + Desayuno,30625.0,3,84132.17,7742.83,Check-out,Estados Unidos,Miami,Estados Unidos,Sitio Web Directo,Familia,2,1,False,2023-09,T3-2023
RES2023015362,2023-08-19,2023-09-17,2023-09-20,STA027,Standard,Standard,Todo Incluido,30525.0,3,91575.0,0.0,Check-out,Europa,Francia,Europa,Booking.com,Pareja,1,0,False,2023-09,T3-2023
RES2023015363,2023-07-22,2023-09-17,2023-09-20,STA033,Standard,Standard,Media Pensión,26825.0,3,80475.0,0.0,Check-out,Europa,Francia,Europa,Agencia de Viajes,Familia,1,0,False,2023-09,T3-2023
RES2023015364,2023-07-15,2023-09-17,2023-09-21,SUP048,Superior,Superior,Alojamiento + Desayuno,30625.0,4,113997.84,8502.16,Check-out,Europa,Francia,Europa,Booking.com,Familia,2,1,False,2023-09,T3-2023
RES2023015365,2023-08-06,2023-09-17,2023-09-19,SUP037,Superior,Superior,Todo Incluido,40425.0,2,80850.0,0.0,Check-out,Otros,Uruguay,Otros,Expedia,Familia,1,0,False,2023-09,T3-2023
RES2023015366,2023-07-23,2023-09-17,2023-09-19,STA029,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Check-out,Estados Unidos,New York,Estados Unidos,Sitio Web Directo,Familia,2,0,False,2023-09,T3-2023
RES2023015367,2023-08-23,2023-09-17,2023-09-19,SUI065,Suite,Lujo,Todo Incluido,63525.0,2,127050.0,0.0,Check-in,Otros,México,Otros,Sitio Web Directo,Pareja,1,1,False,2023-09,T3-2023
RES2023015368,2023-09-10,2023-09-17,2023-09-19,STA005,Standard,Standard,Alojamiento + Desayuno,23125.0,2,46250.0,0.0,Check-out,Europa,Francia,Europa,Sitio Web Directo,Grupo,2,0,False,2023-09,T3-2023
RES2023015369,2023-08-11,2023-09-17,2023-09-21,SUI063,Suite,Lujo,Alojamiento + Desayuno,48125.0,4,192500.0,0.0,Cancelada,Europa,Alemania,Europa,Despegar.com,Familia,3,0,False,2023-09,T3-2023
RES2023015370,2023-07-16,2023-09-17,2023-09-19,STA006,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Check-in,Europa,Francia,Europa,Booking.com,Familia,1,0,False,2023-09,T3-2023
RES2023015371,2023-07-19,2023-09-17,2023-09-20,STA009,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Check-in,Brasil,Brasilia,Brasil,Booking.com,Grupo,1,0,False,2023-09,T3-2023
RES2023015372,2023-09-08,2023-09-17,2023-09-21,SUP057,Superior,Superior,Todo Incluido,40425.0,4,161700.0,0.0,Check-in,Otros,Uruguay,Otros,Booking.com,Grupo,2,1,False,2023-09,T3-2023
RES2023015373,2023-07-13,2023-09-17,2023-09-22,STA020,Standard,Standard,Todo Incluido,30525.0,5,152625.0,0.0,Check-in,Brasil,Rio de Janeiro,Brasil,Booking.com,Familia,1,0,False,2023-09,T3-2023
RES2023015374,2023-07-28,2023-09-17,2023-09-20,STA012,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Check-out,Argentina,Córdoba,Argentina,Agencia de Viajes,Pareja,1,0,False,2023-09,T3-2023
RES2023015375,2023-06-26,2023-09-17,2023-09-20,STA021,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Check-out,Otros,México,Otros,Expedia,Individual,1,0,False,2023-09,T3-2023
RES2023015376,2023-06-22,2023-09-17,2023-09-19,SUP039,Superior,Superior,Alojamiento + Desayuno,30625.0,2,61250.0,0.0,No Show,Europa,Italia,Europa,Expedia,Pareja,3,1,False,2023-09,T3-2023
RES2023015377,2023-09-11,2023-09-18,2023-09-22,SUP051,Superior,Superior,Solo Alojamiento,24500.0,4,98000.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Agencia de Viajes,Familia,1,0,False,2023-09,T3-2023
RES2023015378,2023-07-26,2023-09-18,2023-09-19,STA023,Standard,Standard,Solo Alojamiento,18500.0,1,18500.0,0.0,Check-out,Otros,Chile,Otros,Booking.com,Individual,2,0,False,2023-09,T3-2023
RES2023015379,2023-09-13,2023-09-18,2023-09-23,STA011,Standard,Standard,Solo Alojamiento,18500.0,5,79048.58,13451.42,Check-out,Otros,México,Otros,Sitio Web Directo,Pareja,2,0,False,2023-09,T3-2023
RES2023015380,2023-07-18,2023-09-18,2023-09-19,STA021,Standard,Standard,Todo Incluido,30525.0,1,30525.0,0.0,Check-out,Europa,Reino Unido,Europa,Sitio Web Directo,Pareja,1,0,False,2023-09,T3-2023
RES2023015381,2023-08-07,2023-09-18,2023-09-22,SUP057,Superior,Superior,Alojamiento + Desayuno,30625.0,4,122500.0,0.0,Check-in,Argentina,Buenos Aires,Argentina,Sitio Web Directo,Familia,2,0,False,2023-09,T3-2023
RES2023015382,2023-06-21,2023-09-18,2023-09-21,SUI072,Suite,Lujo,Media Pensión,55825.0,3,167475.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Booking.com,Familia,1,1,False,2023-09,T3-2023
RES2023015383,2023-07-30,2023-09-18,2023-09-19,SUP037,Superior,Superior,Solo Alojamiento,24500.0,1,24500.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Booking.com,Pareja,2,0,False,2023-09,T3-2023
RES2023015384,2023-07-09,2023-09-18,2023-09-20,SUI066,Suite,Lujo,Solo Alojamiento,38500.0,2,77000.0,0.0,Check-out,Europa,España,Europa,Agencia de Viajes,Pareja,1,1,False,2023-09,T3-2023
RES2023015385,2023-07-01,2023-09-18,2023-09-25,SUP060,Superior,Superior,Media Pensión,35525.0,7,248675.0,0.0,Check-out,Europa,Reino Unido,Europa,Booking.com,Pareja,2,1,False,2023-09,T3-2023
RES2023015386,2023-07-22,2023-09-18,2023-09-20,SUP043,Superior,Superior,Todo Incluido,40425.0,2,74941.87,5908.13,Check-out,Argentina,Santa Fe,Argentina,Booking.com,Familia,2,0,False,2023-09,T3-2023
RES2023015387,2023-09-05,2023-09-18,2023-09-21,STA004,Standard,Standard,Todo Incluido,30525.0,3,91575.0,0.0,Cancelada,Europa,Reino Unido,Europa,Sitio Web Directo,Grupo,1,0,False,2023-09,T3-2023
RES2023015388,2023-08-21,2023-09-18,2023-09-21,STA002,Standard,Standard,Todo Incluido,30525.0,3,91575.0,0.0,Check-in,Europa,España,Europa,Booking.com,Pareja,2,0,False,2023-09,T3-2023
RES2023015389,2023-06-26,2023-09-18,2023-09-21,STA029,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,No Show,Brasil,Brasilia,Brasil,Sitio Web Directo,Pareja,2,0,False,2023-09,T3-2023
RES2023015390,2023-06-30,2023-09-18,2023-09-19,FAM075,Familiar,Familiar,Solo Alojamiento,31500.0,1,29431.73,2068.27,Check-out,Otros,Uruguay,Otros,Booking.com,Pareja,4,0,False,2023-09,T3-2023
RES2023015391,2023-09-10,2023-09-18,2023-09-20,SUP038,Superior,Superior,Solo Alojamiento,24500.0,2,44317.39,4682.61,Check-out,Otros,Chile,Otros,Sitio Web Directo,Pareja,3,1,False,2023-09,T3-2023
RES2023015392,2023-07-16,2023-09-18,2023-09-24,SUP045,Superior,Superior,Media Pensión,35525.0,6,186305.68,26844.32,No Show,Otros,Colombia,Otros,Agencia de Viajes,Grupo,1,0,False,2023-09,T3-2023
RES2023015393,2023-08-10,2023-09-18,2023-09-21,FAM077,Familiar,Familiar,Todo Incluido,51975.0,3,155925.0,0.0,Check-out,Europa,Italia,Europa,Directo Teléfono,Individual,5,3,False,2023-09,T3-2023
RES2023015394,2023-06-28,2023-09-18,2023-09-22,SUP047,Superior,Superior,Alojamiento + Desayuno,30625.0,4,122500.0,0.0,Cancelada,Europa,Italia,Europa,Booking.com,Familia,1,1,False,2023-09,T3-2023
RES2023015395,2023-08-10,2023-09-18,2023-09-23,STA015,Standard,Standard,Solo Alojamiento,18500.0,5,92500.0,0.0,Cancelada,Otros,Colombia,Otros,Booking.com,Familia,1,0,False,2023-09,T3-2023
RES2023015396,2023-09-04,2023-09-18,2023-09-20,STA016,Standard,Standard,Media Pensión,26825.0,2,49979.89,3670.11,Check-out,Europa,Francia,Europa,Booking.com,Pareja,2,0,False,2023-09,T3-2023
RES2023015397,2023-07-06,2023-09-18,2023-09-20,STA022,Standard,Standard,Media Pensión,26825.0,2,53650.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Expedia,Familia,2,0,False,2023-09,T3-2023
RES2023015398,2023-09-06,2023-09-18,2023-09-25,STA001,Standard,Standard,Media Pensión,26825.0,7,169752.59,18022.41,Check-in,Estados Unidos,Los Angeles,Estados Unidos,Booking.com,Individual,1,0,False,2023-09,T3-2023
RES2023015399,2023-09-06,2023-09-18,2023-09-21,FAM079,Familiar,Familiar,Solo Alojamiento,31500.0,3,94500.0,0.0,Check-out,Europa,Alemania,Europa,Agencia de Viajes,Pareja,3,2,False,2023-09,T3-2023
RES2023015400,2023-08-20,2023-09-18,2023-09-21,FAM078,Familiar,Familiar,Solo Alojamiento,31500.0,3,94500.0,0.0,Check-out,Estados Unidos,Miami,Estados Unidos,Expedia,Grupo,4,2,False,2023-09,T3-2023
RES2023015401,2023-09-03,2023-09-18,2023-09-25,STA024,Standard,Standard,Todo Incluido,30525.0,7,213675.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Agencia de Viajes,Pareja,2,0,False,2023-09,T3-2023
RES2023015402,2023-07-18,2023-09-18,2023-09-20,SUP053,Superior,Superior,Solo Alojamiento,24500.0,2,49000.0,0.0,Check-out,Argentina,Buenos Aires,Argentina,Expedia,Grupo,3,0,False,2023-09,T3-2023
RES2023015403,2023-07-04,2023-09-18,2023-09-22,SUI069,Suite,Lujo,Media Pensión,55825.0,4,223300.0,0.0,Check-in,Europa,España,Europa,Booking.com,Pareja,2,2,False,2023-09,T3-2023
RES2023015404,2023-09-06,2023-09-18,2023-09-19,SUP039,Superior,Superior,Media Pensión,35525.0,1,35525.0,0.0,Check-out,Argentina,Córdoba,Argentina,Despegar.com,Familia,1,1,False,2023-09,T3-2023
RES2023015405,2023-06-25,2023-09-18,2023-09-21,STA027,Standard,Standard,Todo Incluido,30525.0,3,80878.56,10696.44,Check-in,Otros,Chile,Otros,Booking.com,Pareja,2,0,False,2023-09,T3-2023
RES2023015406,2023-08-07,2023-09-18,2023-09-19,STA014,Standard,Standard,Solo Alojamiento,18500.0,1,18500.0,0.0,Check-out,Otros,Uruguay,Otros,Booking.com,Grupo,2,0,False,2023-09,T3-2023
RES2023015407,2023-08-20,2023-09-18,2023-09-19,SUI063,Suite,Lujo,Alojamiento + Desayuno,48125.0,1,41225.57,6899.43,Check-out,Europa,Italia,Europa,Sitio Web Directo,Individual,2,0,False,2023-09,T3-2023
RES2023015408,2023-08-25,2023-09-18,2023-09-22,STA028,Standard,Standard,Todo Incluido,30525.0,4,122100.0,0.0,Check-out,Otros,Chile,Otros,Expedia,Pareja,2,0,False,2023-09,T3-2023
RES2023015409,2023-09-17,2023-09-18,2023-09-19,SUP054,Superior,Superior,Alojamiento + Desayuno,30625.0,1,30625.0,0.0,Check-in,Otros,Uruguay,Otros,Sitio Web Directo,Individual,3,1,False,2023-09,T3-2023
RES2023015410,2023-06-29,2023-09-18,2023-09-20,STA006,Standard,Standard,Alojamiento + Desayuno,23125.0,2,46250.0,0.0,Check-out,Argentina,Mendoza,Argentina,Booking.com,Pareja,2,0,False,2023-09,T3-2023
RES2023015411,2023-09-11,2023-09-18,2023-09-22,SUP050,Superior,Superior,Solo Alojamiento,24500.0,4,98000.0,0.0,Check-in,Otros,Uruguay,Otros,Booking.com,Familia,2,1,False,2023-09,T3-2023
RES2023015412,2023-08-18,2023-09-18,2023-09-24,SUI071,Suite,Lujo,Alojamiento + Desayuno,48125.0,6,288750.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Booking.com,Pareja,4,1,False,2023-09,T3-2023
RES2023015413,2023-08-05,2023-09-18,2023-09-21,STA017,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Check-out,Brasil,Brasilia,Brasil,Booking.com,Pareja,1,0,False,2023-09,T3-2023
RES2023015414,2023-06-29,2023-09-18,2023-09-22,SUP056,Superior,Superior,Media Pensión,35525.0,4,142100.0,0.0,Check-out,Brasil,Brasilia,Brasil,Booking.com,Pareja,3,1,False,2023-09,T3-2023
RES2023015415,2023-07-31,2023-09-19,2023-09-22,SUP040,Superior,Superior,Solo Alojamiento,24500.0,3,73500.0,0.0,Cancelada,Argentina,Buenos Aires,Argentina,Booking.com,Pareja,1,0,False,2023-09,T3-2023
RES2023015416,2023-07-05,2023-09-19,2023-09-24,SUI067,Suite,Lujo,Solo Alojamiento,38500.0,5,192500.0,0.0,Check-out,Europa,Italia,Europa,Booking.com,Individual,4,2,False,2023-09,T3-2023
RES2023015417,2023-08-19,2023-09-19,2023-09-24,STA023,Standard,Standard,Media Pensión,26825.0,5,134125.0,0.0,Check-in,Argentina,Buenos Aires,Argentina,Agencia de Viajes,Individual,2,0,False,2023-09,T3-2023
RES2023015418,2023-06-23,2023-09-19,2023-09-22,STA035,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Check-in,Europa,Italia,Europa,Booking.com,Pareja,2,0,False,2023-09,T3-2023
RES2023015419,2023-08-20,2023-09-19,2023-09-22,SUP052,Superior,Superior,Solo Alojamiento,24500.0,3,73500.0,0.0,Check-out,Europa,Italia,Europa,Despegar.com,Pareja,2,0,False,2023-09,T3-2023
RES2023015420,2023-09-17,2023-09-19,2023-09-21,STA021,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Check-out,Europa,Alemania,Europa,Sitio Web Directo,Pareja,1,0,False,2023-09,T3-2023
RES2023015421,2023-07-07,2023-09-19,2023-09-22,SUI071,Suite,Lujo,Solo Alojamiento,38500.0,3,115500.0,0.0,Check-out,Europa,Alemania,Europa,Sitio Web Directo,Pareja,4,0,False,2023-09,T3-2023
RES2023015422,2023-07-07,2023-09-19,2023-09-21,SUI061,Suite,Lujo,Solo Alojamiento,38500.0,2,77000.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Sitio Web Directo,Familia,2,1,False,2023-09,T3-2023
RES2023015423,2023-07-22,2023-09-19,2023-09-23,STA013,Standard,Standard,Solo Alojamiento,18500.0,4,74000.0,0.0,Cancelada,Estados Unidos,Miami,Estados Unidos,Despegar.com,Familia,1,0,False,2023-09,T3-2023
RES2023015424,2023-09-03,2023-09-19,2023-09-26,STA032,Standard,Standard,Todo Incluido,30525.0,7,213675.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Expedia,Pareja,2,0,False,2023-09,T3-2023
RES2023015425,2023-07-04,2023-09-19,2023-09-22,STA025,Standard,Standard,Todo Incluido,30525.0,3,91575.0,0.0,Check-out,Brasil,São Paulo,Brasil,Directo Teléfono,Pareja,1,0,False,2023-09,T3-2023
RES2023015426,2023-07-19,2023-09-19,2023-09-20,STA001,Standard,Standard,Todo Incluido,30525.0,1,30525.0,0.0,Check-out,Europa,Italia,Europa,Directo Teléfono,Pareja,1,0,False,2023-09,T3-2023
RES2023015427,2023-08-18,2023-09-19,2023-09-20,FAM077,Familiar,Familiar,Alojamiento + Desayuno,39375.0,1,39375.0,0.0,Check-out,Europa,Italia,Europa,Booking.com,Pareja,3,1,False,2023-09,T3-2023
RES2023015428,2023-07-10,2023-09-19,2023-09-21,SUI065,Suite,Lujo,Media Pensión,55825.0,2,111650.0,0.0,Check-in,Brasil,Rio de Janeiro,Brasil,Booking.com,Pareja,1,0,False,2023-09,T3-2023
RES2023015429,2023-09-12,2023-09-19,2023-09-22,SUP056,Superior,Superior,Media Pensión,35525.0,3,106575.0,0.0,Check-in,Brasil,São Paulo,Brasil,Expedia,Pareja,3,0,False,2023-09,T3-2023
RES2023015430,2023-08-28,2023-09-19,2023-09-24,SUP050,Superior,Superior,Media Pensión,35525.0,5,177625.0,0.0,Check-in,Otros,Chile,Otros,Booking.com,Familia,3,0,False,2023-09,T3-2023
RES2023015431,2023-08-04,2023-09-19,2023-09-23,SUP039,Superior,Superior,Alojamiento + Desayuno,30625.0,4,122500.0,0.0,Check-out,Argentina,Buenos Aires,Argentina,Sitio Web Directo,Grupo,2,1,False,2023-09,T3-2023
RES2023015432,2023-09-05,2023-09-19,2023-09-23,SUP046,Superior,Superior,Media Pensión,35525.0,4,142100.0,0.0,Check-out,Otros,Chile,Otros,Expedia,Familia,1,1,False,2023-09,T3-2023
RES2023015433,2023-09-13,2023-09-19,2023-09-21,SUP043,Superior,Superior,Media Pensión,35525.0,2,71050.0,0.0,Check-in,Brasil,São Paulo,Brasil,Sitio Web Directo,Pareja,1,1,False,2023-09,T3-2023
RES2023015434,2023-07-21,2023-09-19,2023-09-23,STA033,Standard,Standard,Todo Incluido,30525.0,4,122100.0,0.0,Check-out,Argentina,Mendoza,Argentina,Booking.com,Grupo,2,0,False,2023-09,T3-2023
RES2023015435,2023-07-02,2023-09-19,2023-09-24,STA034,Standard,Standard,Alojamiento + Desayuno,23125.0,5,115625.0,0.0,Cancelada,Brasil,Rio de Janeiro,Brasil,Directo Teléfono,Individual,2,0,False,2023-09,T3-2023
RES2023015436,2023-09-05,2023-09-19,2023-09-22,STA010,Standard,Standard,Alojamiento + Desayuno,23125.0,3,69375.0,0.0,Check-out,Estados Unidos,New York,Estados Unidos,Sitio Web Directo,Pareja,1,0,False,2023-09,T3-2023
RES2023015437,2023-09-15,2023-09-19,2023-09-22,FAM079,Familiar,Familiar,Alojamiento + Desayuno,39375.0,3,118125.0,0.0,Cancelada,Estados Unidos,Miami,Estados Unidos,Expedia,Familia,5,0,False,2023-09,T3-2023
RES2023015438,2023-09-05,2023-09-19,2023-09-22,STA009,Standard,Standard,Media Pensión,26825.0,3,80475.0,0.0,Check-out,Europa,Italia,Europa,Booking.com,Familia,1,0,False,2023-09,T3-2023
RES2023015439,2023-08-28,2023-09-19,2023-09-22,STA016,Standard,Standard,Alojamiento + Desayuno,23125.0,3,60601.28,8773.72,Check-out,Europa,Francia,Europa,Agencia de Viajes,Individual,1,0,False,2023-09,T3-2023
RES2023015440,2023-08-10,2023-09-19,2023-09-25,SUI064,Suite,Lujo,Media Pensión,55825.0,6,334950.0,0.0,Check-in,Otros,Chile,Otros,Agencia de Viajes,Grupo,3,2,False,2023-09,T3-2023
RES2023015441,2023-09-15,2023-09-19,2023-09-23,STA006,Standard,Standard,Todo Incluido,30525.0,4,109532.96,12567.04,Check-out,Estados Unidos,New York,Estados Unidos,Booking.com,Familia,2,0,False,2023-09,T3-2023
RES2023015442,2023-09-06,2023-09-19,2023-09-22,SUP059,Superior,Superior,Solo Alojamiento,24500.0,3,73500.0,0.0,Check-out,Otros,México,Otros,Expedia,Familia,2,0,False,2023-09,T3-2023
RES2023015443,2023-08-12,2023-09-19,2023-09-23,SUP054,Superior,Superior,Media Pensión,35525.0,4,142100.0,0.0,Check-out,Brasil,São Paulo,Brasil,Despegar.com,Individual,3,1,False,2023-09,T3-2023
RES2023015444,2023-08-15,2023-09-19,2023-09-22,STA002,Standard,Standard,Media Pensión,26825.0,3,80475.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Directo Teléfono,Pareja,2,0,False,2023-09,T3-2023
RES2023015445,2023-09-12,2023-09-19,2023-09-22,STA014,Standard,Standard,Todo Incluido,30525.0,3,91575.0,0.0,Check-out,Argentina,Santa Fe,Argentina,Despegar.com,Pareja,2,0,False,2023-09,T3-2023
RES2023015446,2023-08-14,2023-09-19,2023-09-25,SUP041,Superior,Superior,Solo Alojamiento,24500.0,6,147000.0,0.0,Check-out,Estados Unidos,New York,Estados Unidos,Expedia,Individual,2,1,False,2023-09,T3-2023
RES2023015447,2023-08-03,2023-09-19,2023-09-22,STA020,Standard,Standard,Alojamiento + Desayuno,23125.0,3,61906.86,7468.14,Check-in,Brasil,Brasilia,Brasil,Booking.com,Pareja,1,0,False,2023-09,T3-2023
RES2023015448,2023-08-10,2023-09-19,2023-09-21,STA003,Standard,Standard,Media Pensión,26825.0,2,53650.0,0.0,Check-out,Brasil,Brasilia,Brasil,Booking.com,Pareja,1,0,False,2023-09,T3-2023
RES2023015449,2023-08-11,2023-09-19,2023-09-20,STA031,Standard,Standard,Alojamiento + Desayuno,23125.0,1,23125.0,0.0,Check-out,Otros,Chile,Otros,Agencia de Viajes,Grupo,1,0,False,2023-09,T3-2023
RES2023015450,2023-08-12,2023-09-19,2023-09-21,STA007,Standard,Standard,Todo Incluido,30525.0,2,61050.0,0.0,Check-in,Brasil,São Paulo,Brasil,Agencia de Viajes,Pareja,2,0,False,2023-09,T3-2023
RES2023015451,2023-07-11,2023-09-19,2023-09-21,SUP051,Superior,Superior,Todo Incluido,40425.0,2,80850.0,0.0,Check-out,Brasil,Brasilia,Brasil,Sitio Web Directo,Familia,3,1,False,2023-09,T3-2023
